#漢字	音標	解釋
㐴	pʰan1	
琶	pʰɑ2	
琺	fa7	
琿	xwə̟n2	
琿	xwe̞ɪ̯1	～琿地名在黑龍江黑河
瑇	taɪ̯5	
瑇	to̞7	
瑕	ɕi̯ɑ2	
瑗	y̑e̞n5	
瑞	s̻we̞ɪ̯5	
瑟	s̻e̞7	
瑠	ni̯əʊ̯2	
瑣	s̻ɔ3	
瑤	j̟ɑʊ̯2	
瑩	y̑in2	
瑪	mᵇɑ3	
瑮	ni̯e̞7	
瑰	kwe̞ɪ̯5	
瑲	t͡ɕʰi̯ɑŋ1	
瑴	t͡ɕi̯o̞7	
璀	t͡s̻ʰwe̞ɪ̯3	
璃	ni2	
璊	mᵇə̟n2	
璏	y̑e̞7	
璐	nu̜5	
璚	t͡ɕʰy̑in2	
璛	ɕi̯o̞7	
璞	pʰo̞7	
璟	t͡ɕy̑in3	
璦	ŋaɪ̯5	
璧	pi̯e̞7	
環	xwan2	
璱	s̻e̞7	
璹	s̻o̞7	
璽	ɕi3	
瓁	ŋo̞7	
瓄	to̞7	
瓅	ni̯e̞7	
瓈	ni2	
瓊	t͡ɕʰy̑in2	
瓜	kwɑ1	
瓝	po̞7	
瓞	ti̯e̞7	
瓟	po̞7	
瓠	xu̜2	最老派文讀
瓠	fʋ̩2	
瓠	xu̜5	最老派文讀
瓠	fʋ̩5	
瓡	t͡s̻e̞7	
瓢	pʰi̯ɑʊ̯2	
瓣	pan5	
瓤	z̻ɑŋ2	瓤：果肉
瓦	wɑ3	
瓶	pʰin2	
瓷	t͡s̻ʰɹ̆ᶤ̞2	
甄	t͡s̻ə̟n1	
甋	ti̯e̞7	
甌	ŋəʊ̯1	
甑	t͡s̻ə̟n5	
甓	pi̯e̞7	
甔	tan1	
甔	tan5	
甕	o̞ŋ5	
甘	kan1	甘蔗
甙	taɪ̯5	
甚	s̻ə̟n5	
甜	tʰi̯e̞n2	
甞	s̻ɑŋ2	
生	s̻ə̟n1	
產	t͡s̻ʰan3	
甤	z̻we̞ɪ̯2	
甥	s̻ə̟n1	
用	j̟o̞ŋ5	
甫	pʰu̜3	
甬	j̟o̞ŋ3	
甯	nin2	
甯	n̠ᶽin5	
田	tʰi̯e̞n2	
由	j̟əʊ̯2	
甲	t͡ɕi̯a7	
申	s̻ə̟n1	
甶	fo̞7	
男	nan2	
甸	ti̯e̞n5	
甾	t͡s̻ɹ̆ᶤ̞1	
界	kaɪ̯5	
界	t͡ɕi̯ɛɪ̯5	文讀
畏	we̞ɪ̯5	
畐	fo̞7	
畑	tʰi̯e̞n2	
留	ni̯əʊ̯2	
畚	pə̟n3	
畚	fə̟n5	白讀，如：～箕
畜	ɕi̯o̞7	畜牧業
畜	t͡s̻ʰo̞7	畜牲
畝	mᵇo̞ŋ3	
畟	t͡s̻ʰe̞7	初三
畟	t͡ɕi̯e̞7	
畢	pi̯e̞7	
畣	ta7	
略	ni̯o̞7	
番	fan1	
畫	xwɑ5	
異	j̟i5	
畲	s̻e̞ɪ̯1	
當	tɑŋ1	
當	tɑŋ5	
畷	t͡s̻we̞7	
畿	t͡ɕi1	
畿	t͡ɕʰi2	
疀	t͡s̻ʰa7	
疆	t͡ɕi̯ɑŋ1	
疇	t͡s̻ʰəʊ̯2	
疊	ti̯e̞7	
疏	s̻u̜1	
疑	n̠ᶽi2	
疒	ne̞7	
疙	ke̞7	～瘩(㾑)，表示身上隆起的小包
疙	n̠ᶽi̯e̞7	形容詞，用來形容人癡呆的樣子
疝	s̻an5	
疤	pɑ1	
疥	kaɪ̯5	
疦	t͡ɕy̑e̞7	
疦	ɕy̑e̞7	
疫	j̟o̞7	
疲	pʰi2	
疵	t͡s̻ʰɹ̆ᶤ̞1	
疶	ɕi̯e̞7	
疹	t͡s̻ə̟n1	濕～
疼	tʰə̟n2	
疽	t͡ɕy̑i1	
疾	t͡ɕi̯e̞7	
痁	ti̯e̞n5	
痄	t͡s̻ɑ3	
病	pin5	
痆	na7	
症	t͡s̻ə̟n5	
痊	t͡ɕʰy̑e̞n2	
痏	we̞ɪ̯3	
痔	t͡s̻ɹ̆ᶤ̞5	
痕	xə̟n2	
痛	tʰo̞ŋ5	
痞	pʰi3	
痢	ni5	
痣	t͡s̻ɹ̆ᶤ̞5	
痥	to̞7	
痬	j̟e̞7	
痰	tʰan2	
痱	fe̞ɪ̯5	
痹	pʰi2	
瘁	t͡s̻ʰwe̞ɪ̯5	
瘃	t͡s̻o̞7	
瘋	fo̞ŋ1	
瘌	na7	
瘍	j̟ɑŋ2	
瘚	t͡ɕy̑e̞7	
瘛	t͡s̻ʰe̞7	
瘜	ɕi̯e̞7	
瘟	wə̟n1	
瘠	t͡ɕi̯e̞7	
瘡	t͡s̻ʰwɑŋ1	
瘤	ni̯əʊ̯2	
瘦	s̻əʊ̯5	
瘧	j̟o̞7	
瘩	ta7	疙～(㾑)，表示身上隆起的小包
瘴	t͡s̻ɑŋ5	
瘸	t͡ɕʰy̑i2	
瘼	mᵇo̞7	
療	ni̯ɑʊ̯2	
癅	ni̯əʊ̯2	
癆	nɑʊ̯5	
癖	pʰi̯e̞7	
癟	pi̯ɑ3	白讀，一說本字為（扁）
癟	pʰi̯e̞7	
癡	t͡s̻ʰɹ̆ᶤ̞1	
癢	j̟ɑŋ3	
癤	t͡ɕi̯e̞7	
癧	ni̯e̞7	
癨	xo̞7	
癩	naɪ̯5	
癬	ɕy̑e̞n3	
癯	t͡ɕʰy̑i2	
癶	po̞7	
癸	kʰwe̞ɪ̯2	
癹	pʰa7	
登	tə̟n1	
發	fa7	
白	pe̞7	
百	pe̞7	
皀	pi̯e̞7	
皂	t͡s̻ɑʊ̯5	
皃	mᵇo̞7	
的	ti̯e̞7	
皆	kaɪ̯1	
皆	t͡ɕi̯ɛɪ̯1	文讀
皇	xwɑŋ2	
皋	kɑʊ̯1	
皋	kɑʊ̯1	
皓	xɑʊ̯5	
皕	pi̯e̞7	
皖	kʰwan3	
皚	ŋaɪ̯3	
皟	t͡s̻ʰe̞7	
皣	j̟e̞7	
皪	ni̯e̞7	
皭	t͡ɕi̯o̞7	
皮	pʰi2	
皳	t͡ɕʰi̯əʊ̯2	
皴	t͡s̻ə̟n1	～裂或作（皸）裂
皴	t͡ɕy̑in1	
皵	t͡ɕʰi̯o̞7	
皵	t͡ɕʰi̯e̞7	
皸	t͡s̻ʰə̟n1	～裂或作（皴）裂
皺	t͡s̻o̞ŋ5	
皾	to̞7	
皿	mᵇin3	
盂	y̑i1	
盅	t͡s̻o̞ŋ1	
盆	pʰə̟n2	
盈	j̟in2	
益	j̟e̞7	
盋	po̞7	
盍	xo̞7	
盒	xo̞7	
盔	kʰwe̞ɪ̯1	
盛	t͡s̻ʰə̟n2	
盛	s̻ə̟n5	
盜	tɑʊ̯5	
盝	no̞7	
盞	t͡s̻an3	
盟	mᵇo̞ŋ2	
盡	t͡ɕin5	
盢	ɕi̯o̞7	
監	t͡ɕi̯e̞n1	
盤	pʰan2	
盦	o̞7	
盧	nu̜2	
目	mᵇo̞7	
盯	tin1	
盯	tin2	白讀
盱	ɕy̑i1	
盲	mᵇɑŋ2	
直	t͡s̻e̞7	
相	ɕi̯ɑŋ1	
相	ɕi̯ɑŋ5	
盼	pʰan5	
盾	tə̟n5	
盿	mᵇin2	
省	s̻ə̟n3	
省	ɕin3	
眇	mᵇi̯ɑʊ̯3	
眉	mᵇi2	
眉	mᵇe̞ɪ̯2	文讀
眊	mᵇɑʊ̯5	
看	kʰan1	
看	kʰan5	
眓	xo̞7	
眔	tʰa7	
眙	j̟i2	
眜	mᵇo̞7	
真	t͡s̻ə̟n1	
眠	mᵇi̯e̞n2	
眢	wan1	
眣	t͡s̻ʰe̞7	
眨	t͡s̻a7	
眩	ɕy̑e̞n2	最老派文讀
眩	ɕy̑e̞n5	
眯	mᵇi3	文讀如播糠眯目
眯	mᵇi1	
眲	ne̞7	
眵	t͡s̻ʰɹ̆ᶤ̞1	
眶	kʰwɑŋ1	
眷	t͡ɕy̑e̞n5	
眸	mᵇo̞ŋ2	
眺	tʰi̯ɑʊ̯5	
眼	j̟e̞n3	
眽	mᵇe̞7	
眾	t͡s̻o̞ŋ5	
睃	s̻ɔ2	
睌	mᵇi̯ɑ3	～起不干=拖延不干
睏	kʰwə̟n5	睡覺
睕	o̞7	
睖	nə̟n2	動詞表示瞪，瞟之意
睗	s̻e̞7	
睘	t͡ɕʰy̑in2	
睛	t͡ɕin1	
睜	t͡s̻ʰə̟n1	
睜	t͡s̻ə̟n1	
睡	s̻we̞ɪ̯5	
督	to̞7	
睥	pʰi5	
睦	mᵇo̞7	
睨	n̠ᶽi2	
睩	no̞7	
睫	t͡ɕi̯e̞7	
睬	t͡s̻ʰaɪ̯3	
睰	mᵇa7	
睾	kʰɑʊ̯1	
睿	z̻we̞ɪ̯5	
瞀	mᵇo̞7	
瞁	ɕi̯o̞7	
瞂	fa7	
瞄	mᵇi̯ɑʊ̯1	白讀動詞，表示快速掃視
瞄	mᵇi̯ɑʊ̯2	
瞊	tɑŋ5	瞙瞊：眼部殘疾者
瞎	ɕi̯a7	
瞐	mᵇo̞7	
瞖	j̟i5	
瞘	ŋəʊ̯1	
瞙	mᵇo̞7	瞙瞊：眼部殘疾者
瞞	mᵇan2	
瞟	pʰi̯ɑʊ̯3	白讀，作動詞
瞟	pʰi̯ɑʊ̯2	
瞥	pʰi̯e̞7	
瞧	t͡ɕʰi̯ɑʊ̯2	
瞨	pʰo̞7	
瞪	tə̟n5	
瞬	s̻o̞ŋ3	白讀，如：一～間
瞬	s̻wə̟n5	
瞭	ni̯ɑʊ̯2	
瞭	ni̯ɑʊ̯3	
瞰	kʰan5	
瞱	j̟e̞7	
瞲	ɕy̑e̞7	
瞳	tʰo̞ŋ2	
瞻	t͡s̻an1	
瞼	t͡ɕi̯e̞n3	
瞿	t͡ɕʰy̑i2	
矆	ɕi̯o̞7	
矇	mᵇo̞ŋ2	
矍	t͡ɕi̯o̞7	
矎	ɕy̑in5	
矐	xo̞7	
矗	t͡s̻ʰo̞7	
矚	t͡s̻o̞7	
矛	mᵇɑʊ̯2	
矜	t͡ɕin1	
矝	t͡ɕin1	
矞	j̟o̞7	
矟	s̻o̞7	
矠	t͡s̻e̞7	
矠	t͡s̻ʰe̞7	
矢	s̻ɹ̆ᶤ̞3	
矣	j̟i3	
知	t͡s̻ɹ̆ᶤ̞1	
矩	t͡ɕy̑i3	
矬	t͡s̻ʰɔ2	
短	twan3	
矮	ŋaɪ̯3	
矯	t͡ɕi̯ɑʊ̯3	
矱	j̟o̞7	
矱	xwe̞7	
石	s̻e̞7	
矹	ŋo̞7	
矺	ta7	
矺	tʰo̞7	
矺	t͡s̻e̞7	
矻	kʰo̞7	
砉	xwe̞7	
砉	ɕi̯o̞7	
砌	t͡ɕʰi5	
砎	kaɪ̯5	
砐	ŋo̞7	
砒	pʰe̞ɪ̯1	
研	n̠ᶽi̯e̞n1	
砘	tʰə̟n5	梯砍, 砍級, 梯级級, 台階
砝	fa7	
砟	t͡s̻a7	道砟
砡	j̟o̞7	
砧	t͡s̻ə̟n1	
砬	ni̯e̞7	
砰	pɑŋ2	擬聲詞
砰	pʰɑŋ2	又音作擬聲詞
砰	pʰɑŋ1	
砲	pʰɑʊ̯5	
砳	ne̞7	
砵	po̞7	
砸	t͡s̻ɑŋ2	白讀
砸	t͡s̻a7	
硅	kwe̞ɪ̯1	
硈	t͡ɕʰi̯a7	
硉	no̞7	
硌	no̞7	
硒	ɕi1	
硝	ɕi̯ɑʊ̯1	
硞	t͡ɕʰi̯o̞7	1.石聲。2.堅固
硞	kʰo̞7	[礐～]：水激石險峻不平的樣子
硞	kʰo̞7	[碌～]: 石不平的樣子
硤	ɕi̯a7	
硦	no̞7	
硩	t͡s̻ʰe̞7	
硩	tʰi̯e̞7	
硫	ni̯əʊ̯2	
硬	ŋə̟n5	
硯	n̠ᶽi̯e̞n5	
硺	t͡s̻o̞7	
碌	no̞7	
碎	t͡s̻ʰwe̞ɪ̯5	白讀，文讀1，作動詞。如：粉碎
碎	s̻we̞ɪ̯5	文讀，名詞。如：碎片
碏	t͡ɕʰi̯o̞7	
碑	pe̞ɪ̯1	
碕	t͡ɕʰi2	
碗	wan3	
碟	ti̯e̞7	
碡	to̞7	
碣	t͡ɕi̯e̞7	
碧	pi̯e̞7	
碩	s̻o̞7	
碩	s̻e̞7	通（石）
碪	t͡s̻ə̟n1	
碰	pʰɑŋ3	白讀，如：～著就⋯
碰	pʰo̞ŋ5	
確	t͡ɕʰi̯o̞7	
碻	t͡ɕʰi̯o̞7	
碼	mᵇɑ3	
碾	n̠ᶽi̯e̞n3	
磁	t͡s̻ʰɹ̆ᶤ̞2	
磂	ni̯əʊ̯2	
磆	xwa7	
磉	s̻ɑŋ3	
磍	ɕi̯a7	
磔	t͡s̻e̞7	
磕	kʰo̞7	
磚	t͡s̻wan1	
磟	no̞7	
磧	t͡ɕʰi̯e̞7	
磨	mᵇɔ2	
磨	mᵇɔ5	
磬	t͡ɕʰin5	
磭	t͡s̻ʰo̞7	
磭	j̟o̞7	
磶	ɕi̯e̞7	
磷	nin2	
磼	t͡s̻a7	
磿	ni̯e̞7	
礊	kʰe̞7	
礊	xwe̞7	
礍	t͡ɕi̯e̞7	
礎	t͡s̻ʰu̜3	
礏	ŋo̞7	
礐	t͡ɕʰi̯o̞7	
礐	xo̞7	
礐	xo̞7	玉石
礘	ŋo̞7	
礙	ŋaɪ̯5	
礡	pʰo̞7	
礣	mᵇa7	
礤	t͡s̻ʰa7	
礦	kʰwɑŋ5	
礪	ni5	
礫	ni̯e̞7	
礬	fan2	
示	s̻ɹ̆ᶤ̞5	
社	s̻e̞ɪ̯5	
礿	j̟o̞7	
祀	s̻ɹ̆ᶤ̞5	
祈	t͡ɕʰi3	
祉	t͡s̻ɹ̆ᶤ̞3	
祋	to̞7	
祏	s̻e̞7	
祐	j̟əʊ̯5	
祓	fo̞7	
祕	pe̞ɪ̯5	最老派
祕	mᵇi̯e̞7	
祖	t͡s̻u̜3	
祜	xu̜5	最老派文讀
祜	fʋ̩5	
祝	t͡s̻o̞7	
神	s̻ə̟n2	
祠	t͡s̻ʰɹ̆ᶤ̞2	
祥	ɕi̯ɑŋ2	
票	pʰi̯ɑʊ̯5	
祫	ɕi̯a7	
祭	t͡ɕi5	
祰	ko̞7	
祴	kaɪ̯1	
祿	no̞7	
禁	t͡ɕin5	
禃	t͡s̻e̞7	
禍	xɔ5	
福	fo̞7	
禚	t͡s̻o̞7	
禜	y̑in2	
禜	y̑in5	
禦	y̑i5	
禧	ɕi1	
禪	s̻an2	
禪	s̻an5	禪讓
禮	ni3	
禱	tɑʊ̯3	
禴	j̟o̞7	
禹	y̑i3	
禼	ɕi̯e̞7	
禽	t͡ɕʰin2	
禾	xɔ2	
禿	tʰo̞7	
秀	ɕi̯əʊ̯5	
私	s̻ɹ̆ᶤ̞1	
秄	t͡s̻ɹ̆ᶤ̞3	
秈	ɕi̯e̞n1	
秉	pin3	
秋	t͡ɕʰi̯əʊ̯1	
科	kʰɔ1	
秒	mᵇi̯ɑʊ̯3	
秕	pʰi3	
秘	pe̞ɪ̯5	最老派
秘	mᵇi̯e̞7	
秝	ni̯e̞7	
租	t͡s̻u̜1	
秣	mᵇo̞7	
秤	t͡s̻ʰə̟n5	
秦	t͡ɕʰin2	
秧	j̟ɑŋ1	
秨	t͡s̻o̞7	
秩	t͡s̻ʰe̞7	
秫	s̻o̞7	
秳	xo̞7	秳蔴
秷	t͡s̻e̞7	
秸	t͡ɕi̯e̞7	
移	j̟i2	
稀	ɕi1	
稄	t͡s̻e̞7	莊三
稅	s̻we̞ɪ̯5	
稈	kan3	
程	t͡s̻ʰə̟n2	
稍	s̻ɑʊ̯1	
稑	no̞7	
稗	paɪ̯5	
稙	t͡s̻e̞7	
稚	t͡s̻ɹ̆ᶤ̞5	
稜	nə̟n2	
稟	pin3	
稠	t͡s̻ʰəʊ̯2	
稡	t͡s̻o̞7	
稭	kaɪ̯1	
種	t͡s̻o̞ŋ3	
種	t͡s̻o̞ŋ5	
稱	t͡s̻ʰə̟n1	
稱	t͡s̻ʰə̟n5	
稶	j̟o̞7	
稷	t͡ɕi̯e̞7	
稸	ɕi̯o̞7	
稸	t͡s̻ʰo̞7	
稻	tɑʊ̯5	
稼	t͡ɕi̯ɑ5	
稽	t͡ɕʰi1	蘇稽
稽	t͡ɕi1	
稿	kɑʊ̯3	
穀	ko̞7	
穄	t͡ɕi5	
穆	mᵇo̞7	
穇	s̻an1	
穈	mᵇə̟n2	
穊	t͡ɕi5	
穋	no̞7	
積	t͡ɕi̯e̞7	
穎	j̟in3	
穕	t͡ɕʰi̯e̞7	
穗	xwe̞ɪ̯5	
穗	s̻we̞ɪ̯5	
穙	pʰo̞7	
穛	t͡s̻o̞7	
穡	s̻e̞7	生三
穢	xwe̞ɪ̯5	
穩	wə̟n3	
穫	xo̞7	收穫
穱	t͡s̻o̞7	
穲	ni2	
穴	ɕi̯e̞7	
穵	j̟a7	
穵	wa7	
究	t͡ɕi̯əʊ̯5	
穸	ɕi̯e̞7	
穹	t͡ɕʰi̯o̞ŋ2	
空	kʰo̞ŋ1	
空	kʰo̞ŋ5	
穿	t͡s̻ʰwan1	
突	tʰo̞7	
窄	t͡s̻e̞7	
窇	po̞7	
窈	j̟ɑʊ̯3	
窋	t͡s̻o̞7	
窒	t͡s̻e̞7	
窕	tʰi̯ɑʊ̯3	
窖	kɑʊ̯5	作動詞,或可表示（埋）之意
窗	t͡s̻ʰɑŋ1	
窘	t͡ɕy̑in3	
窟	kʰo̞7	
窠	kʰɔ3	
窡	t͡s̻wa7	
窣	s̻o̞7	
窨	j̟in5	
窩	ɔ1	
窪	wɑ1	
窫	j̟a7	
窮	t͡ɕʰi̯o̞ŋ2	
窯	j̟ɑʊ̯2	
窰	j̟ɑʊ̯2	
窸	ɕi̯e̞7	
窺	kʰwe̞ɪ̯1	
竁	t͡s̻ʰwe̞ɪ̯5	
竄	t͡s̻ʰwan5	
竅	t͡ɕʰi̯ɑʊ̯5	
竇	təʊ̯5	
竊	t͡ɕʰi̯e̞7	
立	ni̯e̞7	
站	t͡s̻an5	車站
竟	t͡ɕin5	
章	t͡s̻ɑŋ1	
竣	t͡ɕy̑in5	
童	tʰo̞ŋ2	
竦	s̻o̞ŋ3	
竭	t͡ɕi̯e̞7	
端	twan1	
競	t͡ɕin5	
竹	t͡s̻o̞7	
竺	t͡s̻o̞7	
竿	kan1	
笆	pɑ1	
笈	t͡ɕi̯e̞7	
笊	t͡s̻ɑʊ̯5	
笑	ɕi̯ɑʊ̯5	
笘	ti̯e̞7	
笙	s̻ə̟n1	
笚	ta7	
笚	ɕi̯a7	
笛	ti̯e̞7	
笝	na7	
笠	ni̯e̞7	
笢	mᵇin3	
笣	pɑʊ̯1	
符	fʋ̩2	
笧	t͡s̻ʰe̞7	
笨	pə̟n5	
笪	ta7	
第	ti5	
笮	t͡s̻o̞7	
笮	t͡s̻e̞7	
笰	fo̞7	
笿	no̞7	
筆	pi̯e̞7	
筈	kʰwe̞7	
等	tə̟n3	
筋	t͡ɕin1	
筌	t͡ɕʰy̑e̞n2	
筍	s̻ə̟n3	
筏	fa7	
筐	kʰwɑŋ1	
筒	tʰo̞ŋ2	
答	ta7	
答	te̞7	白讀，表示應答如：～應
策	t͡s̻ʰe̞7	
筠	t͡ɕy̑in1	地名如：～連
筨	xan2	
筰	t͡s̻o̞7	
筲	s̻ɑʊ̯1	
筴	t͡ɕi̯a7	
筵	j̟ɛɪ̯2	
筶	kɑʊ̯5	
筷	kʰwaɪ̯5	
箅	pi5	
箋	t͡ɕi̯e̞n1	
箍	kʰu̜1	
箏	t͡s̻ə̟n1	
箐	t͡ɕʰin1	
箑	s̻a7	
箔	po̞7	
算	s̻wan5	
箙	fo̞7	
箚	t͡s̻a7	
管	kwan3	
箢	y̑e̞n1	～箕：竹篾編成的畚箕
箤	t͡ɕi̯o̞7	
箬	z̻o̞7	粽箬
箭	t͡ɕi̯e̞n5	
箱	ɕi̯ɑŋ1	
箸	t͡s̻u̜5	筷子
箹	j̟o̞7	
箾	s̻o̞7	
箿	t͡ɕi̯e̞7	
節	t͡ɕi̯e̞7	
範	fan5	
篆	t͡s̻wan5	
篇	pʰi̯e̞n1	
築	t͡s̻o̞7	
篋	t͡ɕʰi̯e̞7	
篕	xo̞7	
篞	n̠ᶽi̯e̞7	
篡	t͡s̻ʰwan5	
篤	to̞7	
篥	ni̯e̞7	
篦	pi5	
篧	t͡s̻o̞7	
篩	s̻aɪ̯1	
篲	t͡s̻ʰwe̞ɪ̯3	形容詞，表不結實
篳	pi̯e̞7	
篴	ti̯e̞7	通（笛）
篴	t͡s̻o̞7	
篷	pʰo̞ŋ2	
篹	s̻wan3	
篼	tə̞ʊ̯1	
篾	mᵇi̯e̞7	
簀	t͡s̻e̞7	
簇	t͡ɕʰi̯o̞7	
簍	nəʊ̯3	
簎	t͡s̻ʰo̞7	
簎	t͡s̻ʰe̞7	初三
簎	t͡ɕi̯e̞7	
簏	no̞7	
簙	po̞7	
簡	t͡ɕi̯e̞n3	
簪	t͡s̻an1	
簫	ɕi̯ɑʊ̯1	
簬	nu̜5	
簶	no̞7	
簷	j̟e̞n2	
簸	pɔ3	
簸	pɔ5	
簽	t͡ɕʰi̯e̞n1	
簾	ni̯e̞n2	
簿	pu̜5	
簿	po̞7	
籃	nan2	
籊	tʰi̯e̞7	
籊	ti̯e̞7	
籋	n̠ᶽi̯e̞7	
籌	t͡s̻ʰəʊ̯2	
籍	t͡ɕi̯e̞7	
籗	kʰo̞7	
籙	no̞7	
籜	tʰo̞7	
籠	no̞ŋ2	
籤	t͡ɕʰi̯e̞n1	
籥	j̟o̞7	
籬	ni2	
籮	nɔ2	
籰	j̟o̞7	
籲	y̑i5	
米	mᵇi3	
籺	xe̞7	
籽	t͡s̻ɹ̆ᶤ̞3	～訾：表示身上隆起的小疙瘩
粉	fə̟n3	
粑	pɑ1	陰平表示糕點之意
粑	pɑ3	上聲作排泄物之意
粒	ni̯e̞7	
粕	pʰo̞7	
粖	mᵇi̯e̞7	
粖	mᵇo̞7	
粗	t͡s̻ʰu̜1	
粘	t͡s̻an1	
粘	n̠ᶽi̯e̞n2	
粘	n̠ᶽi̯ɑ1	白讀，俗字作（𪐀）
粟	ɕi̯o̞7	
粥	t͡s̻o̞7	
粦	nin2	
粰	fəʊ̯2	
粱	ni̯ɑŋ2	
粵	y̑e̞7	
粹	t͡s̻ʰwe̞ɪ̯5	
糉	t͡s̻o̞ŋ5	
精	t͡ɕin1	
糅	z̻əʊ̯2	
糆	mᵇi̯e̞n5	1.表示液體（等）濃綢2.也指人做事拖沓，慢，不果斷
糌	t͡s̻an1	
糍	t͡s̻ʰɹ̆ᶤ̞2	
糏	ɕi̯e̞7	
糓	ko̞7	
糕	kɑʊ̯1	
糖	tʰɑŋ2	
糙	t͡s̻ʰɑʊ̯5	
糜	mᵇi2	
糜	mᵇe̞ɪ̯2	白讀
糝	s̻a7	
糞	fə̟n5	
糟	t͡s̻ɑʊ̯1	
糠	kʰɑŋ1	
糧	ni̯ɑŋ2	
糪	pe̞7	
糪	pʰe̞7	
糯	nɔ5	糯米
糱	n̠ᶽi̯e̞7	
糲	ni̯e̞7	糲米飯
糳	t͡s̻o̞7	
糴	ti̯e̞7	
糶	tʰi̯ɑʊ̯5	
系	t͡ɕi5	
系	ɕi5	
糾	t͡ɕi̯əʊ̯1	
紀	t͡ɕi3	白讀，如：年～紀紀律
紀	t͡ɕi5	文讀如紀錄片紀元世紀
紂	t͡s̻əʊ̯5	
約	j̟o̞7	
紅	xo̞ŋ2	
紇	xe̞7	回紇
紈	wan2	
紉	z̻ə̟n3	
紉	z̻ə̟n5	又音
紋	wə̟n2	
納	na7	
紐	n̠ᶽi̯əʊ̯3	
純	s̻wə̟n2	
紕	pʰi5	
紗	s̻ɑ1	
紙	t͡s̻ɹ̆ᶤ̞3	
級	t͡ɕi̯e̞7	
紛	fə̟n1	
紜	y̑in2	
素	s̻u̜5	
紡	fɑŋ3	
索	s̻o̞7	
紩	t͡s̻ʰe̞7	
紫	t͡s̻ɹ̆ᶤ̞3	
紮	t͡s̻a7	
累	nwe̞ɪ̯3	積～,～計
累	nwe̞ɪ̯5	
細	ɕi5	
紱	fo̞7	
紹	s̻ɑʊ̯5	
紺	kan5	
紼	fo̞7	
絀	t͡s̻o̞7	
終	t͡s̻o̞ŋ1	
組	t͡s̻u̜3	
絅	t͡ɕy̑in1	
絅	t͡ɕy̑in3	
絆	pan5	
結	t͡ɕi̯e̞7	
絕	t͡ɕy̑e̞7	
絜	ɕi̯e̞7	
絜	t͡ɕi̯e̞7	
絞	t͡ɕi̯ɑʊ̯3	
絟	t͡ɕʰy̑e̞7	
絡	no̞7	
絥	fo̞7	
給	kə̟n1	白讀
給	t͡ɕi̯e̞7	文讀
絨	z̻o̞ŋ2	
絬	ɕi̯e̞7	
絭	t͡ɕi̯o̞7	
絮	s̻we̞ɪ̯5	
絰	ti̯e̞7	
統	tʰo̞ŋ3	
絲	s̻ɹ̆ᶤ̞1	
絹	t͡ɕy̑e̞n1	
綁	pɑŋ3	
綌	t͡ɕʰi̯e̞7	
綍	fo̞7	
綏	ɕy̑i1	
經	t͡ɕin1	
綛	z̻ə̟n3	
綟	ni̯e̞7	
綠	no̞7	
綢	t͡s̻ʰəʊ̯2	
綦	t͡ɕʰi2	
維	we̞ɪ̯2	
綱	kɑŋ1	
網	wɑŋ3	
綴	t͡s̻we̞7	
綵	t͡s̻ʰaɪ̯3	
綸	nə̟n1	白讀，表示用手搓
綸	nə̟n2	
綺	t͡ɕʰi3	
綻	t͡s̻an5	
綼	pi̯e̞7	
綽	t͡s̻ʰo̞7	
綾	nin2	
綿	mᵇi̯e̞n2	
緁	t͡ɕʰi̯e̞7	
緆	ɕi̯e̞7	
緇	t͡s̻ɹ̆ᶤ̞1	
緊	t͡ɕin3	
緌	z̻we̞ɪ̯2	
緎	j̟o̞7	
緎	ɕi̯o̞7	
緖	ɕy̑i5	
緙	kʰe̞7	
線	ɕi̯e̞n5	
緝	t͡ɕʰi̯e̞7	一種縫紉方法，一針連著一針密密地縫
緝	t͡ɕi̯e̞7	
緞	twan5	
緡	mᵇin2	
緣	y̑e̞n2	
緤	ɕi̯e̞7	
緥	pɑʊ̯3	
編	pi̯e̞n1	
緩	xwan3	
緬	mᵇi̯e̞n3	
緯	we̞ɪ̯3	
練	ni̯e̞n5	
縈	y̑in2	
縊	j̟i5	
縌	n̠ᶽi̯e̞7	
縎	ko̞7	
縐	t͡s̻o̞ŋ5	
縒	t͡s̻ʰo̞7	
縖	ɕi̯a7	
縛	po̞7	
縝	t͡s̻ə̟n3	
縞	kɑʊ̯3	
縟	z̻o̞7	
縠	xo̞7	
縣	ɕi̯e̞n5	
縪	pi̯e̞7	
縫	fo̞ŋ2	
縫	fo̞ŋ5	
縬	t͡ɕi̯o̞7	
縮	s̻o̞7	
縱	t͡s̻o̞ŋ5	
縴	t͡ɕʰi̯e̞n1	
縶	t͡s̻e̞7	
縷	nwe̞ɪ̯3	
縷	nəʊ̯3	
總	t͡s̻o̞ŋ3	
績	t͡ɕi̯e̞7	
縿	s̻an1	
繁	fan2	
繂	no̞7	
繃	pə̟n1	白讀，表示（褲腰帶等）約束過緊。如：～爛了
繃	po̞ŋ1	文讀
繈	t͡ɕʰi̯ɑŋ3	
繫	t͡ɕi5	
繓	t͡s̻o̞7	一撮
織	t͡s̻e̞7	
繘	t͡ɕi̯o̞7	
繘	j̟o̞7	
繚	ni̯ɑʊ̯2	
繛	t͡s̻ʰo̞7	
繞	z̻ɑʊ̯3	
繞	z̻ɑʊ̯5	
