#漢字	音標	解釋
㐴	pʰɐ̞n1	
樂	jɔ7	
樋	tʰɔŋ1	
樍	t͡ɕi̯e7	
樎	swɛ7	
樒	mᵇi̯e7	
樓	nɜ̟ʊ̯2	
樕	swɛ7	
標	pi̯ɑʊ̯1	
樚	nwɛ7	
樞	su1	
樟	t͡sɑŋ1	
模	mᵇu2	
樣	jɑŋ5	
樧	sɑ7	
樴	t͡se7	
樵	t͡ɕʰi̯ɑʊ̯2	
樹	su5	
樺	xwɑ2	
樾	ɥɛ7	
橃	fɑ7	
橄	kɐ̞n3	橄欖
橋	t͡ɕʰi̯ɑʊ̯2	
橐	tʰɔ7	
橘	t͡ɕy̑ɛ7	
橙	t͡sʰɛn2	
橚	ɕy̑ɛ7	
橛	t͡ɕy̑ɛ7	
橜	t͡ɕy̑ɛ7	
機	t͡ɕi1	
橢	tʰɔ3	
橫	xwɐ̞n2	白讀
橫	xwɛn2	
檀	tʰɐ̞n2	
檍	je7	
檗	pɐ̟7	
檝	t͡ɕi̯e7	
檡	t͡sʰɐ̟7	
檢	t͡ɕi̯ɐ̟n3	
檳	pin1	
檴	xɔ7	
檾	t͡ɕʰy̑in3	
櫃	kwɛ̝ɪ̯5	
櫍	t͡se7	
櫓	nu3	
櫛	t͡se7	
櫝	twɛ7	
櫟	ni̯e7	
櫡	t͡sɔ7	
櫪	ni̯e7	
櫭	t͡ɕi̯e7	
櫱	n̠ʲi̯e7	
櫻	ŋɛn1	
櫻	jin1	文讀，如：～花
欂	pɔ7	
欂	pɐ̟7	
欄	nɐ̞n2	
欇	sɐ̟7	
權	t͡ɕʰy̑ɐ̟n2	
欒	nwɐ̞n2	
欖	nɐ̞n3	
欘	t͡swɛ7	
欘	swɛ7	
欚	ni3	
欛	pɑ5	
欝	ɥɛ7	
欠	t͡ɕʰi̯ɐ̟n5	
次	t͡sʰɹe̠ᶦ5	
欣	ɕin1	
欥	je7	
欥	ɥɛ7	
欪	ɕi̯e7	
欪	t͡sʰwɛ7	
欮	t͡ɕy̑ɛ7	
欯	ɕi̯e7	
欰	ɕy̑ɛ7	
欱	xɔ7	
欲	ɥɛ7	
欵	kʰwɐ̞n3	
欶	sɔ7	
欺	t͡ɕʰi1	
欻	ɕy̑ɛ7	
欽	t͡ɕʰin1	
款	kʰwɐ̞n3	
歁	kʰɔ7	
歃	sɑ7	
歇	ɕi̯e7	
歉	t͡ɕʰi̯ɐ̟n5	
歊	ɕi̯ɑʊ̯1	
歌	kɔ1	
歐	ŋɜ̟ʊ̯1	
歒	ti̯e7	
歘	ɕy̑ɛ7	
歙	sɐ̟7	
歙	ɕi̯e7	
歜	t͡sʰwɛ7	
歠	t͡sʰwɛ7	
歡	xɔ1	白讀2,如:吃～皮,表示撿便宜
歡	xwɐ̞ɪ̯1	
歡	xwɐ̞n1	
止	t͡sɹe̠ᶦ3	
正	t͡sɛn1	
正	t͡sɛn5	
此	t͡sʰɹe̠ᶦ3	
步	pu5	
武	v̩3	
歪	wɐ̞ɪ̯1	
歰	sɐ̟7	生三
歲	swɛ̝ɪ̯5	歲大：過輩，老了
歷	ni̯e7	
歸	kwɛ̝ɪ̯1	
歹	tɐ̞ɪ̯3	
歺	ŋɔ7	
死	sɹe̠ᶦ3	
歾	mᵇɔ7	
歿	mᵇɔ7	
殁	mᵇɔ7	
殃	jɑŋ1	
殆	tɐ̞ɪ̯5	
殈	ɕy̑ɛ7	
殉	ɕy̑in5	
殊	su1	
殍	pʰi̯ɑʊ̯3	
殐	swɛ7	
殕	ŋɐ̟7	
殖	t͡se7	
殗	je7	
殘	t͡sʰɐ̞n2	
殛	t͡ɕi̯e7	
殜	ti̯e7	
殝	t͡sɛn1	
殞	ɥin3	
殟	ɥin1	品嘗（酒等）
殟	wɛ7	
殤	sɑŋ1	
殧	t͡ɕy̑ɛ7	
殩	t͡sʰwɐ̞n5	
殮	ni̯ɐ̟n5	
殯	pin1	
殰	twɛ7	
殲	t͡ɕʰi̯ɐ̟n1	
段	twɐ̞n5	
殷	jin1	
殺	sɑ7	
殼	t͡ɕʰi̯ɔ7	地殼，殼牌
殿	ti̯ɐ̟n5	
毀	xwɛ̝ɪ̯3	
毃	t͡ɕʰi̯ɔ7	
毅	ni5	
毆	ŋɜ̟ʊ̯1	
毋	v̩2	
母	mᵇu3	
每	mᵇɛ̝ɪ̯3	
毒	twɛ7	
毓	ɥɛ7	
比	pi3	
毗	pʰi2	
毘	pʰi2	
毛	mᵇɑʊ̯2	
毣	mᵇe7	
毫	xɑʊ̯2	
毯	tʰɐ̞n3	
毱	t͡ɕy̑ɛ7	
毳	t͡sʰwɛ̝ɪ̯5	
毼	xɔ7	
毾	tʰɑ7	
氂	ni2	
氈	t͡sɐ̞n1	
氏	sɹe̠ᶦ5	
民	mᵇin2	
氒	t͡ɕy̑ɛ7	
氓	mᵇɑŋ2	
氟	fe7	
氣	t͡ɕʰi5	
氦	xɐ̞ɪ̯5	
氪	kʰɐ̟7	
氯	nwɛ7	
水	swɛ̝ɪ̯3	
氷	pin1	
永	ɥin3	
汀	tʰin1	
汁	t͡se7	
求	t͡ɕʰi̯ɜ̟ʊ̯2	
汃	pʰɑ7	
汊	t͡sʰɑ5	
汋	sɔ7	
汏	tʰɑ7	
汐	ɕi̯e7	
汓	ɕi̯ɜ̟ʊ̯2	形容詞，表示臉皮厚，粘人
汔	t͡ɕʰi̯e7	
汗	xɐ̞n5	
汙	v̩1	
汝	zu3	
汞	kɔŋ3	
江	t͡ɕi̯ɑŋ1	
池	t͡sʰɹe̠ᶦ2	
汨	mᵇi̯e7	
汩	ɥɛ7	
汪	wɑŋ1	
汭	zwɛ̝ɪ̯5	
汲	t͡ɕi̯e7	
汴	pi̯ɐ̟n5	
決	t͡ɕy̑ɛ7	
汽	t͡ɕʰi5	
沂	ji2	
沃	ɔ7	
沅	ɥɐ̟n2	
沆	xɑŋ2	理論讀音，實際多讀去聲
沆	xɑŋ5	
沉	t͡sʰɛn2	
沌	tʰɛn2	
沌	tɛn5	
沏	t͡ɕʰi̯e7	
沐	mᵇe7	
沑	nwɛ7	
沒	mᵇɔ7	
沓	tʰɑ7	
沕	mᵇi5	扎入水中埋頭猛進.打～子:潜泳 ～起腦殼整:潜水專攻某事.俗字可作(㴹)
沕	wɛ7	
沖	t͡sʰɔŋ1	
沙	sɑ1	
沛	pʰɛ̝ɪ̯5	
沞	t͡sɑ7	
沫	mᵇɔ7	
沭	swɛ7	
沰	tʰɔ7	
河	xɔ2	
沸	fɛ̝ɪ̯5	
油	jɜ̟ʊ̯2	
沺	tʰi̯ɐ̟n2	
治	t͡sɹe̠ᶦ5	
沼	t͡sɑʊ̯1	
沾	t͡sɐ̞n1	
沿	ɥɐ̟n2	
況	kʰwɑŋ5	
泄	ɕi5	
泅	ɕi̯ɜ̟ʊ̯2	最老派
泆	je7	
泉	t͡ɕʰy̑ɐ̟n2	
泊	pʰɐ̟7	
泌	mᵇi̯e7	
泎	t͡sɐ̟7	
泏	t͡swɛ7	
泐	nɐ̟7	
泔	kɐ̞n1	
法	fɑ7	
泖	mᵇɑʊ̯3	
泛	fɐ̞n5	
泡	pʰɑʊ̯1	燈～
泡	pʰɑʊ̯5	
波	pɔ1	
泣	ɕi̯e7	
泥	n̠ʲi2	
泦	t͡ɕy̑ɛ7	
泧	ɥɛ7	
泧	ɕy̑ɛ7	
注	t͡su5	
泬	ɕy̑ɛ7	
泯	mᵇin3	
泰	tʰɐ̞ɪ̯5	
泳	ɥin5	
泵	pɔŋ5	
泵	pɑŋ5	
泹	tɐ̞n3	1:～水，表示一種鹵水，用於點豆花。2.作動詞，表示用開水或鹽水短暫浸泡
洋	jɑŋ2	
洌	ni̯e7	
洎	t͡ɕi5	
洑	fe7	
洓	t͡ɕʰi̯e7	
洗	ɕi3	
洛	nɔ7	
洞	tɔŋ5	
津	t͡ɕin1	
洦	pʰɐ̟7	
洧	wɛ̝ɪ̯3	
洪	xɔŋ2	
洫	ɕy̑ɛ7	
洮	jɑʊ̯2	
洱	ɭᵉ3	
洲	t͡sɜ̟ʊ̯1	
活	xɔ7	
洽	t͡ɕʰi̯ɑ7	
派	pʰɐ̞ɪ̯5	
流	ni̯ɜ̟ʊ̯2	
浖	nɐ̟7	
浙	t͡sɐ̟7	
浚	t͡ɕy̑in5	
浜	pɑŋ1	
浞	t͡sɔ7	
浡	pɔ7	
浣	kʰwɐ̞n3	
浥	je7	
浦	pʰu3	
浩	xɑʊ̯5	
浪	nɑŋ5	
浮	fv̩2	
浮	fɜ̟ʊ̯2	最老派文讀
浴	ɥɛ7	洗浴：洗澡
海	xɐ̞ɪ̯3	
浸	t͡ɕʰin5	
浹	t͡ɕi̯ɑ7	
浺	t͡sʰɔŋ1	
浽	ɕy1	動詞泛指噴撒液體或火花一類東西
涅	n̠ʲi̯e7	
消	ɕi̯ɑʊ̯1	
涉	sɐ̟7	
涎	ɕi̯ɐ̟n2	
涑	swɛ7	
涓	t͡ɕy̑ɐ̟n1	
涕	tʰi5	
涮	swɐ̞n5	
涯	ŋɐ̞ɪ̯2	
液	ji5	
涸	xɔ7	
涼	ni̯ɑŋ2	
涾	tʰɑ7	
涿	t͡sɔ7	
淁	t͡ɕʰi̯e7	
淂	tɐ̟7	
淄	t͡sɹe̠ᶦ1	
淅	ɕi̯e7	
淆	ɕi̯ɑʊ̯2	
淈	kwɛ7	
淋	nin2	
淐	t͡sʰɑŋ1	表示水噴涌而出
淑	swɛ7	
淒	t͡ɕʰi1	
淔	t͡sʰe7	水名
淕	nwɛ7	
淚	nwɛ̝ɪ̯5	
淝	fɛ̝ɪ̯2	
淡	tɐ̞n5	
淢	ɥɛ7	
淢	ɕy̑ɛ7	
淤	jy1	
淥	nwɛ7	
淦	kɐ̞n5	
淧	mᵇi̯e7	
淨	t͡ɕin5	
淩	nin2	
淪	nɛn2	
淫	jin2	
淬	t͡sʰwɛ̝ɪ̯5	
淮	xwɐ̞ɪ̯2	
淯	ɥɛ7	
深	sɛn1	
淳	swɛn2	
淴	wɛ7	
淵	ɥɐ̟n1	
混	xwɛn5	
淹	ŋɐ̞n1	
淹	jɐ̟n1	
淺	t͡ɕʰi̯ɐ̟n3	
添	tʰi̯ɐ̟n1	
淼	mᵇi̯ɑʊ̯3	
清	t͡ɕʰin1	
澀	sɐ̟7	
溪	t͡ɕʰi1	
減	t͡ɕi̯ɐ̟n3	
渠	t͡ɕʰy2	
渡	tu5	
渣	t͡sɑ1	
渤	pɔ7	
渥	ɔ7	
渧	ti5	滴也
渫	ɕi̯e7	
測	t͡sʰɐ̟7	
港	kɑŋ3	
渴	kʰɔ7	
渺	mᵇi̯ɑʊ̯3	
渽	t͡sɐ̞ɪ̯1	
渾	xwɛn2	
渾	kʰwɛn2	白讀，表示一整個的意思
湀	t͡ɕʰy̑ɛ7	
湁	t͡sʰe7	
湂	ŋɔ7	
湆	t͡ɕʰi̯e7	
湊	tɜ̟ʊ̯5	白讀，作動詞
湊	t͡sʰɜ̟ʊ̯5	
湍	tʰwɐ̞n1	
湐	pɐ̟7	
湒	t͡ɕi̯e7	
湖	fv̩2	
湘	ɕi̯ɑŋ1	
湜	t͡se7	
湢	pi̯e7	
湧	jɔŋ3	
湨	t͡ɕy̑ɛ7	
湯	tʰɑŋ1	
湱	xwɛ7	
湲	ɥɐ̟n2	
湽	t͡sɹe̠ᶦ1	
溂	nɑ7	
溉	kʰɐ̞ɪ̯5	
源	ɥɐ̟n2	
溔	jɑʊ̯3	
準	t͡swɛn3	
溗	sɛn2	
溘	kʰɔ7	
溜	ni̯ɜ̟ʊ̯1	
溜	ni̯ɜ̟ʊ̯5	
溝	kɜ̟ʊ̯1	
溢	je7	
溥	pʰu3	溥儀
溥	pɔ7	水名
溦	wɛ̝ɪ̯2	
溧	ni̯e7	
溪	t͡ɕʰi1	
溫	wɛn1	
溭	t͡sɐ̟7	
溶	jɔŋ2	
溹	sɔ7	
溺	n̠ʲi̯e7	
溼	se7	
溽	zwɛ7	
滀	t͡sʰwɛ7	
滂	pʰɑŋ2	
滃	ɔŋ5	沉沒於溶液或水中
滅	mᵇi̯e7	
滆	xɐ̟7	
滇	ti̯ɐ̟n1	
滈	ɕi̯ɔ7	
滋	t͡sɹe̠ᶦ1	
滌	ti̯e7	
滎	ɥin2	
滐	t͡ɕi̯e7	
滑	xwɑ7	
滔	tʰɑʊ̯1	罵，也作（謟）（𰵽）（弢）通常講（日～）
滔	tʰɑʊ̯1	
滬	fv̩5	
滭	pi̯e7	
滯	t͡sʰɹe̠ᶦ5	最老派
滯	t͡sɹe̠ᶦ5	
滲	sɛn5	
滴	ti̯e7	
滵	mᵇi̯e7	
滸	fv̩3	
滾	kwɛn3	
滿	mᵇɐ̞n3	
滿	mᵇɛn3	白讀
漁	jy2	
漂	pʰi̯ɑʊ̯1	
漂	pʰi̯ɑʊ̯5	
漆	t͡ɕʰi̯e7	
漉	nwɛ7	
漍	kwɛ7	
漏	nɜ̟ʊ̯5	
漐	t͡sʰe7	
漑	kʰɐ̞ɪ̯5	
漓	ni2	
演	jɐ̟n3	
漚	ŋɜ̟ʊ̯1	
漚	ŋɜ̟ʊ̯5	
漞	mᵇi̯e7	
漠	mᵇɔ7	
漢	xɐ̞n5	
漤	nɐ̞n3	作動詞，表示用鹽漬，以利於保存。又作（灠)（𰜐)
漫	mᵇɐ̞n5	
漬	t͡sɹe̠ᶦ5	
漯	tʰɑ7	
漱	su5	
漲	t͡sɑŋ3	
漳	t͡sɑŋ1	
漷	kʰɔ7	水名在魯又許虢切
漷	xwɛ7	
漸	t͡ɕi̯ɐ̟n5	
漿	t͡ɕi̯ɑŋ1	
潄	su5	
潎	pʰi̯e7	
潏	t͡ɕy̑ɛ7	
潑	pɔ7	活潑
潑	pʰɔ7	潑水
潔	t͡ɕi̯e7	
潗	t͡ɕi̯e7	
潘	pʰɐ̞n1	
潚	ɕy̑ɛ7	
潛	t͡ɕʰi̯ɐ̟n2	
潝	ɕi̯e7	
潞	nu5	
潟	ɕi̯e7	
潤	zwɛn5	
潦	ni̯ɑʊ̯2	
潩	je7	
潪	t͡se7	
潭	tʰɐ̞n2	
潮	t͡sʰɑʊ̯2	
潯	ɕy̑in2	
潰	kʰwɛ̝ɪ̯5	
潲	sɑʊ̯5	
潶	xɐ̟7	
潷	pi̯e7	
潸	sɐ̞n1	
潺	t͡sʰɐ̞n2	
澀	sɐ̟7	生三
澁	sɐ̟7	生三
澄	t͡sʰɛn2	
澄	t͡sɛn5	動詞.～清：把～變清澈
澆	t͡ɕi̯ɑʊ̯1	
澇	nɑʊ̯2	
澈	t͡sʰɐ̟7	
澓	fe7	
澗	t͡ɕi̯ɐ̟n5	
澠	mᵇi̯ɐ̟n3	
澠	sɛn2	
澡	t͡sɑʊ̯3	
澤	t͡sʰɐ̟7	
澧	ni3	
澩	t͡sɔ7	
澩	ɕi̯ɔ7	
澲	n̠ʲi̯e7	
澶	tɐ̞n5	
澶	sɐ̞n2	
澺	je7	
澼	pʰi̯e7	
澾	tʰɑ7	
激	t͡ɕi̯e7	
濁	t͡sʰɔ7	
濃	nɔŋ2	
濇	sɐ̟7	生三
濇	sɐ̟7	
濈	t͡sɐ̟7	莊三
濊	xɔ7	水聲
濋	t͡sʰu3	
濌	tʰɑ7	
濏	sɐ̟7	
濕	se7	
濗	mᵇi̯e7	
濙	ɥin2	
濙	ɥin3	
濞	pʰi5	
濟	t͡ɕi5	
濤	tʰɑʊ̯1	文讀音，主要用作人名
濤	tʰɑʊ̯2	
濩	xɔ7	
濫	nɐ̞n5	
濮	pʰe7	
濯	t͡sɔ7	
濲	kwɛ7	
濴	ɥin2	
濺	t͡ɕi̯ɐ̟n5	
濼	pʰɔ7	
濼	nɔ7	
濾	nwɛ̝ɪ̯5	
瀄	t͡se7	
瀅	ɥin2	
瀆	twɛ7	
瀉	ɕi5	
瀋	sɛn3	
瀎	mᵇi̯e7	
瀏	ni̯ɜ̟ʊ̯2	
瀑	pʰe7	
瀖	xɔ7	
瀝	ni̯e7	
瀣	ɕi̯ɐ̞ɪ̯5	
瀥	ɕi̯ɔ7	
瀨	nɐ̞ɪ̯5	
瀷	je7	
瀹	jɔ7	
瀾	nɐ̞n2	
灂	t͡sɔ7	
灄	sɐ̟7	
灋	fɑ7	
灌	kwɐ̞n5	
灑	sɑ3	
灑	sɑ1	
灕	ni2	
灘	tʰɐ̞n1	
灝	xɑʊ̯5	
灠	nɐ̞n3	作動詞，表示用鹽漬，以利於保存。又作（漤)（𰜐)
灣	wɐ̞n1	
灤	nwɐ̞n2	
灨	kɐ̞n5	
灪	ɥɛ7	
火	xɔ3	
灰	xwɛ̝ɪ̯1	
灶	t͡sɑʊ̯5	
灸	t͡ɕi̯ɜ̟ʊ̯1	
灼	t͡sɔ7	
災	t͡sɐ̞ɪ̯1	
炅	t͡ɕy̑in3	
炈	ɥɛ7	
炊	t͡sʰwɛ̝ɪ̯1	
炎	jɐ̟n1	
炒	t͡sʰɑʊ̯3	
炔	t͡ɕʰy̑ɛ7	
炕	kʰɑŋ5	
炘	ɕin1	
炙	t͡sɹe̠ᶦ5	
炙	t͡se7	理論讀音，實際讀麻韻
炟	tɑ7	
炠	ɕi̯ɑ7	
炢	t͡swɛ7	
炥	fe7	
炦	pʰɑ7	
炪	t͡swɛ7	
炪	t͡sʰwɛ7	
炭	tʰɐ̞n5	
炮	pʰɑʊ̯5	
炯	t͡ɕy̑in3	
炳	pin3	
炸	t͡sɑ5	
爲	wɛ̝ɪ̯2	
爲	wɛ̝ɪ̯5	
烈	ni̯e7	
烊	jɑŋ2	
烏	v̩1	
烑	jɑʊ̯2	
烒	se7	
烕	ɕy̑ɛ7	
烖	t͡sɐ̞ɪ̯1	
烘	xɔŋ1	
烙	nɔ7	
烚	ɕi̯ɑ7	
烤	kʰɑʊ̯3	
烰	fɜ̟ʊ̯2	
烹	pʰɛn1	
烼	ɕy̑ɛ7	
烾	t͡sʰe7	
焀	xwɛ7	
焃	xwɛ7	
焅	kʰwɛ7	
焆	je7	
焆	ɥɛ7	
焇	ɕi̯ɑʊ̯1	
焈	ɕi1	
焉	jɐ̟n1	
焌	t͡ɕʰy̑ɛ7	
焎	ɕi̯e7	
焚	fɛn2	
焞	tɛn1	
焞	swɛn2	
焟	ɕi̯e7	
無	v̩2	
焥	ɔ7	
焦	t͡ɕi̯ɑʊ̯1	
焫	zwɛ7	
焭	t͡ɕʰy̑in2	
焯	t͡sɔ7	明顯，明白
焯	t͡sʰɔ7	焯水
焰	jɐ̟n5	
焱	ɕy̑ɛ7	
焲	je7	
焴	ɥɛ7	
然	zɐ̞n2	
煉	ni̯ɐ̟n5	
煍	t͡ɕʰi̯ɜ̟ʊ̯1	表示煙霧繚繞，熏的樣子
煎	t͡ɕi̯ɐ̟n1	
煙	jɐ̟n1	
煚	t͡ɕy̑in3	
煛	t͡ɕy̑in3	
煜	ɥɛ7	
煞	sɑ7	
煠	t͡sɑ7	
煠	je7	
煢	t͡ɕʰy̑in2	
煥	xwɐ̞n5	
煦	ɕy5	
照	t͡sɑʊ̯5	
煨	wɛ̝ɪ̯1	
煩	fɐ̞n2	
煬	jɑŋ2	
煮	t͡su3	
煵	nɐ̞n2	
煽	sɐ̞n1	～風點火
煽	sɐ̞n5	
熁	ɕi̯e7	
熄	ɕi̯e7	
熆	xɔ7	
熇	xɔ7	
熊	ɕi̯ɔŋ2	
熏	ɕy̑in1	
熒	ɥin2	
熔	jɔŋ2	
熗	t͡ɕʰi̯ɑŋ5	
熘	ni̯ɜ̟ʊ̯2	
熙	ɕi1	
熚	pi̯e7	
熝	nwɛ7	
熟	swɛ7	
熠	je7	
熨	ɥin5	
熬	ŋɑʊ̯2	
熭	ɥɛ7	
熱	zɐ̟7	
熲	t͡ɕy̑in3	
熵	sɑŋ1	
熻	ɕi̯e7	
熼	je7	
燁	je7	
燃	zɐ̞n2	
燈	tɛn1	
燉	tɛn5	
燊	sɛn1	
燋	t͡ɕi̯ɑʊ̯1	
燎	ni̯ɑʊ̯2	
燎	ni̯ɑʊ̯3	
燏	ɥɛ7	
燐	nin2	
燒	sɑʊ̯1	
燕	jɐ̟n1	地名
燕	jɐ̟n5	
燙	tʰɑŋ5	
燚	je7	
營	ɥin2	
燡	je7	
燥	t͡sʰɑʊ̯5	
燦	t͡sʰɐ̞n5	
燩	t͡ɕʰi̯e7	
燭	t͡swɛ7	
燮	ɕi̯e7	
燹	ɕi̯ɐ̟n3	
爀	xɐ̟7	
爃	ɥin2	
爆	pɑʊ̯5	
爇	zwɛ7	
爊	ŋɑʊ̯1	油鏖
爊	ŋɑʊ̯1	
爍	sɔ7	
爐	nu2	
爕	ɕi̯e7	
爗	je7	
爚	jɔ7	
爛	nɐ̞n5	
爝	t͡ɕi̯ɔ7	
爨	t͡sʰwɐ̞n5	
爩	ɥɛ7	
爪	t͡sɑʊ̯3	
爪	t͡swɑ3	白讀，表示手腳僵硬。如：爪起個手
爬	pɑ1	白讀
爬	pʰɑ2	
爭	t͡sɛn1	
爯	t͡sʰɛn1	
爰	ɥɐ̟n2	
爵	t͡ɕi̯ɔ7	
父	fv̩5	
爸	pɑ2	
爹	ti1	
爺	ji2	
爻	ɕi̯ɑʊ̯2	
爽	swɑŋ3	又音
爾	ɭᵉ3	
牀	t͡sʰwɑŋ2	
牃	ti̯e7	
牄	t͡ɕʰi̯ɑŋ1	
牆	t͡ɕʰi̯ɑŋ2	
片	pʰi̯ɐ̟n5	
版	pɐ̞n3	
牌	pʰɐ̞ɪ̯2	
牏	jy2	
牐	t͡sɑ7	
牒	ti̯e7	
牘	twɛ7	
牙	jɑ2	
牛	n̠ʲi̯ɜ̟ʊ̯2	
牝	pin5	
牟	mᵇu2	
牡	mᵇɑʊ̯3	
牢	nɑʊ̯2	
牧	mᵇe7	
物	wɛ7	
牯	ku3	1.表示公牛。2.形容人犟，固執
牲	sɛn1	
特	tʰɐ̟7	
牽	t͡ɕʰi̯ɐ̟n1	
牿	kwɛ7	
犀	ɕi1	
犁	ni2	
犆	t͡se7	
犍	t͡ɕʰi̯ɐ̟n2	～為縣地名在川西
犍	t͡ɕi̯ɐ̟n5	
犑	t͡ɕy̑ɛ7	
犒	kʰɑʊ̯5	
犖	nɔ7	
犛	ni2	
犛	mᵇɑʊ̯2	～牛
犟	t͡ɕi̯ɑŋ5	
犢	twɛ7	
犣	ni̯e7	
犦	pɔ7	
犧	ɕi1	
犬	t͡ɕʰy̑ɐ̟n3	
犮	pʰɑ7	
犯	fɐ̞n5	
犳	t͡sɔ7	
犺	kʰɑŋ5	
狀	t͡swɑŋ5	
狂	kʰwɑŋ2	
狃	n̠ʲi̯ɜ̟ʊ̯5	動
狄	ti̯e7	
狊	t͡ɕy̑ɛ7	
狎	ɕi̯ɑ7	
狐	fv̩2	
狒	fɛ̝ɪ̯5	
狗	kɜ̟ʊ̯3	
狘	ɕy̑ɛ7	
狚	tɑ7	
狠	xɛn3	
狡	t͡ɕi̯ɑʊ̯2	白讀，口齒伶俐，說話厲害
狡	t͡ɕi̯ɑʊ̯3	
狢	xɔ7	
狤	t͡ɕi̯e7	
狧	tʰɑ7	
狩	sɜ̟ʊ̯5	
狸	ni2	
狹	ɕi̯ɑ7	
狺	n̠ʲin2	
狼	nɑŋ2	
猁	ni5	猞～
猊	ŋi1	～𠺪：形容人吝嗇
猋	pi̯ɑʊ̯1	作動詞, 表示噴出,如:～槍，又作（飈）
猙	t͡sɛn1	
猛	mᵇɔŋ3	
猜	t͡sʰɐ̞ɪ̯1	
猝	t͡sʰwɛ7	
猞	sɛ̝ɪ̯5	～猁
猞	ɕi5	最老派白讀～猁
猰	jɑ7	
猲	xɔ7	
猲	t͡ɕi̯e7	
猲	ɕi̯e7	
猴	xɜ̟ʊ̯2	
猶	jɜ̟ʊ̯2	
猷	jɜ̟ʊ̯2	
猼	pɔ7	
猾	xwɑ7	
獃	ŋɐ̞ɪ̯2	
獄	ɥɛ7	
獅	sɹe̠ᶦ1	
獎	t͡ɕi̯ɑŋ3	
獛	pʰe7	
獝	ɕy̑ɛ7	
獠	ni̯ɑʊ̯2	
獡	sɔ7	
獥	ɕi̯e7	
獥	t͡ɕi̯e7	
獦	ni̯e7	戎姓俗作田獦字非
獦	kɔ7	
獨	twɛ7	
獰	n̠ʲin2	
獲	xwɛ7	
獴	mᵇɔŋ2	
獵	ni̯e7	
獷	kwɑŋ3	
獸	sɜ̟ʊ̯5	
獺	tʰɑ7	
獻	ɕi̯ɐ̟n5	
玃	t͡ɕi̯ɔ7	
玄	ɕy̑ɐ̟n2	
率	swɐ̞ɪ̯5	
率	nwɛ7	
率	sɔ7	老派文讀，如效率
玉	jy5	
玊	ɕy̑ɛ7	
王	wɑŋ2	
玏	nɐ̟7	
玐	pɑ7	
玓	ti̯e7	
玠	kɐ̞ɪ̯5	
玥	ɥɛ7	
玦	t͡ɕy̑ɛ7	
玩	wɐ̞n2	
玫	mᵇɛ̝ɪ̯2	
玻	pɔ1	
玾	t͡ɕi̯ɑ7	
珀	pɐ̟7	
珄	sɛn1	
珉	mᵇin2	
珊	swɐ̞n1	
珌	pi̯e7	
珍	t͡sɛn1	
珏	t͡ɕi̯ɔ7	
珞	nɔ7	
珠	t͡su1	
珧	jɑʊ̯2	
珨	ɕi̯ɑ7	
珩	xɛn2	
珬	ɕy̑ɛ7	
班	pɐ̞n1	
現	ɕi̯ɐ̟n5	
珿	t͡sʰwɛ7	
球	t͡ɕʰi̯ɜ̟ʊ̯2	
理	ni3	
琈	fɜ̟ʊ̯2	
琉	ni̯ɜ̟ʊ̯2	
琙	ɥɛ7	
琛	t͡sʰɛn1	
琡	t͡swɛ7	
琢	t͡sɔ7	
琥	fv̩3	
琴	t͡ɕʰin2	
琵	pʰi2	
琶	pɑ1	琵琶
琶	pʰɑ2	
琺	fɑ7	
琿	xwɛn2	
琿	xwɛ̝ɪ̯1	～琿地名在黑龍江黑河
瑇	tɐ̞ɪ̯5	
瑇	twɛ7	
瑕	ɕi̯ɑ2	
瑗	ɥɐ̟n5	
瑞	swɛ̝ɪ̯5	
瑟	sɐ̟7	
瑠	ni̯ɜ̟ʊ̯2	
瑣	sɔ3	
瑤	jɑʊ̯2	
瑩	ɥin2	
瑪	mᵇɑ3	
瑮	ni̯e7	
瑰	kwɛ̝ɪ̯5	
瑲	t͡ɕʰi̯ɑŋ1	
瑴	t͡ɕi̯ɔ7	
璀	t͡sʰwɛ̝ɪ̯3	
璃	ni2	
璊	mᵇɛn2	
璏	ɥɛ7	
璐	nu5	
璚	t͡ɕʰy̑in2	
璛	ɕy̑ɛ7	
璞	pʰe7	
璟	t͡ɕy̑in3	
璦	ŋɐ̞ɪ̯5	
璧	pi̯e7	
環	xwɐ̞n2	
璱	sɐ̟7	
璹	swɛ7	
璽	ɕi3	
瓁	ŋɔ7	
瓄	twɛ7	
瓅	ni̯e7	
瓈	ni2	
瓊	t͡ɕʰy̑in2	
瓜	kwɑ1	
瓝	pɔ7	
瓞	ti̯e7	
瓟	pɔ7	
瓠	fv̩2	
瓠	fv̩5	
瓡	t͡se7	
瓢	pʰi̯ɑʊ̯2	
瓣	pɐ̞n5	
瓤	zɑŋ2	瓤：果肉
瓦	wɑ3	
瓶	pʰin2	
瓷	t͡sʰɹe̠ᶦ2	
甄	t͡sɛn1	
甋	ti̯e7	
甌	ŋɜ̟ʊ̯1	
甑	t͡sɛn5	～子飯
甓	pi̯e7	
甔	tɐ̞n1	
甔	tɐ̞n5	
甕	ɔŋ5	
甘	kɐ̞n1	甘蔗
甙	tɐ̞ɪ̯5	
甚	sɛn5	
甜	tʰi̯ɐ̟n2	
甞	sɑŋ2	
生	sɛn1	
產	t͡sʰɐ̞n3	
甤	zwɛ̝ɪ̯2	
甥	sɛn1	
