繁	简	国际音标	吴语拼音	备注	调类	调值
垃	垃	ləʔ23	leq8		8	23
圾	圾	səʔ5	seq7		7	5
漾	漾	ɦiã13	yan6		6	13
羨	羡	zi13	zi6		6	13
瀆	渎	dok23	doq8		8	23
凜	凛	lin213	lin4		4	213
冽	冽	liɪʔ23	liq8		8	23
涇	泾	tɕiʌŋ53	cieon1		1	53
瀝	沥	liɪʔ5	liq7		7	5
澱	淀	di13	di6	~粉；积~；沉~；昆山、青浦一带的湖泊通名：薛~（又名“~山湖”），西漾~，大~，太史~。	6	13
淀	淀	di13	di6	在华北地区指浅水湖泊，如位于河北雄县、容城、安新、任丘的“白洋淀”。上海市杨浦区亦有一湖泊名“白洋淀”。	6	13
燴	烩	ɸe35	fe5		5	35
澮	浍	ɸe35	fe5		5	35
劊	刽	kue35	kue5		5	35
儈	侩	kue35	kue5		5	35
噲	哙	kʰuɑ35	khua5		5	35
厾	厾	ɗok5	toq7	掷，扔，甩：~篮球。	7	5
瘪	瘪	ɓiɪʔ5	piq7		7	5
殻	壳	kʰɒk5	khaoq7		7	5
詼	诙	kʰue53	khue1		1	53
諧	谐	ɦiɛ22	yae2	【文读】	2	22
吆	吆	iɔ53	iau1		1	53
瑶	瑶	ɦiɔ22	yau2		2	22
徭	徭	ɦiɔ22	yau2		2	22
肴	肴	ɦiɔ22	yau2		2	22
崤	崤	ɦiɔ22	yau2		2	22
轄	辖	ɸæʔ5	faeq7		7	5
痊	痊	tsʰi53	tshi1		1	53
詮	诠	tsʰi53	tshi1		1	53
銓	铨	tsʰi53	tshi1		1	53
痙	痉	dʑiʌŋ213	jieon4		4	213
逾	逾	ɦy22	yiu2		2	22
渝	渝	ɦy22	yiu2		2	22
瑜	瑜	ɦy22	yiu2		2	22
諭	谕	ɦy13	yiu6		6	13
恤	恤	siɪʔ5	siq7		7	5
戢	戢	tɕiɪʔ5	ciq7	大~洋（杭州湾的一部分洋面）；大~山，小~山（浙江嵊泗地名，杭州湾岛屿）。	7	5
縷	缕	ly213	liu4		4	213
泐	泐	lʌk23	leoq8	沙洲上的河流：石皮~（上海浦东地名）；偷鸭~（上海奉贤地名）。	8	23
廿	廿	ȵiɛ13	gniae6	二十。	6	13
廿	廿	ȵiɑ13	gnia6	~五（二十五）。	6	13
卅	卅	sæʔ5	saeq7	三十。	7	5
乞	乞	tɕʰiɪʔ5	chiq7		7	5
漴	漴	sɒ̃53	saon1	~缺（上海奉贤地名）。	1	53
幢	幢	zɒ̃22	zaon2	经~。	2	22
幢	幢	zɒ̃13	zaon6	一~楼。	6	13
甸	甸	di13	di6		6	13
涮	涮	se35	se5		5	35
淙	淙	zoŋ22	zon2		2	22
嗲	嗲	ɗiɑ44	tia3	发~。	3	44
茆	茆	mɔ213	mau4	白~（江苏常熟地名）；白~塘（江苏常熟境内的一条河流）。	4	213
溯	溯	su35	su5		5	35
塑	塑	su35	su5		5	35
坤	坤	kʰuəŋ53	khuen1		1	53
睏	睏	kʰuəŋ35	khuen5	睡：~觉。	5	35
胭	胭	i53	i1		1	53
蕪	芜	βu22	vu2		2	22
嘸	呒	m̩22	m2	“无”的俗字。	2	22
猡	猡	lu22	lu2	猪~。	2	22
沽	沽	ku53	ku1		1	53
穢	秽	ɸe35	fe5		5	35
噦	哕	yœʔ5	ioeq7		7	5
叽	叽	tɕi53	ci1		1	53
哩	哩	li53	li1		1	53
咕	咕	ku53	ku1		1	53
噜	噜	lu53	lu1		1	53
咪	咪	mi53	mi1		1	53
嘛	嘛	mɑ53	ma1		1	53
啦	啦	lɑ53	la1		1	53
蟛	蟛	bã22	ban2		2	22
蛸	蛸	sɔ53	sau1		1	53
蜞	蜞	dʑi22	ji2		2	22
蕾	蕾	le22	le2		2	22
闵	闵	min213	min4		4	213
悯	悯	min213	min4		4	213
皿	皿	min213	min4		4	213
旷	旷	kʰuɒ̃35	khuaon5		5	35
隴	陇	loŋ213	lon4		4	213
垄	垄	loŋ213	lon4		4	213
垡	垡	βæʔ23	vaeq8		8	23
貸	贷	de13	de6		6	13
瘴	瘴	tsɒ̃35	tsaon5		5	35
疼	疼	dəŋ22	den2		2	22
咳	咳	kʰəʔ5	kheq7		7	5
痰	痰	dɛ22	dae2		2	22
銃	铳	tsʰoŋ35	tshon5		5	35
訶	诃	kʰu53	khu1		1	53
呵	呵	ɸu53	fu1	~斥；一气~成。	1	53
呵	呵	hɑ53	ha1	~气。	1	53
呵	呵	hɔ53	hau1	~欠。	1	53
嗬	嗬	ɸu53	fu1		1	53
喆	喆	tsəʔ5	tseq7		7	5
珈	珈	kɑ53	ka1		1	53
淑	淑	zok23	zoq8		8	23
廈	厦	ɦɔ213	ghau4		4	213
囊	囊	nɒ̃22	naon2		2	22
饢	馕	nɒ̃22	naon2		2	22
壤	壤	ȵiã213	gnian4	【白读】	4	213
壤	壤	zã213	zan4	【文读】	4	213
攘	攘	ȵiã213	gnian4	【白读】	4	213
攘	攘	zã213	zan4	【文读】	4	213
拄	拄	tsy44	tsiu3		3	44
躊	踌	zɤ22	zeu2		2	22
躇	躇	zy22	ziu2		2	22
蹭	蹭	tsʰəŋ35	tshen5		5	35
襄	襄	ɕiã53	shian1		1	53
鑲	镶	ɕiã53	shian1		1	53
衷	衷	tsoŋ53	tson1		1	53
癰	痈	ioŋ53	ion1		1	53
剌	剌	læʔ23	laeq8		8	23
闌	阑	lɛ22	lae2		2	22
妨	妨	ɸɒ̃53	faon1		1	53
虱	虱	səʔ5	seq7		7	5
螄	蛳	sɿ53	sy1		1	53
肆	肆	sɿ35	sy5		5	35
矢	矢	sɿ44	sy3		3	44
匙	匙	zɿ22	zy2		2	22
豉	豉	zɿ13	zy6		6	13
劾	劾	ɦʌk23	gheoq8		8	23
軾	轼	sʌk5	seoq7		7	5
拭	拭	sʌk5	seoq7		7	5
弑	弑	sɿ35	sy5		5	35
琵	琵	bi22	bi2		2	22
琶	琶	bo22	bo2		2	22
滗	滗	ɓiɪʔ5	piq7		7	5
蒂	蒂	ɗi35	ti5		5	35
渧	渧	ɗi35	ti5		5	35
諦	谛	ɗi35	ti5		5	35
浠	浠	ɕi53	shi1		1	53
烯	烯	ɕi53	shi1		1	53
熙	熙	ɕi53	shi1		1	53
羲	羲	ɕi53	shi1		1	53
曦	曦	ɕi53	shi1		1	53
禧	禧	ɕi53	shi1		1	53
囍	囍	ɕi44	shi3		3	44
兮	兮	ɦi22	yi2		2	22
貳	贰	ȵi13	gni6	【白读】	6	13
貳	贰	əl13	er6	【文读】	6	13
呢	呢	ȵi22	gni2		2	22
妮	妮	ȵi22	gni2		2	22
毅	毅	ȵi13	gni6		6	13
羿	羿	ȵi13	gni6		6	13
裔	裔	ɦi13	yi6		6	13
肄	肄	ɦi13	yi6		6	13
懿	懿	i35	i5		5	35
瞖	瞖	i35	i5		5	35
萁	萁	dʑi22	ji2		2	22
琪	琪	dʑi22	ji2		2	22
淇	淇	dʑi22	ji2		2	22
祺	祺	dʑi22	ji2		2	22
麒	麒	dʑi22	ji2		2	22
祈	祈	dʑi22	ji2		2	22
圻	圻	dʑi22	ji2		2	22
箕	箕	tɕi53	ci1		1	53
薺	荠	zi22	zi2	荸~。	2	22
薺	荠	zi213	zi4	~菜。	4	213
霽	霁	tsi35	tsi5		5	35
既	既	tɕi35	ci5		5	35
肌	肌	tɕi53	ci1		1	53
冀	冀	tɕi35	ci5		5	35
靡	靡	mi213	mi4		4	213
凄	凄	tsʰi53	tshi1		1	53
淒	淒	tsʰi53	tshi1		1	53
悽	悽	tsʰi53	tshi1		1	53
萋	萋	tsʰi53	tshi1		1	53
砌	砌	tsʰi35	tshi5		5	35
莉	莉	li13	li6		6	13
勵	励	li13	li6		6	13
藜	藜	li22	li2		2	22
厘	厘	li22	li2		2	22
勩	勚	ɦi13	yi6		6	13
霏	霏	ɸi53	fi1		1	53
跛	跛	ɓu44	pu3		3	44
簸	簸	ɓu44	pu3	颠~。	3	44
簸	簸	ɓu35	pu5	~箕。	5	35
茉	茉	məʔ23	meq8		8	23
唾	唾	tʰu35	thu5		5	35
椭	椭	tʰu44	thu3		3	44
簰	簰	bɑ22	ba2		2	22
簇	簇	tsʰok5	tshoq7		7	5
訇	訇	hoŋ53	hon1		1	53
骰	骰	dɤ22	deu2		2	22
耦	耦	ŋɤ213	ngeu4		4	213
禺	禺	ȵy22	gniu2		2	22
隅	隅	ȵy22	gniu2		2	22
番	番	pʰe53	phe1	~禺（广东地名）。	1	53
鄱	鄱	bu22	bu2		2	22
莜	莜	ɦiɤ22	yeu2		2	22
揪	揪	tsiɤ53	tsieu1		1	53
臼	臼	dʑiɤ213	jieu4		4	213
鳩	鸠	tɕiɤ53	cieu1		1	53
廄	厩	tɕiɤ35	cieu5		5	35
咎	咎	dʑiɤ213	jieu4		4	213
灸	灸	tɕiɤ44	cieu3		3	44
玖	玖	tɕiɤ44	cieu3		3	44
啾	啾	tsiɤ53	tsieu1		1	53
柩	柩	dʑiɤ13	jieu6		6	13
疚	疚	tɕiɤ35	cieu5		5	35
鷲	鹫	ziɤ13	zieu6		6	13
鬮	阄	tɕiɤ53	cieu1		1	53
酋	酋	ziɤ22	zieu2		2	22
湫	湫	tsʰiɤ53	tshieu1		1	53
恘	恘	tɕʰiɤ53	chieu1	坏。	1	53
坵	坵	tɕʰiɤ53	chieu1		1	53
邱	邱	tɕʰiɤ53	chieu1		1	53
裘	裘	dʑiɤ22	jieu2		2	22
俅	俅	dʑiɤ22	jieu2		2	22
逑	逑	dʑiɤ22	jieu2		2	22
鰍	鳅	tsʰiɤ53	tshieu1		1	53
虬	虬	dʑiɤ22	jieu2		2	22
糗	糗	tɕʰiɤ44	chieu3		3	44
蚯	蚯	tɕʰiɤ53	chieu1		1	53
蚓	蚓	ɦin213	yin4		4	213
荀	荀	zin22	zin2		2	22
殉	殉	zin13	zin6		6	13
詢	询	sin53	sin1		1	53
峋	峋	sin53	sin1		1	53
洵	洵	sin53	sin1		1	53
郇	郇	sin53	sin1		1	53
郡	郡	dʑioŋ13	jion6		6	13
駒	驹	tɕy53	ciu1		1	53
莒	莒	tɕy44	ciu3		3	44
菅	菅	tɕi53	ci1		1	53
鑷	镊	ȵiɪʔ23	gniq8		8	23
躡	蹑	ȵiɪʔ23	gniq8		8	23
焗	焗	dʑiok23	jioq8		8	23
桔	桔	tɕiɪʔ5	ciq7	~梗。	7	5
岫	岫	ziɤ13	zieu6		6	13
佑	佑	iɤ35	ieu5		5	35
誘	诱	ɦiɤ13	yeu6		6	13
呦	呦	iɤ53	ieu1		1	53
喲	哟	iɤ53	ieu1		1	53
柚	柚	ɦiɤ13	yeu6		6	13
魷	鱿	ɦiɤ22	yeu2		2	22
酉	酉	ɦiɤ213	yeu4		4	213
侑	侑	ɦiɤ13	yeu6		6	13
宥	宥	ɦiɤ13	yeu6		6	13
攸	攸	iɤ53	ieu1		1	53
鼬	鼬	ɦiɤ13	yeu6		6	13
銪	铕	ɦiɤ213	yeu4		4	213
鈾	铀	ɦiɤ22	yeu2		2	22
莠	莠	ɦiɤ213	yeu4		4	213
熘	熘	liɤ53	lieu1		1	53
蔞	蒌	lɤ22	leu2		2	22
萎	萎	βe44	ve3		3	44
崴	崴	βe44	ve3		3	44
崴	崴	βe53	ve1		1	53
硅	硅	kue53	kue1		1	53
琿	珲	βəŋ22	ven2	~春（吉林地名）。	2	22
琿	珲	ɸe53	fe1	瑷~（黑龙江地名）。	1	53
嚀	咛	ȵin22	gnin2		2	22
檸	柠	ȵin22	gnin2		2	22
檬	檬	moŋ22	mon2		2	22
咚	咚	ɗoŋ53	ton1		1	53
彤	彤	doŋ22	don2		2	22
瞳	瞳	doŋ22	don2		2	22
曈	曈	doŋ22	don2		2	22
疃	疃	tʰø44	thoe3		3	44
穌	稣	su53	su1		1	53
蠕	蠕	zy22	ziu2		2	22
邰	邰	tʰe53	the1		1	53
萊	莱	le22	le2		2	22
淶	涞	le22	le2		2	22
睞	睐	le13	le6		6	13
踩	踩	tsʰe44	tshe3		3	44
鈣	钙	ke35	ke5		5	35
噯	嗳	e44	e3		3	44
曖	暧	e35	e5		5	35
璦	瑷	e35	e5		5	35
藹	蔼	e35	e5		5	35
哎	哎	e53	e1		1	53
哎	哎	e35	e5		5	35
砹	砹	ŋe13	nge6		6	13
駭	骇	ɦe213	ghe4		4	213
籟	籁	lɑ13	la6	【白读】	6	13
籟	籁	le13	le6	【文读】	6	13
棣	棣	di13	di6		6	13
犒	犒	kʰɔ35	khau5		5	35
鰻	鳗	me22	me2		2	22
饅	馒	me22	me2		2	22
惋	惋	βe44	ve3		3	44
諳	谙	e53	e1		1	53
黯	黯	e35	e5		5	35
桿	杆	kø44	koe3	秤~。	3	44
潁	颍	ɦiʌŋ213	yeon4		4	213
穎	颖	ɦiʌŋ213	yeon4		4	213
甾	甾	tsɿ53	tsy1		1	53
淄	淄	tsɿ53	tsy1		1	53
錙	锱	tsɿ53	tsy1		1	53
熠	熠	ɦiɪʔ23	yiq8		8	23
哇	哇	βɑ53	va1		1	53
哇	哇	βɔ	vau	表揣测，“对吧？”。		
尉	尉	βe35	ve5		5	35
尉	尉	yœʔ5	ioeq7	~迟（复姓）。	7	5
蔚	蔚	βe35	ve5		5	35
蔚	蔚	y35	iu5	~县（河北地名）。	5	35
睿	睿	zø13	zoe6		6	13
璇	璇	zi22	zi2		2	22
漩	漩	zi22	zi2		2	22
漩	漩	zi13	zi6		6	13
碘	碘	ɗi44	ti3		3	44
郝	郝	hʌk5	heoq7		7	5
歙	歙	səʔ5	seq7	~县（安徽地名）。	7	5
歙	歙	ɕiɪʔ5	shiq7		7	5
忻	忻	ɕin53	shin1		1	53
淅	淅	siɪʔ5	siq7		7	5
宁	宁	zy213	ziu4		4	213
佇	伫	zy213	ziu4		4	213
貯	贮	zy213	ziu4		4	213
鶩	鹜	βu13	vu6		6	13
婺	婺	βu13	vu6		6	13
騖	骛	βu13	vu6		6	13
焱	焱	ɦi13	yi6		6	13
淼	淼	miɔ213	miau4		4	213
鑫	鑫	ɕin53	shin1		1	53
叒	叒	zɑk23	zaq8		8	23
叕	叕	tsəʔ5	tseq7		7	5
痞	痞	pʰi44	phi3		3	44
胯	胯	kʰuo35	khuo5		5	35
袴	袴	kʰu35	khu5		5	35
絝	绔	kʰu35	khu5		5	35
輔	辅	ɸu44	fu3		3	44
齲	龋	tɕʰy44	chiu3		3	44
祛	祛	tɕʰy53	chiu1		1	53
砝	砝	ɸæʔ5	faeq7		7	5
顱	颅	lu22	lu2		2	22
瀘	泸	lu22	lu2		2	22
鱸	鲈	lu22	lu2		2	22
潞	潞	lu13	lu6		6	13
璐	璐	lu13	lu6		6	13
鶻	鹘	βəʔ23	veq8		8	23
瀣	瀣	ɦiɛ13	yae6	【文读】	6	13
骷	骷	kʰu53	khu1		1	53
髏	髅	lɤ22	leu2		2	22
詬	诟	kɤ35	keu5		5	35
垢	垢	kɤ35	keu5		5	35
逗	逗	dɤ13	deu6		6	13
痘	痘	dɤ13	deu6		6	13
琅	琅	lɒ̃22	laon2		2	22
瑯	瑯	lɒ̃22	laon2		2	22
埌	埌	lɒ̃13	laon6		6	13
閬	阆	lɒ̃13	laon6		6	13
塱	塱	lɒ̃213	laon4		4	213
郎	郎	lɒ̃22	laon2		2	22
朗	朗	lɒ̃213	laon4		4	213
螂	螂	lɒ̃22	laon2		2	22
啷	啷	lɒ̃53	laon1	形容骑马声。	1	53
誏	誏	lɒ̃53	laon1		1	53
瓤	瓤	nɒ̃22	naon2		2	22
襠	裆	ɗɒ̃53	taon1		1	53
擋	挡	ɗɒ̃44	taon3		3	44
檔	档	ɗɒ̃35	taon5		5	35
趟	趟	tʰɒ̃35	thaon5		5	35
棠	棠	dɒ̃22	daon2		2	22
螳	螳	dɒ̃22	daon2		2	22
趤	趤	dɒ̃13	daon6		6	13
餉	饷	ɕiã35	shian5		5	35
韁	缰	tɕiã53	cian1		1	53
繮	繮	tɕiã53	cian1		1	53
殃	殃	iã53	ian1		1	53
瘍	疡	ɦiã22	yan2		2	22
沱	沱	du22	du2		2	22
鴕	鸵	du22	du2		2	22
柯	柯	kʰu53	khu1		1	53
坷	坷	kʰu44	khu3	坎~。	3	44
坷	坷	kʰəʔ5	kheq7	金~垃。	7	5
抲	抲	kʰɑ53	kha1		1	53
滂	滂	pʰɒ̃53	phaon1		1	53
蒡	蒡	ɓɒ̃35	paon5		5	35
傍	傍	bɒ̃13	baon6		6	13
彷	彷	bɒ̃22	baon2		2	22
膀	膀	ɓɒ̃44	paon3	肩~。	3	44
膀	膀	bɒ̃22	baon2	~胱。	2	22
髈	髈	pʰɒ̃44	phaon3	蹄~。	3	44
贓	赃	tsɒ̃53	tsaon1		1	53
髒	脏	tsɒ̃53	tsaon1	肮~。	1	53
臟	脏	zɒ̃13	zaon6	内~。	6	13
妝	妆	tsɒ̃53	tsaon1		1	53
蟑	蟑	tsɒ̃53	tsaon1		1	53
璋	璋	tsɒ̃53	tsaon1		1	53
彰	彰	tsɒ̃53	tsaon1		1	53
嶂	嶂	tsɒ̃35	tsaon5		5	35
葬	葬	tsɒ̃35	tsaon5		5	35
莽	莽	mɒ̃213	maon4		4	213
娼	娼	tsʰɒ̃53	tshaon1		1	53
艙	舱	tsʰɒ̃53	tshaon1		1	53
滄	沧	tsʰɒ̃53	tshaon1		1	53
菖	菖	tsʰɒ̃53	tshaon1		1	53
猖	猖	tsʰɒ̃53	tshaon1		1	53
鯧	鲳	tsʰɒ̃53	tshaon1		1	53
闖	闯	tsʰɒ̃44	tshaon3		3	44
倡	倡	tsʰɒ̃35	tshaon5		5	35
磉	磉	sɒ̃44	saon3		3	44
嗓	嗓	sɒ̃44	saon3		3	44
搡	搡	sɒ̃44	saon3		3	44
豇	豇	kɒ̃53	kaon1		1	53
崗	岗	kɒ̃53	kaon1		1	53
肛	肛	kɒ̃53	kaon1		1	53
炕	炕	kʰɒ̃35	khaon5		5	35
骯	骯	ɒ̃53	aon1	~三（品质差，令人不快或失望）。	1	53
肮	肮	ɒ̃53	aon1		1	53
沆	沆	ɦɒ̃213	ghaon4		4	213
夯	夯	hɒ̃53	haon1		1	53
亢	亢	kʰɒ̃35	khaon5		5	35
笐	笐	ɦɒ̃13	ghaon6		6	13
胱	胱	kuɒ̃53	kuaon1		1	53
怳	恍	ɸɒ̃44	faon3		3	44
惚	惚	ɸəʔ5	feq7		7	5
煌	煌	βɒ̃22	vaon2		2	22
璜	璜	βɒ̃22	vaon2		2	22
磺	磺	βɒ̃22	vaon2		2	22
潢	潢	βɒ̃22	vaon2		2	22
徨	徨	βɒ̃22	vaon2		2	22
遑	遑	βɒ̃22	vaon2		2	22
惶	惶	βɒ̃22	vaon2		2	22
幌	幌	βɒ̃213	vaon4		4	213
篁	篁	βɒ̃22	vaon2		2	22
蝗	蝗	βɒ̃22	vaon2		2	22
隍	隍	βɒ̃22	vaon2		2	22
凰	凰	βɒ̃22	vaon2		2	22
枉	枉	βɒ̃44	vaon3		3	44
魑	魑	tsʰy53	tshiu1		1	53
魅	魅	me13	me6		6	13
魍	魍	mɒ̃213	maon4		4	213
魎	魉	liã213	lian4		4	213
迸	迸	ɓã35	pan5		5	35
湓	湓	bəŋ22	ben2		2	22
芬	芬	ɸəŋ53	fen1		1	53
汶	汶	βəŋ13	ven6		6	13
雯	雯	βəŋ22	ven2		2	22
紊	紊	βəŋ13	ven6		6	13
蘊	蕴	ɦioŋ13	yon6		6	13
戥	戥	ɗəŋ44	ten3		3	44
绐	绐	de213	de4		4	213
貽	贻	ɦi22	yi2		2	22
眙	眙	ɦi22	yi2		2	22
迤	迤	ɦi22	yi2		2	22
迤	迤	ɦi213	yi4		4	213
迆	迆	ɦi22	yi2		2	22
迆	迆	ɦi213	yi4		4	213
喝	喝	həʔ5	heq7	饮。口语中一般不用。	7	5
褐	褐	ɦœʔ23	ghoeq8		8	23
邨	邨	tsʰəŋ53	tshen1	同“村”。常特指社区，区别传统意义的“村”。	1	53
膯	膯	ɗəŋ53	ten1		1	53
憕	憕	ɗəŋ35	ten5		5	35
謄	誊	dəŋ22	den2		2	22
瞪	瞪	ɗəŋ35	ten5		5	35
瞠	瞠	tsã53	tsan1	【白读】	1	53
瞠	瞠	tsʰəŋ53	tshen1	【文读】	1	53
驐	驐	ɗəŋ53	ten1		1	53
豚	豚	dəŋ22	den2		2	22
飩	饨	dəŋ22	den2		2	22
沌	沌	dəŋ22	den2		2	22
囤	囤	dəŋ22	den2	~积；~粮。	2	22
囤	囤	dəŋ213	den4	仓~。	4	213
盹	盹	ɗəŋ44	ten3		3	44
砧	砧	tsəŋ53	tsen1		1	53
胗	胗	tsəŋ53	tsen1		1	53
肫	肫	tsəŋ53	tsen1		1	53
甄	甄	tsəŋ53	tsen1		1	53
疹	疹	tsəŋ35	tsen5		5	35
箏	筝	tsəŋ53	tsen1		1	53
甑	甑	tsəŋ35	tsen5		5	35
蟶	蛏	tsʰəŋ53	tshen1		1	53
忖	忖	tsʰəŋ44	tshen3		3	44
笙	笙	səŋ53	sen1		1	53
呻	呻	səŋ53	sen1		1	53
憎	憎	tsəŋ53	tsen1		1	53
盯	盯	ɗin53	tin1		1	53
叮	叮	ɗin53	tin1		1	53
酊	酊	ɗin53	tin1	~剂。	1	53
酊	酊	ɗin44	tin3	酩~。	3	44
烴	烃	tʰin53	thin1		1	53
汀	汀	tʰin53	thin1		1	53
町	町	tʰin44	thin3		3	44
酩	酩	min213	min4		4	213
竈	灶	tsɔ35	tsau5		5	35
哨	哨	sɔ35	sau5		5	35
喃	喃	ne22	ne2		2	22
腩	腩	ne22	ne2		2	22
楠	楠	ne22	ne2		2	22
炙	炙	tsɑk5	tsaq7		7	5
熾	炽	tsʰɿ35	tshy5		5	35
幟	帜	tsʰɿ35	tshy5		5	35
叱	叱	tsʰəʔ5	tsheq7		7	5
咤	咤	tsiɔ35	tsiau5		5	35
煽	煽	se53	se1		1	53
苫	苫	se53	se1	草~；~布。名词。	1	53
苫	苫	se35	se5	遮，盖。动词。	5	35
紝	紝	zəŋ13	zen6		6	13
韌	韧	ȵin13	gnin6	【白读】不脆，常指糕、饼等食物受潮。	6	13
韌	韧	zəŋ13	zen6	【文读】~带。	6	13
恁	恁	nəŋ13	nen6		6	13
齦	啃	kʰəŋ35	khen5		5	35
哼	哼	hã53	han1	【白读】	1	53
哼	哼	həŋ53	hen1	【文读】	1	53
衡	衡	ɦəŋ22	ghen2		2	22
擤	擤	həŋ44	hen3		3	44
擤	擤	hŋ̍44	hng3		3	44
嗯	嗯	n̩	n			
懲	惩	zəŋ22	zen2		2	22
筠	筠	tɕioŋ53	cion1	~连（四川地名）。	1	53
筠	筠	ɦioŋ22	yon2		2	22
窘	窘	tɕioŋ44	cion3		3	44
囧	囧	tɕioŋ44	cion3		3	44
炯	炯	tɕioŋ44	cion3		3	44
炅	炅	tɕioŋ44	cion3		3	44
炔	炔	tɕʰyœʔ5	chioeq7		7	5
蕻	蕻	hoŋ35	hon5	符合《集韵》呼贡切。	5	35
蕻	蕻	ɦoŋ13	ghon6	符合《集韵》胡贡切。	6	13
俸	俸	hoŋ35	hon5		5	35
俸	俸	ɦoŋ13	ghon6		6	13
楓	枫	hoŋ53	hon1		1	53
埲	埲	boŋ213	bon4		4	213
捅	捅	tʰoŋ44	thon3		3	44
烔	烔	doŋ22	don2		2	22
筒	筒	doŋ22	don2		2	22
茼	茼	doŋ22	don2		2	22
洞	洞	doŋ22	don2	洪~（山西地名）。	2	22
桐	桐	doŋ22	don2		2	22
侗	侗	doŋ213	don4		4	213
慟	恸	doŋ13	don6		6	13
汞	汞	koŋ44	kon3		3	44
珙	珙	koŋ44	kon3		3	44
垬	垬	ɦoŋ22	ghon2		2	22
抿	抿	min44	min3	紧闭：~紧嘴巴。	3	44
抿	抿	min213	min4		4	213
冥	冥	min22	min2		2	22
瞑	瞑	min22	min2		2	22
螟	螟	min22	min2		2	22
慏	慏	min213	min4		4	213
囫	囫	βəʔ23	veq8		8	23
圇	囵	ləŋ22	len2		2	22
伺	伺	zɿ13	zy6		6	13
嗣	嗣	zɿ13	zy6		6	13
狄	狄	diɪʔ23	diq8		8	23
荻	荻	diɪʔ23	diq8		8	23
頔	頔	diɪʔ23	diq8		8	23
籴	籴	diɪʔ23	diq8		8	23
弼	弼	biɪʔ23	biq8		8	23
鉍	铋	ɓiɪʔ5	piq7		7	5
俾	俾	ɓe44	pe3		3	44
啤	啤	bi22	bi2		2	22
拂	拂	ɸəʔ5	feq7		7	5
氟	氟	ɸəʔ5	feq7		7	5
撫	抚	ɸu44	fu3		3	44
憮	怃	βu213	vu4		4	213
囝	囝	kø53	koe1	小~（小孩）。	1	53
泵	泵	ɓɒ̃53	paon1	外语音译词，读音并不绝对固定，此为一种。	1	53
磊	磊	le213	le4		4	213
鋰	锂	li213	li4		4	213
绮	绮	tɕʰi44	chi3		3	44
犄	犄	tɕi53	ci1		1	53
琦	琦	dʑi22	ji2		2	22
函	函	ɦe22	ghe2		2	22
涵	涵	ɦe22	ghe2		2	22
菡	菡	ɦe213	ghe4		4	213
酣	酣	he53	he1		1	53
翰	翰	ɦø13	ghoe6		6	13
瀚	瀚	ɦø13	ghoe6		6	13
緝	缉	tsʰiɪʔ5	tshiq7		7	5
葺	葺	tsʰiɪʔ5	tshiq7		7	5
蕁	荨	zi22	zi2		2	22
戩	戬	tsi44	tsi3		3	44
茸	茸	ȵioŋ22	gnion2	【白读】	2	22
茸	茸	zoŋ22	zon2	【文读】	2	22
怂	怂	soŋ44	son3	弄~（捉弄）。	3	44
耸	耸	soŋ44	son3		3	44
椶	棕	tsoŋ53	tson1		1	53
棕	棕	tsoŋ53	tson1		1	53
鏓	鏓	tsʰoŋ53	tshon1		1	53
詫	诧	tsʰiɔ35	tshiau5		5	35
皵	皵	tsʰiɑk5	tshiaq7		7	5
寣	寣	ɸəʔ5	feq7		7	5
厄	厄	ŋʌk23	ngeoq8		8	23
軛	轭	ŋʌk23	ngeoq8		8	23
扼	扼	ŋʌk23	ngeoq8		8	23
枙	枙	ŋʌk23	ngeoq8		8	23
粹	粹	zø13	zoe6		6	13
悴	悴	zø13	zoe6		6	13
萃	萃	zø13	zoe6		6	13
瘁	瘁	zø13	zoe6		6	13
遂	遂	zø13	zoe6		6	13
邃	邃	sø35	soe5		5	35
隋	隋	zø22	zoe2		2	22
鋇	钡	ɓe35	pe5		5	35
漬	渍	zɿ13	zy6		6	13
嗜	嗜	zɿ13	zy6		6	13
嘖	啧	tsəʔ5	tseq7		7	5
嘖	啧	tsɑk5	tsaq7		7	5
陂	陂	ɓi53	pi1	池塘，水岸，山坡。	1	53
陂	陂	bi22	bi2	黄~（湖北地名）。	2	22
陂	陂	pʰu53	phu1	~陀。	1	53
鈹	铍	bi22	bi2		2	22
匕	匕	ɓi44	pi3		3	44
秕	秕	ɓi44	pi3		3	44
秕	秕	ɓiɪʔ5	piq7		7	5
嫉	嫉	ziɪʔ23	ziq8		8	23
丨	丨	kuəŋ44	kuen3		3	44
岑	岑	zəŋ22	zen2		2	22
涔	涔	zəŋ22	zen2		2	22
醪	醪	lɔ22	lau2		2	22
繆	缪	miɔ13	miau6	姓。	6	13
繆	缪	mɤ22	meu2	未雨绸~。	2	22
鏐	镠	liɤ22	lieu2		2	22
紕	纰	pʰi53	phi1		1	53
鏗	铿	kʰəŋ53	khen1		1	53
鏘	锵	tsʰiã53	tshian1		1	53
簾	帘	li22	li2		2	22
瀲	潋	li13	li6		6	13
腆	腆	tʰi44	thi3		3	44
恬	恬	di22	di2		2	22
巘	巘	ȵi213	gni4		4	213
讞	谳	ȵi213	gni4		4	213
懨	恹	i53	i1	~气（寂寞无聊）。	1	53
魘	魇	i35	i5		5	35
萱	萱	ɕi53	shi1		1	53
