%	又音
？	存疑
ɕyɪ̃1	宣𡨈𡩦揎愃瑄㩊𡈣䳦𩕖𩓧頨儇嬛蠉𩙽翾𩙽？𦐽𧾎譞䴉𥌭弲讙貆吅萱喧愋暄䚙煖暖煊䁔蝖翧諼諠䳦䚭塤壎坃（壎）壦（壎）喛
ɕyɪ̃2	伭𠛑弦胘𢮂𦱁蚿舷婱訇䙲盷𠆺胘縣𤣥玄妶玹𧟨䮄懸眩𥌭玆
ɕyɪ̃3	選𦌔𦌻𥶷𧡩咺愃䁔諼烜暅𧾣蠉癬
ɕyɪ̃5	𩋢楥韗䭴繯𦇏鞙埍妶䀏泫𨹆䧎㻆琄𨊼𩉥鉉䩙𥌭贙寰玹䀏炫眩袨眴衒䝮𧗳𩑹贙姰迿
tɕyɪ̃1	剶鋑鐫朘
tɕyɪ̃3	臇𤎱𧕣
yɪ̃1	裷蜿宛𡟰㠾眢冤葾惌蒬𣹠䡝鴛𩝸䥉鵷䩩怨𢘖（怨）𠨝（怨）𢛪（怨）𢘔（怨）𢘈（怨）悁潫嬛𡷡蜎𡣬潫嬽
yɪ̃2	阮元邧芫沅杬原𠪥（原）𨘡（原）𠪰（原）蚖䬧（愚袁切）蒝獂源嫄榞㹉螈羱黿魭謜邍騵𨙅𧔞厵洹垣𡋡爰袁援猨媛𧻚園猿溒榬蝯轅鶢𩫧圜䳒員云（員）圎湲圓貟鈆鉛𦛔㳂+沿+鳶蝝縁緣𦿂櫞䱲閻雲
yɪ̃3	朊邧𠒜𡯱䖤睕蜿箢宛涴倇菀婉琬晼𤗍畹䘼踠𩎺惌䛄䩩𩌑夗苑逺遠𨖸（遠）𢕱（遠）𩔃㕣𧮲（㕣）抁沇沿（沇）兖兗萒𢯻渷𦁙𩘍馻
yɪ̃5	傆愿願𩕾䛄怨𢘖（怨）𠨝（怨）𢛪（怨）𢘔（怨）𢘈（怨）涴援媛褑院㭇瑗逺遠𨖸（遠）𢕱（遠）縁緣掾𢐄䬇
tɕʰyɪ̃3	犬犭
ɕyɪ̃1	梋鋗𩢺駽矎㘣𧾣仙秈
ɕyɪ̃2	還㔯㘣㳬琁旋蜁漩嫙璇𤩅䁢檈䴉䗠璿𤩡（璿）𣟳𤫀鏇圓痃𢛆𧼏
ɕyɪ̃5	㳬旋𢳄漩嫙𦛔镟縼䍻鏇𧾩絃夐駽讂㧦眴絢
ɕyɪ̃5	𤂳選𦌔䠣渲䍻𤂿繏
yɪ̃1	囦剈𠜟（剈）𠝃弲𨓯㾓淵𣶒（淵）蜎鼘䨊
yɪ̃5	䏍肙裫䬼噮
pieʔ7	扒別𠔁（別）别莂䇷𧧸鄨鷩𡐞憋䳤鱉鼈虌別𠔁（別）别𡷘㭭閉𩋇𡘴㔡䘷䋢㢼䌘㧙柲苾飶馝咇䏟𢛎蛂䭱𩓝襒蹩癟㮰皀偪逼楅䫾䮠㘠皕湢幅𤗚腷𥻅𤐧踾鶝煏𤐧𤏹㷶𤏛馥碧𨐨𣦢璧襞躄鐴辟（必益切）𠈳（辟）𠊸（辟）𨐝秘（蒲結切）萆𣮐㱸躃𩪧椑擗辟𠈳（辟）𠊸（辟）闢𨴔（闢）𨴔（闢）𣝍𦼭欂薄（同欂）綼廦壁繴𧲜鼊㱸鸊椑甓鷿皀鵖𩾳𠦒必珌畢㓖蓽𦸩（蓽）嗶𡻞滭彃𡠚㻫㮿㪤熚𥛘𥀕罼觱篳鮅縪䟆蹕鏎饆韠鷝柲筆㻶𨅗鉍𢴩潷咇泌柲比（毗必切）夶（比）𣬅（比）吡坒佖邲苾怭妼𣢠䖩𨠔飶䩛馝綼駜鮅咇鮩泌佖邲𠡂𢘍䄶㢸弼𠨒（弼）𢏇（弼）𢼥（弼）𢐀𧟱駜胇柄不𠀚（不）𠙐（不）蝙（？ ~蝠子）鼻自（鼻）鳧仌？冰？𣲝（？冰）
pʰieʔ7	憋癟潎瞥䫾䋢𢠳䭱氕暼瞥丿撇撆鐅嫳堛愊𤗚稫畐踾副㽬䦼𨼱（䦼）揊𢾇𩜰疈廦癖辟（普擊切 又匹智切與譬同）𠈳（辟）𠊸（辟）𨐝僻劈釽憵霹癖䤨僻澼㵨譬鵯鷝匹枇𠯔䏘
mieʔ7	烕搣滅𣹹（滅）𢦹（滅）𥸴𥾝𤊾覕蔑𥉓㒝鴓㩢幭篾瀎懱𧂝䁾𥣫蠛衊䩏𪇴鱴𩱷粖𥌨䁇糸𢆯（糸）糹汨淿（汨）覓𡬻䖑塓幎覛漞鼏㵋冪𧜀䈿濗幦𧐎䌐𧱻羃䮭𪒄蓂覭冖冂沕宓𡶇𥄃密蔤嘧滵樒𥉴𪅮宓𥁑淧榓蜜𦸞（蜜）䤉謐𥋱𧖅日𡆸（日）
tieʔ7	㝪㑙𨓊𠲷喋跕沾笘涉𣥿（涉）㴇（涉）聑㡇墊𠗨堞揲喋㥈惵牒牃碟䈎𣯉褋𤗨艓蹀諜褺䠟曡鰈𪑧疊疉𥷕䴑㩸㩹㲲氎䴑𨐁𨈈慴渫䁋䥡褶𡇓𨴗𥉺咥窒蛭㗧蛈僣𢶋鐵䥫（鐵）驖銕摕跌㦅苵迭垤胅恎𥑇眣𥄺（眣）瓞戜镻趃耋詄絰𨳺𢲼嵽𡼄䳀𪀒荎驖咥𠽧泆昳軼䭿姪墆𪗻摘的約嘀滴𤁷墑肑𥐝𦉹靮馰魡嫡𣂉𥕐鏑𪄱玓𨑩啇甋扚弔菂芍杓適樀蹢𨅙（蹢）㣿䶂踧䌦狄苖迪逐㣙籴荻梑笛滌蔋頔㹍敵篴𩷎䊮糴覿䢮滷籊蓧邮翟？樀䵂𧠫淚帙
tʰieʔ7	硩𤈥詆䚐𢞒𠜓剔𠠡（剔）踢䢰躍俶倜逖逷悐惕惖（惕）𥉈𠊹（𥉈）眣（𥉈）𥊕䯜𩮜籊趯蓨凸摘（他歷切）跕䩞𢬴𧚊蝶（徒協切 他協切）𪔧鉆䑜帖怗萜貼跕䩞呫㡇踶飻餮提澤（丈伯切）？
nieʔ7	睪𥇝（睪）帇㚔𥬬踂𩣘𠕄聶䳖䌜籋𣀳𣌍㸎躡鑷業𤑽（業）𤎸（業）獦邋䃳𥪂㼲巤儠𠠌𠠗擸𡂏獵㯿𣋲㲱犣䁽𥶢䉭鬛躐䜲䪉鬣鱲𩐭鑈捻埝苶㘨菍惗敜錜𩋏籋攝暬慹𪑧㼲𦖩𡂩栵咧列𡿪冽𠛱挒𡊻茢迾迣（迾）姴洌烈煭（烈）㤠䅀𥟜（䅀）裂蛚趔颲𩢾鴷鮤捏揑苶圼𦯖㖏涅菍𦛠𡍤𦵐𤶚湼𥔄篞摰𡶫闑䘽蜺霓臬隉嵲槷嶭臲鎳齧𡿖戾𤡵（戾）唳綟盭𥃎𥸸捩夨𧈟匿㥾𧏾𩺱恧薿懝嶷觺㘈仂泐力𠠲（力）𡯄屴朸𣲒𧲡鳨𩾜𠢠屰𠱘逆𥿬縌㘙惄㲻（溺）愵𧗂鬲䰜（鬲）㽁䰛鎘秝𧙉厤蒚歷𡿌（歷）曆𢍷（曆）𦠓𨢌㔏磿𤪢瓅鑠壢攊藶櫟嚦瀝䮥櫪硌礫皪酈𥌮䍥癧𥽗䟏轢䍽𡳸䟐𪅼靂䥶𩽏䤙𪙽寥觻擽濼蝷躒𤩚淚砬立苙岦笠粒𩚷（粒）䇐鴗䶘昵㥾暱䵑䵒䘌衵栗𣡼（栗）𠞉傈凓塛搮䔁㮚㗚㟳溧慄瑮篥䬆𦃊𨍫鷅麜𣡷窵欥潏肀芛茟（芛）聿䢖矞䋖銉噊遹燏鴪𥎐𧑐𦒔繘𦇹（繘）𦈇（繘）霱𩙅驈鱊鷸膟寽律率卛（率）葎𠷈壘（鬱壘）𥭐䔞繂蛶㲕劣𦓤埒浖𢚃㭩㸹脟䟹哷鋝𨫏（鋝）李杍踩銳？
tɕieʔ7	蔗（舊）耴𢬴㡇㭯輒鮿襵𦯍殜䐑㙷楫檝接菨𣶏椄婕䀹睫𥊆𥇒𣮌𣮍𣰞鯜唼䈉疌捷崨𢈻踕誱䌖倢寁囁慴攝懾霅摺謺䜆𣠞讋襵䝕慹鵖𦀖砝袷跲劫衱䀷蜐鉣𦀖𩾳㭘极笈衱㭘极笈跲昅浹㼪𠗉䕹脥梜筴莢唊𥞵鋏頰𩠣蜇哲悊喆嚞𠽻尐𢪍𠯙𧓷𩯰𪇲蠽𣧖䀿靼𩍕㪿折晢晣浙䏳䩢偈揭杰桀㘶（桀）傑楬嵥滐榤碣竭櫭渴𣊅（渴）搩揭担𢷒楬碣竭𠬨蝍癤𢎛𡴺岊節楶幯㸅𤁢𧞩䲙𩯰岊截𢧵䕙𦿐巀蠞𧾢𩟦拮𡔢狤𡔣袺契絜結魝潔𣳱𣚃𧍩𪃈䥛𧾯桔鍥蜈垐堲𢯩茍瞿革亟㥛棘殛蕀𧩦㻷襋悈𡕮極赩𥈜𢤋䀌䵱衋𨒪積𧐐庴踖𨅦（踖）蹐𪃹鶺𦟝脊迹𨒏（迹）跡襀蹟鯽𩺀鰿𤁢借䃊速𧫣（速）庴塉耤膌踖𨅦（踖）瘠㾊（瘠）䣢藉（秦昔切）𧃫（藉）簎籍𨆮猎葃谻𦺩丮𤜾戟屰（戟）𢜭撠𩯋𦻝𤭏屐𨍿𨍺𢜭劇㘌𪄸勣績樍䚐𡧘𡧯諔𧧌漃𠴫寂𦼷墼約激𡫀擊鸄毄轚敫憿檄獥鸄？獥？椺？覡？薂？䚫？𪕯？湒䁒𥠋㗱㠍潗䌖蓻咠舙（咠）葺𧚨亼𠓛𠦫集雦（集）𦺴箿檝鏶慹皀𩾳給（居立切 極業切）芨𦳌伋彶汲㽺急級及𢎜（及）㧀笈拾𨕤𦶍䲯苙吸堲唧㲺𧉍楖蝍㘍𢪍揤𤕺疾𤕼（疾）𤖏（疾）𥏂（疾）𠥻（疾）𤶅（疾）㑵蒺𠹋愱嫉槉𧎿𧪠吃扢曁𦤌（曁）𠕨（曁）訖𧥷䰴吉郆𤿠趌拮狤洁𧾢曁𦤌（曁）𠕨（曁）佶姞趌狤鮚秸郅䞘𢇓堲唧䐚即卽皍（卽）揤楖蝍𤠎𨂢𪃹畟㮨㹄稷𥞷（稷）鯽藉（慈夜切）𧃫（藉）旗髻者（鄉）這（俗以爲近指字 鄉）齌？
tɕʰieʔ7	鏶妾淁睫緁踥穕䌌鯜𣠺𠟪㚲㳧㤴𦛖䧪喢謵詀𣠞𠩂㹤怯𤴼㾀魥抾胠呿匧悏㛍㤲㾜愜㥦篋屮聅硩囅撤徹𢖉（徹）𢕹（徹）㬚（敕列切 直列切）䚢䒆撤徹𢖉（徹）𢕹（徹）澈㯙轍𨅊（直列切 敕列切）掣狾𤠹𢢐池瘛揭愒朅𡐤藒詧沏切䟙㗫竊𢿝（竊）𪙇𪙌柣𡔢𡔣契（苦結切 欺訖切）栔䫔㼤挈蛪鍥猰䩯刺措𢵄𧙞𧻕磧䟄皵洓嫧𠊬𠶸郄郤𡭴綌𧯈㝛宿戚𧠪慽慼𧐶䗩𧒕鏚𪒑𦸗磩鼜喫毄𠿊𣪠䍊𢞒𢿣𢶡燩𥍰緝諿咠輯舙（咠）葺趿𧚨𪔪揖㬤𣉓泣湆七柒桼𢒡（桼）䣛𦸓漆𣴶（漆）㯃𣛺𪄭膝卩㔾𢎟趌蛣詰𩢴乞䒗契鍤㤴𩂻𥯥䈎煠歉（舊音）喋
ɕieʔ7	洽萐喢䀹睫㰼歃箑霎接涉𣥿（涉）㴇（涉）𣻣䤮欇弽韘（失涉切 蘇協切）攝灄欇𥍉歙㩉葉拹㢵脅𣢩嗋𣹩愶熁𣣲蜨𧕊韘𦔼徢𡞘𤗈屟𦩌爕（俗燮字）屧䕈摺燮𤍛𤏻鞢𤫉躞䢡㛍弽䁋偞劦俠協旪（協）𢂐𠗉挾+𤙒綊勰叶齛泄禼紲渫媟絬𥝁㡜暬𣊓𣽒緤褻䊝㔎疶絏𨫔䥍（𨬝之譌）折設蔎揲鞨舌蛥歇𤢔蠍𦪬猲娎焎㚛𡘐䙽𢴲䩤擷契褉籺紇齕覈絜㹂𪕯䐼奊翓䦖𢴲頡𥊯𨵪擷𧀺𥢹襭纈息𧪩（息）鄎蒠㴧㮩𦞜熄瘜螅𥰝䭒𪄛媳棤腊䯜鬄昔惜焟𩾼𦠡舄舃蕮潟磶𩍆夕汐矽穸𨛳席𠩛（席）𥔆（席）蓆褯隙隟（隙）虩裼㭊析𣂔（析）菥淅惁㱤晰皙蜥緆錫㒪（錫）𪎥𧋐赥㤸𣣉𧨃䦧䈪鬩㦦𤄎𥍠𩎕㗩𧿅霫卌𥱵習𦸚槢隰𨻿（隰）濕䒁霫飁騽鰼襲㦻（襲）𧟛（襲）𪄶褶𨝫吸翕翖噏嬆歙熻潝𧬈闟𪅲悉𢚊（悉）𢝕（悉）怸（悉）厀𦸝窸蟋𧀬僁䊝欪咭㣟恄欯莔䒗迄𧥷汔䏌肸䛥釳仡忔肸拾婿壻洩辥（舊）薛（舊）血（鄉又）秫？
ieʔ7	業𤑽（業）𤎸（業）𠄅𠟪鄴䧨㗼嶪澲𢢜㸣𩑃驜鸈𩼋䲜𩋊腌罨㡋㪑𢽱殗鄓䁆䎨䤶餣𦤡䱒浥裛𦀖腌𢽱裛𣄉魘厭嬮𣚕嚈擪靨懕曄曅燁瞱皣㷸饁爗揲殜㯿枼偞葉楪䈎鍱煠殜𩐱𦣀囁讘顳喦酓䶬闑𡴎孽㜸孼蘖櫱𣎴（櫱）𧕏蠥糱䡾钀𤅊讞钀焆𠵭𠱝暍𢉥謁閼黦抴拽苶熱咽噎蠮𤝱䊦㝣肊抑𡊁𠶷𦺳億+䖁+薏+𣚍𣽢澺憶檍臆癔䗷繶醷𩍖蛡弋芅𢓀𢖺㚤杙𢎀𢦭䄩䘝𦏵䣧隿釴翊翌㔴䴬廙潩黓熼𥡪𦔜𧑌翼𠥦𧃟瀷𩙺𨙒𤼌𧾰嗌謚益𠍳（益）𨜶𦶩膉𪕶齸睪𥇝（睪）射掖液腋亦𠅃（亦）易弈奕帟埸𡱿焲㴒痬䘸蜴墿㘁嶧圛燚懌斁澤（夷益切 同醳）燡𥜃𦔥𠓋繹醳譯𤑹驛襗𠩫艗鶂鷁虉岌圾㱞揖𢈈挹邑⻏⻖䓃唈浥悒𦶂裛䭂厭騽曄熠煜孴熠圪疙仡屹𧆫圪𡿪聉㔎耴𦨇𠡝一弌壹夁（壹）𡔾（壹）𡕋（壹）𡕍（壹）乙釔鳦亄䳀欥劮佚䏌佾𢔍（佾）泆逸迭𤖍（逸）軼溢䭿鎰齸隘疑蛺月頁𩑋越𦈭（越）𧻂（越）
tɕyeʔ7	𨼎㔢蕝絕𢇍（絕）𠤉（絕）鱖撅噘𠄌孒氒欮厥𬇌（厥）𨈑（厥）𨈐（厥）𣅞（厥）劂𠢤𧼞蕨獗瘚橛橜𥕲蟨蟩𧽸蹶𨇮𧣸𧱝蹶䞵罬赶鱖撅亅掘𣖬䞷橛橜憠蹷𧤼𨬐𩪜鷢丨夬叏𣲺𢎹决抉芵決玦闋㭈䏐䀗疦𦯊蚗赽趹觖訣鈌駃鴃矞潏憰鴂吷（古穴切 鳥聲）𧝃𧤾譎鐍觼𣬎騤狊郹𠋬湨犑鶪鼳啐卒淬𣨛㰵䱣捽誶崒綷踤𦙮𦺖橘𣎛𧽻䤎𧾣繘𦇹（繘）𦈇（繘）倔屈（渠勿切 九勿切）𡕜（屈）𡲶（屈）揭孑孒𠀔𠜾趉厥氒（厥）𬇌（厥）𨈑（厥）𨈐（厥）𣅞（厥）𦁐䠇𧱝鶌屈𡕜（屈）𡲶（屈）
tɕʰyeʔ7	膬敠絟𥕹𦁐㵐闕缺𦈫𥁍𧖫（𥁍之譌）決蒛湀喹決缺𨴒闋𢔠？𥄎？䠐闃焌黢屈（區勿切 丘月切）𡕜（屈）𡲶（屈）詘𧌑倔怯猝卒□（~~子 蛬也）
ɕyeʔ7	㨹㡜雪䨮鱈𧋍㿱踅㞽狘泧䎀䬂䟠㤜怴㨝楔揳屑偰𥝁（偰）𦵱僁榍𦞚㴽糏𨆳𨇨吷決泬疦瞲血坹䒸𥅧䆝䦑䛎䆷穴𥤢（穴）袕䋉坹𠷾侐洫𤷇𦑍馘䦗𧹭𥄎㰲𪑝淢緎閾𨵨𡕥？𥆛？瞁砉規狊𥍟殈𥆛瞁焱𧪞戌卹㖅恤珬欰𣸃𧊥訹怵㺷𨜿賉𥚋銊䳳？欻歘𦱧？𠦪？䬍？𩙤（䬍）？𩘐？烼？㗵？獝？辥薛辪躠烕隙悉矞
yeʔ7	𦘹扤鈅月囝刖抈玥枂軏𧿁跀噦？𩚴𡡕黦妜𧊎熭璏泧曰戉𨒋𡛟𣐋蚏𥩡䋐越𦈭（越）𧻂（越）粤粵鉞樾兌䓲說娧蛻恱悅脫銳閱𧀲抉妜焆𥈾䆕䆢𪑝或域㽣（域）䧕（域）𢨊（域）𦱂㚜淢琙棫罭蜮𦈸緎魊䮙𪂉坄役𠈿（役）炈疫䓈𧈻垼豛鈠𩂹𪁛𩷍觱䬑抭㧒𢯮𢔥䁌汩汨淿（汨）𦳯𣅕𡿯㧒䫻
poŋ1	崩𨹹（崩）嘣捠浜𢆸䑫絣繃拼㔙閍𥛱祊嗙騯
poŋ3	浜㑟𧚭菶琫𦂌俸□（~乾 ~脃）
poŋ5	泵𥦜堋蹦倗榜㮄𧻓跰逬迸𩶁併𠊧傡螷蠯鮩甏膨䨻𠊧傡掽菶唪
pʰoŋ1	漰堋磅亨亯（亨）𠅖（亨）恲烹亯（烹）𠅖（烹）𩱋（烹）澎伻匉抨怦㛁𤘾𤙀（𤘾）砰𨺀（砰）䍬弸閛姘噴？
pʰoŋ2	甭朋倗堋棚硼鬅鵬錋榜㮄蒡𣂆篣嘭彭棚搒䄘輣澎憉膨𨍩䰃蟚蟛𩡕騯弸㥊棚庄蜂䮾芃𩖛𧚋逢蓬𧓶𥭗篷韸髼龐汎梵堸馮淜（馮）渢𨝭芃帆𩗋（帆）颿
pʰoŋ3	䣙倗剻皏捧
pʰoŋ5	逢𦮔𦺑埲
moŋ2	甿氓萌鋂（萌）甍蕄𧂛䉚𣞑𥌯𥋝瞑嫇盲虻（同蝱）莔𥭮鄳𨞚蝱䥰𥋝䖟（俗蝱字）
moŋ1	蒙
moŋ2	朆𦱛蕄瞢䒐罞髳霿冡蒙𢄐䀄𦿏幪濛檬𨢊䑃朦礞矇艨𨣘䴿靀饛䰒𩦺鸏蠓䤓懜霥雺霚瞢𦫰𧲎𨞯夢懜
moŋ3	鄳勐猛𠩜（猛）蜢艋錳𥋝鱦濛曚朦鸏𤾬懵蠓𪁪䏵
moŋ5	䲛𢅴懜𧀧𨮒鼆䁅黽朚盟𢄾（盟）𧖸𥂗䁅孟霿𢄐艨雺瞢鄸㝱夢䠢
foŋ1	封𡉘（封）𡊽（封）㜂葑崶犎篈𡉚風𠙊（風）𠙈（風）凬（風）偑猦楓碸瘋檒飌𧆉丰𫵮（丰）𡴀仹妦肨峯峰𢓱桻㸼烽蜂㷭鋒𧒒蘴蠭莑豐𣍈（豐）𧯮（豐）酆㒥蘴㠦灃寷麷
foŋ2	馮㵯夆捀逢漨𥛝𥎌縫䩼
foŋ3	覂𢇫諷
foŋ5	封𡉘（封）𡊽（封）葑風𠙊（風）𠙈（風）凬（風）飌（風）檒（風）麷賵𠙒（賵）蠭捀縫俸㡝唪奉𠬻（奉）𢱵（奉）鳳𧱶（鳳）𪆍（鳳）鴌（鳳）𠤈（鳳）
toŋ1	東𢘐倲埬菄𢔅涷𠍀蝀䍶𩜍䰤鶇鯟𧓕凍崠冬𣆼（冬）𣅈（冬）𠘀（冬）𠘗（冬）苳咚氡𠔙笗𧲴𩂓䳉
toŋ3	蝀動（覩孔切）董𦱦（董）蕫箽懂𢤦䵔𧄓湩踵歱黨
toŋ5	涷䍶凍棟㼯腖湩𩭩挏姛硐動㣫（動）𨔝眮酮詷桶侗㓊迵峒洞恫戙胴駧𩐵㗢眮衕絧詷筒慟働奀
tʰoŋ1	侗恫通𢓶（通）痌蓪𨀜嗵𧳆曈俑炵
tʰoŋ2	𢥞痋蟲爞鼕疼+𩦶炵𠩁佟彤㠽㤏浵𨜳䂈𧹝赨鉖𢾮鉵䳋䶱罿𪔝蕫侗挏峒洞硐𩦶𪒿仝同𨚯茼哃𢈉𢏕桐砼𤭁烔眮䆚㼧衕𦨴童𦍻絧酮𧱁僮銅𨝯潼橦曈犝㼿瞳穜鮦𦏆𩍅䴀筒筩
tʰoŋ3	侗垌曈捅桶動㣫（動）𨔝（動）統
tʰoŋ5	痛𪎽
loŋ1	□（歎字）
loŋ2	屸𧙥蘢嚨巃𡃡瀧瓏櫳𪚗曨朧㰍𤮨矓䆍礱+襱龓籠聾蠪𨏠豅谾（豅）𩟭䪊鸗㟅農𦦥（農）𨑇（農）𣊤（農）𨑆（農）𦦤（農）莀（農）辳儂噥㺜𤣜（㺜）憹膿𧗕䢉𨑋𩅽𩟊䃧䥢𣫣㺜𤣜（㺜）濃檂穠襛𨑊𨲳醲𪒬㚅隆癃窿霳𪔳龍竜（龍）𦱉（龍）𢅛（龍）𠊋（龍）𥫈（龍）龒（龍）䰱（龍）蘢𪚝籠𦪽躘𪚠驡鸗龐穠襛茸搑䇯榵穁𥎂髶䩸縟戎𠈋茙𢦦狨㭜𥬪絨駥
loŋ3	𨑊巃曨襱龓籠儱攏𢤱竉㙙隴壠壟軵搑穁冗𡦼宂𡊫𢫨𤘻𤘺𣭲䢇𨍷氄𪕎
loŋ5	癑齈哢礱𤮨（礱）㢅㳥𢙱梇弄𠧗（弄之俗）挵𢫨躘儱贚𩉪䩸𩼅巷（，音 ~唐）
koŋ1	肱𠃋（肱）厷（肱）𠫔（肱）𩉦䍔咣觥𣘯𩃙觵侊疘釭工𢀚（工）㣉（工）𠜝（工）公㒶（公）㓚功攻蚣愩碽篢玒魟釭攻弓宫躬宮匑躳㴦䢼恭𤱨髸䳍龔廾珙共𦱹（共）卄紅
koŋ2	攻
koŋ3	獷懭𨥥礦+穬䵃鑛𪍿𠬞廾巩𢪒拱㤨珙㼦㧬𢀜𢭤𠦕拲栱䂬𨋑䡗輁鞏䱋𢸁孒蛬澒汞
koŋ5	𣹟贛𧆐羾貢䇨㯯㔶𨹁虹（胡江切）𧍺龏供䅃？共？𦱹（共）？
kʰoŋ1	空倥埪𦱇崆𢃐涳悾硿䅝𧌆箜鵼椌匑穹𠫙（穹）焪𢞏𥳎𦵡銎𥳎
kʰoŋ3	𥉁倥孔𡤿（孔）𢖶恐𦶐
kʰoŋ5	空倥悾控𤗇鞚𢖶恐𦶐焪䠻䛪
xoŋ1	薨𠐿𤃫𩖎𩖉𩙛訇揈渹𢝁𥕗𦑟輷䎕鍧轟䎕嚝喤諻謍叿烘焢谾𩗄𩐠魟降（乎攻切）
xoŋ2	𢎞弘苰鞃𥐪吰宏宖竑耾翃浤紘𧮯紭閎鈜彋嵤熒（乎萌切）嶸䃔㗢𩘎洚烘仜䧆𨹁垬虹（戶公切）𧍺䉺洪灴紅𨾊葓葒䫹䪦叿渱谼鉷魟鴻䲨（鴻）訌洚𦏺𤮏橫（書 戸盲切）？𧝒㶇𪏓䬝𢘌彋黌喤瑝䄓蝗鍠韹鐄
xoŋ3	卝澋嗊𢦅兇？洶？詾？
xoŋ5	輷轟橫（戸盲切 戸孟切）㶇蝗烘戇港烘蕻哄閧鬨䃔㗢汞+虹（胡貢切 戸孔切）𧍺鴻䲨（鴻）𠳃𧋔澒+
ʔoŋ1	泓汪（同泓）宖𠰈𨳮謍翁嗡㮬螉䈵䩺𩔚鶲䱵蓊
ʔoŋ2	㟅
ʔoŋ3	浻奣䁝㴄嗡滃䈵勜塕蓊暡䐥𤌏郺
ʔoŋ5	𥥈瓮甕罋𦉥𪖵蕹□（物質劣）
tsoŋ1	㚇堫葼棕嵕㣭猣椶𥓻嵸稯蝬艐翪䗥鬃豵鬉𩮀騣鬷鯼緵宗倧腙中𠁧𠁩𦬕忠舯衷鈡仲樅𧺣𣯨熧磫䡮豵蹤縱𥾞（縱）潨䶱泈柊𣧩終𣊂（終）𤽘（終）𠔾（終）𡦿（終）𢍐（終）𣈩（終）𤽬（終）夊（終）蔠鴤䈺螽𧕠（螽）𧑄鼨䝦𩅧眾𥅫（眾）𠱧（眾）衆𧢸𦬘㕬蚣鈆忪橦伀彸妐炂衳䇗𨳗鍾蹱鐘童（夫~）籦
tsoŋ3	𢉛蓯緫㷓猣䁓嵸翪𩮀鬷𩱛偬揔惣𢝰傯摠㢔𨍈總𠂳（總）冢塚䙕喠𢃓𢃭㣫歱腫種𥢖（種）𥡰（種）踵
tsoŋ5	㚇䁓鯼偬傯粽糉緵𠏭𣀒綜䝋錝湩堹諥中𠁧𠁩衷襱鮦重𡍴（重）𢝆緟重𡍴（重）𨉢蟲蚛𩿀瘲縱𥾞（縱）從㓽㼿種𥢖（種）𥡰（種）偅眾𥅫（眾）𠱧（眾）衆妯
tsʰoŋ1	匆囪囱忩怱葱𢉛𤧚楤蔥𢊕璁聦樬䗓熜𨍉聰蟌䡯繱騘𦇎驄𨣭𨣼㷓鍯鏓忡浺盅𨤩𦟛䝑𪒒傭蹱𨙦摐𨑪瑽樅暰䐫𥡬鏦從鬆𧺣䗥充茺㳘㤝珫䘪𪎽𠝤𠟍衝憧罿䂌𧘂艟䡴褈潼舂摏憃𧐍蹖𪄻樁沖（直弓切 俗或）
tsʰoŋ2	潨藂叢爜𥵫䕺慒𢃏淙悰孮琮㼻誴潨賨鬃沖翀蟲爞烛𦬕盅种褈蝩緟䳯穜重𡍴（重）从從𩀰崇崈㓽𩞉
tsʰoŋ3	𧼙寵埫慫𨿿喠
tsʰoŋ5	謥憁𧩪愡憃蹱趥銃
soŋ1	㬝忪憽檧䯳鬆㣝娀菘崧𧊕𨱿硹嵩崇（嵩）䯷𪀚倯凇𢔋淞蜙鬆松㮤（松）梥（松）庺（松）
soŋ2	淞㮤訟䛦（訟）𧧡（訟）吅（訟）㕬（訟）𩌨慵鱅庸𠆌（庸）
soŋ3	檧𣞷䉥𥳺㪌悚𢷜（悚）竦𢷜（竦）𢖗（竦）傱愯駷聳㩳𦄼䙕
soŋ5	凇鬆送𨕪（送）𨕩（送）宋訟䛦（訟）𧧡（訟）㕬（訟）頌誦吅𢡹尰瘇𤺄訴
tɕioŋ3	窘
tɕʰioŋ2	璚𢗋赹焭惸𡞦睘煢㒌𢶇𦽓憌藑𦾵𨍶嬛䂬輁舼邛𦭭桏𤤶䅃筇𦨰蛩蛬𠌖𩬰𩢽𥳎窮藭𥨪
ɕioŋ1	兄𧵣熒（翾營切）銎凶兇匈𣧑洶恟胸胷訩𧧗芎酗？
ɕioŋ2	瓊雄赨（雄）熊𪏛（熊）□(責也)
ɕioŋ3	𦬺
ɕioŋ5	詗夐敻矎醟䠗？𧽒？□(責也)
ioŋ1	蕹罋邕嗈雍（於容切）壅（於容切）噰擁（於容切 遮也）郺𢹭（於容切）澭臃㻾雝𧴗廱灉𪄉饔癰庸𠆌（庸）
ioŋ2	𩤛喁遇顒鰅雄赨（雄）肜隔融瀜曧㝐容𠕺（容）䡆傛搈蓉溶瑢榕㣑熔㼸𤮇褣䈶𨲟鎔𪃾頌傭鄘墉𩫱（墉）𩫃（墉）㟾㺎滽槦𤛑銿𦤘𢧳𧴄鱅䗤𪅟嵱雄赨（雄）榮
ioŋ3	永擁𢹬㨣𢹭雍（於勇反）壅臃𢶜傛溶甬俑勇勈埇涌悀恿湧塎蛹𧗴𧻹踊慂惥踴鏞
