汉字	声韵	声调	声母	韵母	字音	注释
紗	so	44	s	o	紗so44	
絲	sɿ	44	s	ɿ	絲sɿ44	
腮	sɿ	44	s	ɿ	腮sɿ44	
蘇	su	44	s	u	蘇su44	
詩	sɿ	44	s	ɿ	詩sɿ44	
軒	se	44	s	e	軒se44	
送	soŋ	44	s	oŋ	送soŋ44	
閂	sø	44	s	ø	閂sø44	
雖	sai	44	s	ai	雖sai44	
颼	sau	44	s	au	颼sau44	
餿	sau	44	s	au	餿sau44	
鮮	se	44	s	e	鮮se44	
鉗	dze	44	dz	e	鉗dze44	
柴	za	44	z	a	柴za44	
嬌	tɕiɔ	44	tɕ	iɔ	嬌tɕiɔ44	
幾	tɕi	44	tɕ	i	幾tɕi44	
張	tɕia	44	tɕ	ia	張tɕia44	
既	tɕi	44	tɕ	i	既tɕi44	
樁	tɕyo	44	tɕ	yo	樁tɕyo44	
樵	tɕiɔ	44	tɕ	iɔ	樵tɕiɔ44	
機	tɕi	44	tɕ	i	機tɕi44	
漿	tɕia	44	tɕ	ia	漿tɕia44	
澆	tɕiɔ	44	tɕ	iɔ	澆tɕiɔ44	
瞧	tɕiɔ	44	tɕ	iɔ	瞧tɕiɔ44	
矯	tɕiɔ	44	tɕ	iɔ	矯tɕiɔ44	
硃	tɕy	44	tɕ	y	硃tɕy44	
祈	tɕi	44	tɕ	i	祈tɕi44	
糾	tɕiau	44	tɕ	iau	糾tɕiau44	
絹	tɕyø	44	tɕ	yø	絹tɕyø44	
經	tɕiaŋ	44	tɕ	iaŋ	經tɕiaŋ44	
羈	tɕi	44	tɕ	i	羈tɕi44	
肫	tɕyøŋ	44	tɕ	yøŋ	肫tɕyøŋ44	
荊	tɕiaŋ	44	tɕ	iaŋ	荊tɕiaŋ44	
蒸	tɕiŋ	44	tɕ	iŋ	蒸tɕiŋ44	
蛆	tɕy	44	tɕ	y	蛆tɕy44	
規	tɕy	44	tɕ	y	規tɕy44	
誅	tɕy	44	tɕ	y	誅tɕy44	
諸	tɕy	44	tɕ	y	諸tɕy44	
譏	tɕi	44	tɕ	i	譏tɕi44	
軍	tɕyøŋ	44	tɕ	yøŋ	軍tɕyøŋ44	
鈞	tɕyøŋ	44	tɕ	yøŋ	鈞tɕyøŋ44	
錐	tɕy	44	tɕ	y	錐tɕy44	
錦	tɕiaŋ	44	tɕ	iaŋ	錦tɕiaŋ44	
鍾	tɕyo	44	tɕ	yo	鍾tɕyo44	
鐘	tɕyo	44	tɕ	yo	鐘tɕyo44	
鑄	tɕy	44	tɕ	y	鑄tɕy44	
障	tɕia	44	tɕ	ia	障tɕia44	
雞	tɕi	44	tɕ	i	雞tɕi44	
飢	tɕi	44	tɕ	i	飢tɕi44	
饑	tɕi	44	tɕ	i	饑tɕi44	
驕	tɕiɔ	44	tɕ	iɔ	驕tɕiɔ44	
驚	tɕiaŋ	44	tɕ	iaŋ	驚tɕiaŋ44	
鳩	tɕiau	44	tɕ	iau	鳩tɕiau44	
龜	tɕy	44	tɕ	y	龜tɕy44	
伸	tɕʰyøŋ	44	tɕʰ	yøŋ	伸tɕʰyøŋ44	
匡	tɕʰyo	44	tɕʰ	yo	匡tɕʰyo44	
區	tɕʰy	44	tɕʰ	y	區tɕʰy44	
囪	tɕʰioŋ	44	tɕʰ	ioŋ	囪tɕʰioŋ44	
奢	tɕʰi	44	tɕʰ	i	奢tɕʰi44	
妻	tɕʰi	44	tɕʰ	i	妻tɕʰi44	
揪	tɕʰiu	44	tɕʰ	iu	揪tɕʰiu44	
暢	tɕʰia	44	tɕʰ	ia	暢tɕʰia44	
椿	tɕʰyøŋ	44	tɕʰ	yøŋ	椿tɕʰyøŋ44	
槍	tɕʰia	44	tɕʰ	ia	槍tɕʰia44	
樞	tɕʰy	44	tɕʰ	y	樞tɕʰy44	
欽	tɕʰiaŋ	44	tɕʰ	iaŋ	欽tɕʰiaŋ44	
沖	tɕʰioŋ	44	tɕʰ	ioŋ	沖tɕʰioŋ44	
稱	tɕʰieŋ	44	tɕʰ	ieŋ	稱tɕʰieŋ44	
繰	tɕʰiɔ	44	tɕʰ	iɔ	繰tɕʰiɔ44	
羌	tɕʰia	44	tɕʰ	ia	羌tɕʰia44	
舂	tɕʰioŋ	44	tɕʰ	ioŋ	舂tɕʰioŋ44	
蟶	tɕʰieŋ	44	tɕʰ	ieŋ	蟶tɕʰieŋ44	
賒	tɕʰi	44	tɕʰ	i	賒tɕʰi44	
趨	tɕʰy	44	tɕʰ	y	趨tɕʰy44	
車	tɕʰi	44	tɕʰ	i	車tɕʰi44	
輕	tɕʰiaŋ	44	tɕʰ	iaŋ	輕tɕʰiaŋ44	
鍬	tɕʰiɔ	44	tɕʰ	iɔ	鍬tɕʰiɔ44	
驅	tɕʰy	44	tɕʰ	y	驅tɕʰy44	
傷	ɕia	44	ɕ	ia	傷ɕia44	
凶	ɕiaŋ	44	ɕ	iaŋ	凶ɕiaŋ44	
勛	ɕyøŋ	44	ɕ	yøŋ	勛ɕyøŋ44	
囂	ɕiɔ	44	ɕ	iɔ	囂ɕiɔ44	
尿	ɕy	44	ɕ	y	尿ɕy44	
庶	ɕy	44	ɕ	y	庶ɕy44	
廂	ɕia	44	ɕ	ia	廂ɕia44	
悄	ɕiɔ	44	ɕ	iɔ	悄ɕiɔ44	
掀	ɕiaŋ	44	ɕ	iaŋ	掀ɕiaŋ44	
旬	ɕyøŋ	44	ɕ	yøŋ	旬ɕyøŋ44	
曉	ɕiɔ	44	ɕ	iɔ	曉ɕiɔ44	
書	ɕy	44	ɕ	y	書ɕy44	
松	ɕyo	44	ɕ	yo	松ɕyo44	
燒	ɕiɔ	44	ɕ	iɔ	燒ɕiɔ44	
犧	ɕi	44	ɕ	i	犧ɕi44	
皴	ɕyøŋ	44	ɕ	yøŋ	皴ɕyøŋ44	
簫	ɕiɔ	44	ɕ	iɔ	簫ɕiɔ44	
綏	ɕy	44	ɕ	y	綏ɕy44	
聲	ɕieŋ	44	ɕ	ieŋ	聲ɕieŋ44	
荀	ɕyøŋ	44	ɕ	yøŋ	荀ɕyøŋ44	
蕭	ɕiɔ	44	ɕ	iɔ	蕭ɕiɔ44	
虛	ɕy	44	ɕ	y	虛ɕy44	
詢	ɕyøŋ	44	ɕ	yøŋ	詢ɕyøŋ44	
輸	ɕy	44	ɕ	y	輸ɕy44	
鄉	ɕia	44	ɕ	ia	鄉ɕia44	
銷	ɕiɔ	44	ɕ	iɔ	銷ɕiɔ44	
雙	ɕyo	44	ɕ	yo	雙ɕyo44	
靴	ɕy	44	ɕ	y	靴ɕy44	
須	ɕy	44	ɕ	y	須ɕy44	
逞	dʑieŋ	44	dʑ	ieŋ	逞dʑieŋ44	
償	ʑia	44	ʑ	ia	償ʑia44	
嘗	ʑia	44	ʑ	ia	嘗ʑia44	
裳	ʑia	44	ʑ	ia	裳ʑia44	
亨	ha	44	h	a	亨ha44	
呼	hu	44	h	u	呼hu44	
婚	huaŋ	44	h	uaŋ	婚huaŋ44	
揮	huai	44	h	uai	揮huai44	
昏	huaŋ	44	h	uaŋ	昏huaŋ44	
歡	hø	44	h	ø	歡hø44	
葷	hø	44	h	ø	葷hø44	
蒿	hɔ	44	h	ɔ	蒿hɔ44	
薅	hɔ	44	h	ɔ	薅hɔ44	
蛤	he	44	h	e	蛤he44	
蝦	ho	44	h	o	蝦ho44	
謊	ho	44	h	o	謊ho44	
輝	huai	44	h	uai	輝huai44	
轟	hoŋ	44	h	oŋ	轟hoŋ44	
酣	he	44	h	e	酣he44	
馨	haŋ	44	h	aŋ	馨haŋ44	
麾	huai	44	h	uai	麾huai44	
鼾	he	44	h	e	鼾he44	
幻	ɦuɛ	44	ɦ	uɛ	幻ɦuɛ44	
悠	ɦiau	44	ɦ	iau	悠ɦiau44	
淤	ɦy	44	ɦ	y	淤ɦy44	
媽	ma	44	m	a	媽ma44	
南	ne	44	n	e	南ne44	
黏	ȵi	44	ȵ	i	黏ȵi44	
崖	ŋɛ	44	ŋ	ɛ	崖ŋɛ44	
涯	ŋɛ	44	ŋ	ɛ	涯ŋɛ44	
拉	la	44	l	a	拉la44	
彌	mi	44	m	i	彌mi44	
滿	mø	44	m	ø	滿mø44	
挪	na	44	n	a	挪na44	
櫻	na	44	n	a	櫻na44	
拈	ȵi	44	ȵ	i	拈ȵi44	
研	ȵi	44	ȵ	i	研ȵi44	
粘	ȵi	44	ȵ	i	粘ȵi44	
丫	a	44		a	丫a44	
亞	a	44		a	亞a44	
倭	o	44		o	倭o44	
嘔	au	44		au	嘔au44	
塢	u	44		u	塢u44	
安	e	44		e	安e44	
彎	uɛ	44		uɛ	彎uɛ44	
恩	aŋ	44		aŋ	恩aŋ44	
慪	au	44		au	慪au44	
歐	au	44		au	歐au44	
歪	ua	44		ua	歪ua44	
毆	au	44		au	毆au44	
汙	u	44		u	汙u44	
淵	e	44		e	淵e44	
溫	uaŋ	44		uaŋ	溫uaŋ44	
漚	au	44		au	漚au44	
灣	uɛ	44		uɛ	灣uɛ44	
烏	u	44		u	烏u44	
焉	e	44		e	焉e44	
煙	e	44		e	煙e44	
甕	oŋ	44		oŋ	甕oŋ44	
瘟	uaŋ	44		uaŋ	瘟uaŋ44	
窩	u	44		u	窩u44	
窪	ua	44		ua	窪ua44	
翁	oŋ	44		oŋ	翁oŋ44	
蛙	ua	44		ua	蛙ua44	
蝦	o	44		o	蝦o44	
蝸	o	44		o	蝸o44	
阿	o	44		o	阿o44	
鞍	e	44		e	鞍e44	
鴉	a	44		a	鴉a44	
伴	pʰø	24	pʰ	ø	伴pʰø24	
並	beŋ	24	b	eŋ	並beŋ24	
培	bai	24	b	ai	培bai24	
棒	bo	24	b	o	棒bo24	
棚	ba	24	b	a	棚ba24	
棚	boŋ	24	b	oŋ	棚boŋ24	
罷	ba	24	b	a	罷ba24	
脾	bi	24	b	i	脾bi24	
蚌	ba	24	b	a	蚌ba24	
辮	be	24	b	e	辮be24	
辯	be	24	b	e	辯be24	
鮑	bɔ	24	b	ɔ	鮑bɔ24	
鰾	biɔ	24	b	iɔ	鰾biɔ24	
捅	tʰoŋ	24	tʰ	oŋ	捅tʰoŋ24	
動	doŋ	24	d	oŋ	動doŋ24	
斷	daŋ	24	d	aŋ	斷daŋ24	
團	daŋ	24	d	aŋ	團daŋ24	
填	de	24	d	e	填de24	
宕	do	24	d	o	宕do24	
待	dɛ	24	d	ɛ	待dɛ24	
沌	daŋ	24	d	aŋ	沌daŋ24	
杆	ke	24	k	e	杆ke24	
侮	ʋu	24	ʋ	u	侮ʋu24	
俸	ʋoŋ	24	ʋ	oŋ	俸ʋoŋ24	
刎	ʋaŋ	24	ʋ	aŋ	刎ʋaŋ24	
吠	ʋi	24	ʋ	i	吠ʋi24	
吻	ʋaŋ	24	ʋ	aŋ	吻ʋaŋ24	
奉	ʋoŋ	24	ʋ	oŋ	奉ʋoŋ24	
婦	ʋu	24	ʋ	u	婦ʋu24	
忿	ʋaŋ	24	ʋ	aŋ	忿ʋaŋ24	
憤	ʋaŋ	24	ʋ	aŋ	憤ʋaŋ24	
撫	ʋu	24	ʋ	u	撫ʋu24	
晚	ʋɛ	24	ʋ	ɛ	晚ʋɛ24	
武	ʋu	24	ʋ	u	武ʋu24	
焚	ʋaŋ	24	ʋ	aŋ	焚ʋaŋ24	
父	ʋu	24	ʋ	u	父ʋu24	
犯	ʋa	24	ʋ	a	犯ʋa24	
範	ʋa	24	ʋ	a	範ʋa24	
舞	ʋu	24	ʋ	u	舞ʋu24	
負	ʋau	24	ʋ	au	負ʋau24	
朕	tsaŋ	24	ts	aŋ	朕tsaŋ24	
此	tsʰɿ	24	tsʰ	ɿ	此tsʰɿ24	
屎	sɿ	24	s	ɿ	屎sɿ24	
矢	sɿ	24	s	ɿ	矢sɿ24	
件	dze	24	dz	e	件dze24	
漸	dzɛ	24	dz	ɛ	漸dzɛ24	
苧	dzɿ	24	dz	ɿ	苧dzɿ24	
冉	ze	24	z	e	冉ze24	
冗	zoŋ	24	z	oŋ	冗zoŋ24	
善	ze	24	z	e	善ze24	
撰	zø	24	z	ø	撰zø24	
汝	zy	24	z	y	汝zy24	
盡	zaŋ	24	z	aŋ	盡zaŋ24	
稚	zɿ	24	z	ɿ	稚zɿ24	
聚	zy	24	z	y	聚zy24	
腎	zaŋ	24	z	aŋ	腎zaŋ24	
膳	ze	24	z	e	膳ze24	
葚	zaŋ	24	z	aŋ	葚zaŋ24	
驟	zau	24	z	au	驟zau24	
整	tɕieŋ	24	tɕ	ieŋ	整tɕieŋ24	
矩	tɕy	24	tɕ	y	矩tɕy24	
匠	dʑia	24	dʑ	ia	匠dʑia24	
擾	dʑiɔ	24	dʑ	iɔ	擾dʑiɔ24	
柩	dʑiau	24	dʑ	iau	柩dʑiau24	
窘	dʑyøŋ	24	dʑ	yøŋ	窘dʑyøŋ24	
紂	dʑiu	24	dʑ	iu	紂dʑiu24	
紹	dʑiɔ	24	dʑ	iɔ	紹dʑiɔ24	
趙	dʑiɔ	24	dʑ	iɔ	趙dʑiɔ24	
迥	dʑioŋ	24	dʑ	ioŋ	迥dʑioŋ24	
乳	ʑy	24	ʑ	y	乳ʑy24	
授	ʑiu	24	ʑ	iu	授ʑiu24	
敘	ʑy	24	ʑ	y	敘ʑy24	
盾	ʑyøŋ	24	ʑ	yøŋ	盾ʑyøŋ24	
緒	ʑy	24	ʑ	y	緒ʑy24	
署	ʑy	24	ʑ	y	署ʑy24	
臍	ʑi	24	ʑ	i	臍ʑi24	
薺	ʑi	24	ʑ	i	薺ʑi24	
藉	ʑi	24	ʑ	i	藉ʑi24	
豎	ʑy	24	ʑ	y	豎ʑy24	
靜	ʑieŋ	24	ʑ	ieŋ	靜ʑieŋ24	
匯	ɦuai	24	ɦ	uai	匯ɦuai24	
宦	ɦuɛ	24	ɦ	uɛ	宦ɦuɛ24	
尹	ɦyøŋ	24	ɦ	yøŋ	尹ɦyøŋ24	
幸	ɦa	24	ɦ	a	幸ɦa24	
後	ɦau	24	ɦ	au	後ɦau24	
戶	ɦu	24	ɦ	u	戶ɦu24	
撼	ɦɛ	24	ɦ	ɛ	撼ɦɛ24	
杏	ɦa	24	ɦ	a	杏ɦa24	
橫	ɦua	24	ɦ	ua	橫ɦua24	
滬	ɦu	24	ɦ	u	滬ɦu24	
禍	ɦu	24	ɦ	u	禍ɦu24	
渺	miɔ	24	m	iɔ	渺miɔ24	
秒	miɔ	24	m	iɔ	秒miɔ24	
莽	moŋ	24	m	oŋ	莽moŋ24	
藐	miɔ	24	m	iɔ	藐miɔ24	
嶺	neŋ	24	n	eŋ	嶺neŋ24	
曩	no	24	n	o	曩no24	
儼	ȵi	24	ȵ	i	儼ȵi24	
嚷	ȵia	24	ȵ	ia	嚷ȵia24	
壤	ȵia	24	ȵ	ia	壤ȵia24	
攘	ȵia	24	ȵ	ia	攘ȵia24	
軟	ȵy	24	ȵ	y	軟ȵy24	
兩	lia	24	l	ia	兩lia24	
壘	lai	24	l	ai	壘lai24	
懶	lɛ	24	l	ɛ	懶lɛ24	
摟	lau	24	l	au	摟lau24	
攬	la	24	l	a	攬la24	
朗	lo	24	l	o	朗lo24	
櫓	lu	24	l	u	櫓lu24	
欖	la	24	l	a	欖la24	
燎	liɔ	24	l	iɔ	燎liɔ24	
理	li	24	l	i	理li24	
簍	lau	24	l	au	簍lau24	
纜	la	24	l	a	纜la24	
裏	li	24	l	i	裏li24	
魯	lu	24	l	u	魯lu24	
鯉	li	24	l	i	鯉li24	
斷	dø	24	d	ø	斷dø24	
儡	lai	24	l	ai	儡lai24	
履	li	24	l	i	履li24	
李	li	24	l	i	李li24	
禮	li	24	l	i	禮li24	
累	lai	24	l	ai	累lai24	
老	lɔ	24	l	ɔ	老lɔ24	
虜	lu	24	l	u	虜lu24	
每	mai	24	m	ai	每mai24	
米	mi	24	m	i	米mi24	
美	mi	24	m	i	美mi24	
買	ma	24	m	a	買ma24	
靡	mi	24	m	i	靡mi24	
乃	nɛ	24	n	ɛ	乃nɛ24	
惱	nɔ	24	n	ɔ	惱nɔ24	
耳	n	24		n	耳n24	
腦	nɔ	24	n	ɔ	腦nɔ24	
餌	n	24		n	餌n24	
五	ŋ	24		ŋ	五ŋ24	
伍	ŋ	24		ŋ	伍ŋ24	
午	ŋ	24		ŋ	午ŋ24	
與	y	24		y	與y24	
並	peŋ	42	p	eŋ	並peŋ42	
報	pɔ	42	p	ɔ	報pɔ42	
怖	pu	42	p	u	怖pu42	
播	pu	42	p	u	播pu42	
殯	peŋ	42	p	eŋ	殯peŋ42	
秘	pi	42	p	i	秘pi42	
簸	pai	42	p	ai	簸pai42	
絆	pɛ	42	p	ɛ	絆pɛ42	
萌	peŋ	42	p	eŋ	萌peŋ42	
貝	pai	42	p	ai	貝pai42	
輩	pai	42	p	ai	輩pai42	
轡	pi	42	p	i	轡pi42	
迸	poŋ	42	p	oŋ	迸poŋ42	
閉	pi	42	p	i	閉pi42	
叛	pʰø	42	pʰ	ø	叛pʰø42	
噴	pʰaŋ	42	pʰ	aŋ	噴pʰaŋ42	
姘	pʰeŋ	42	pʰ	eŋ	姘pʰeŋ42	
拚	pʰeŋ	42	pʰ	eŋ	拚pʰeŋ42	
拼	pʰeŋ	42	pʰ	eŋ	拼pʰeŋ42	
沛	pʰai	42	pʰ	ai	沛pʰai42	
瓣	pʰɛ	42	pʰ	ɛ	瓣pʰɛ42	
襻	pʰɛ	42	pʰ	ɛ	襻pʰɛ42	
鋪	pʰu	42	pʰ	u	鋪pʰu42	
騙	pʰe	42	pʰ	e	騙pʰe42	
凍	toŋ	42	t	oŋ	凍toŋ42	
凳	taŋ	42	t	aŋ	凳taŋ42	
吊	tiɔ	42	t	iɔ	吊tiɔ42	
妒	tu	42	t	u	妒tu42	
帶	ta	42	t	a	帶ta42	
戴	ta	42	t	a	戴ta42	
戴	tɛ	42	t	ɛ	戴tɛ42	
抵	ti	42	t	i	抵ti42	
擔	tɛ	42	t	ɛ	擔tɛ42	
斷	tø	42	t	ø	斷tø42	
旦	tɛ	42	t	ɛ	旦tɛ42	
棟	toŋ	42	t	oŋ	棟toŋ42	
當	to	42	t	o	當to42	
訂	teŋ	42	t	eŋ	訂teŋ42	
誕	tɛ	42	t	ɛ	誕tɛ42	
跳	tiɔ	42	t	iɔ	跳tiɔ42	
釘	teŋ	42	t	eŋ	釘teŋ42	
釣	tiɔ	42	t	iɔ	釣tiɔ42	
鍛	tø	42	t	ø	鍛tø42	
頓	taŋ	42	t	aŋ	頓taŋ42	
鬥	tau	42	t	au	鬥tau42	
唾	tʰai	42	tʰ	ai	唾tʰai42	
態	tʰɛ	42	tʰ	ɛ	態tʰɛ42	
提	tʰi	42	tʰ	i	提tʰi42	
歎	tʰɛ	42	tʰ	ɛ	歎tʰɛ42	
燙	tʰo	42	tʰ	o	燙tʰo42	
糶	tʰiɔ	42	tʰ	iɔ	糶tʰiɔ42	
聽	tʰeŋ	42	tʰ	eŋ	聽tʰeŋ42	
褪	tʰaŋ	42	tʰ	aŋ	褪tʰaŋ42	
貸	tʰe	42	tʰ	e	貸tʰe42	
丐	ke	42	k	e	丐ke42	
個	kai	42	k	ai	個kai42	
價	ko	42	k	o	價ko42	
劊	kuai	42	k	uai	劊kuai42	
夠	kau	42	k	au	夠kau42	
尷	kɛ	42	k	ɛ	尷kɛ42	
屆	ka	42	k	a	屆ka42	
干	ke	42	k	e	干ke42	
干	kɛ	42	k	ɛ	干kɛ42	
慣	kuɛ	42	k	uɛ	慣kuɛ42	
更	kaŋ	42	k	aŋ	更kaŋ42	
會	kuai	42	k	uai	會kuai42	
構	kau	42	k	au	構kau42	
汞	koŋ	42	k	oŋ	汞koŋ42	
犒	kɔ	42	k	ɔ	犒kɔ42	
監	kɛ	42	k	ɛ	監kɛ42	
繪	kuai	42	k	uai	繪kuai42	
蓋	ke	42	k	e	蓋ke42	
觀	kø	42	k	ø	觀kø42	
諫	kɛ	42	k	ɛ	諫kɛ42	
貢	koŋ	42	k	oŋ	貢koŋ42	
貫	kø	42	k	ø	貫kø42	
貴	kuai	42	k	uai	貴kuai42	
購	kau	42	k	au	購kau42	
鋸	kɯ	42	k	ɯ	鋸kɯ42	
鋼	ko	42	k	o	鋼ko42	
鑒	kɛ	42	k	ɛ	鑒kɛ42	
間	kɛ	42	k	ɛ	間kɛ42	
顧	ku	42	k	u	顧ku42	
駕	ko	42	k	o	駕ko42	
鱖	kuai	42	k	uai	鱖kuai42	
丐	kʰa	42	kʰ	a	丐kʰa42	
叩	kʰau	42	kʰ	au	叩kʰau42	
坎	kʰe	42	kʰ	e	坎kʰe42	
塊	kʰuai	42	kʰ	uai	塊kʰuai42	
嵌	kʰɛ	42	kʰ	ɛ	嵌kʰɛ42	
庫	kʰu	42	kʰ	u	庫kʰu42	
愧	kʰuai	42	kʰ	uai	愧kʰuai42	
擴	kʰo	42	kʰ	o	擴kʰo42	
曠	kʰo	42	kʰ	o	曠kʰo42	
炕	kʰo	42	kʰ	o	炕kʰo42	
看	kʰɛ	42	kʰ	ɛ	看kʰɛ42	
礦	kʰo	42	kʰ	o	礦kʰo42	
筷	kʰua	42	kʰ	ua	筷kʰua42	
蒯	kʰuai	42	kʰ	uai	蒯kʰuai42	
褲	kʰu	42	kʰ	u	褲kʰu42	
課	kʰo	42	kʰ	o	課kʰo42	
億	i	42		i	億i42	
印	iaŋ	42		iaŋ	印iaŋ42	
孕	iaŋ	42		iaŋ	孕iaŋ42	
憶	i	42		i	憶i42	
映	iaŋ	42		iaŋ	映iaŋ42	
泳	ioŋ	42		ioŋ	泳ioŋ42	
窨	iaŋ	42		iaŋ	窨iaŋ42	
蔭	iaŋ	42		iaŋ	蔭iaŋ42	
詠	ioŋ	42		ioŋ	詠ioŋ42	
不	fu	42	f	u	不fu42	
付	fu	42	f	u	付fu42	
傅	fu	42	f	u	傅fu42	
廢	fi	42	f	i	廢fi42	
放	fo	42	f	o	放fo42	
泛	fɛ	42	f	ɛ	泛fɛ42	
番	fɛ	42	f	ɛ	番fɛ42	
痱	fi	42	f	i	痱fi42	
糞	faŋ	42	f	aŋ	糞faŋ42	
諷	foŋ	42	f	oŋ	諷foŋ42	
貨	fu	42	f	u	貨fu42	
販	fɛ	42	f	ɛ	販fɛ42	
費	fi	42	f	i	費fi42	
賦	fu	42	f	u	賦fu42	
債	tsa	42	ts	a	債tsa42	
劍	tse	42	ts	e	劍tse42	
占	tse	42	ts	e	占tse42	
壯	tso	42	ts	o	壯tso42	
宰	tsɛ	42	ts	ɛ	宰tsɛ42	
寸	tsø	42	ts	ø	寸tsø42	
戰	tse	42	ts	e	戰tse42	
撰	tsø	42	ts	ø	撰tsø42	
晉	tsaŋ	42	ts	aŋ	晉tsaŋ42	
智	tsɿ	42	ts	ɿ	智tsɿ42	
榨	tso	42	ts	o	榨tso42	
濺	tse	42	ts	e	濺tse42	
灶	tsɔ	42	ts	ɔ	灶tsɔ42	
皺	tsau	42	ts	au	皺tsau42	
窒	tsɿ	42	ts	ɿ	窒tsɿ42	
站	tsɛ	42	ts	ɛ	站tsɛ42	
粽	tsoŋ	42	ts	oŋ	粽tsoŋ42	
縐	tsau	42	ts	au	縐tsau42	
縱	tsoŋ	42	ts	oŋ	縱tsoŋ42	
罩	tsɔ	42	ts	ɔ	罩tsɔ42	
薦	tse	42	ts	e	薦tse42	
見	tse	42	ts	e	見tse42	
贅	tsai	42	ts	ai	贅tsai42	
贊	tsɛ	42	ts	ɛ	贊tsɛ42	
載	tsɛ	42	ts	ɛ	載tsɛ42	
進	tsaŋ	42	ts	aŋ	進tsaŋ42	
醉	tsai	42	ts	ai	醉tsai42	
鎮	tsaŋ	42	ts	aŋ	鎮tsaŋ42	
顫	tse	42	ts	e	顫tse42	
串	tsʰyøŋ	42	tsʰ	yøŋ	串tsʰyøŋ42	
侵	tsʰaŋ	42	tsʰ	aŋ	侵tsʰaŋ42	
券	tsʰø	42	tsʰ	ø	券tsʰø42	
創	tsʰo	42	tsʰ	o	創tsʰo42	
勸	tsʰø	42	tsʰ	ø	勸tsʰø42	
振	tsʰaŋ	42	tsʰ	aŋ	振tsʰaŋ42	
措	tsʰo	42	tsʰ	o	措tsʰo42	
湊	tsʰau	42	tsʰ	au	湊tsʰau42	
竄	tsʰø	42	tsʰ	ø	竄tsʰø42	
翅	tsʰɿ	42	tsʰ	ɿ	翅tsʰɿ42	
襯	tsʰaŋ	42	tsʰ	aŋ	襯tsʰaŋ42	
誓	tsʰɛ	42	tsʰ	ɛ	誓tsʰɛ42	
銼	tsʰo	42	tsʰ	o	銼tsʰo42	
錯	tsʰo	42	tsʰ	o	錯tsʰo42	
震	tsʰaŋ	42	tsʰ	aŋ	震tsʰaŋ42	
喪	so	42	s	o	喪so42	
帥	sɛ	42	s	ɛ	帥sɛ42	
思	sɿ	42	s	ɿ	思sɿ42	
慫	soŋ	42	s	oŋ	慫soŋ42	
憲	se	42	s	e	憲se42	
數	su	42	s	u	數su42	
曬	sa	42	s	a	曬sa42	
楦	sø	42	s	ø	楦sø42	
歲	sai	42	s	ai	歲sai42	
滲	saŋ	42	s	aŋ	滲saŋ42	
漱	sau	42	s	au	漱sau42	
獻	se	42	s	e	獻se42	
瘦	sau	42	s	au	瘦sau42	
線	se	42	s	e	線se42	
訊	saŋ	42	s	aŋ	訊saŋ42	
訴	su	42	s	u	訴su42	
試	sɿ	42	s	ɿ	試sɿ42	
賜	sɿ	42	s	ɿ	賜sɿ42	
賽	sɛ	42	s	ɛ	賽sɛ42	
遜	sø	42	s	ø	遜sø42	
棧	dzɛ	42	dz	ɛ	棧dzɛ42	
賃	zaŋ	42	z	aŋ	賃zaŋ42	
勁	tɕiaŋ	42	tɕ	iaŋ	勁tɕiaŋ42	
卷	tɕyøŋ	42	tɕ	yøŋ	卷tɕyøŋ42	
咒	tɕiau	42	tɕ	iau	咒tɕiau42	
帳	tɕia	42	tɕ	ia	帳tɕia42	
據	tɕy	42	tɕ	y	據tɕy42	
擠	tɕi	42	tɕ	i	擠tɕi42	
晝	tɕiu	42	tɕ	iu	晝tɕiu42	
浚	tɕyøŋ	42	tɕ	yøŋ	浚tɕyøŋ42	
濟	tɕi	42	tɕ	i	濟tɕi42	
灸	tɕiau	42	tɕ	iau	灸tɕiau42	
癸	tɕy	42	tɕ	y	癸tɕy42	
眷	tɕyø	42	tɕ	yø	眷tɕyø42	
眾	tɕioŋ	42	tɕ	ioŋ	眾tɕioŋ42	
種	tɕyo	42	tɕ	yo	種tɕyo42	
繼	tɕi	42	tɕ	i	繼tɕi42	
脹	tɕia	42	tɕ	ia	脹tɕia42	
著	tɕy	42	tɕ	y	著tɕy42	
計	tɕi	42	tɕ	i	計tɕi42	
記	tɕi	42	tɕ	i	記tɕi42	
證	tɕiŋ	42	tɕ	iŋ	證tɕiŋ42	
警	tɕiaŋ	42	tɕ	iaŋ	警tɕiaŋ42	
賬	tɕia	42	tɕ	ia	賬tɕia42	
醬	tɕia	42	tɕ	ia	醬tɕia42	
鏡	tɕiaŋ	42	tɕ	iaŋ	鏡tɕiaŋ42	
際	tɕi	42	tɕ	i	際tɕi42	
駐	tɕy	42	tɕ	y	駐tɕy42	
俏	tɕʰiɔ	42	tɕʰ	iɔ	俏tɕʰiɔ42	
慶	tɕʰiaŋ	42	tɕʰ	iaŋ	慶tɕʰiaŋ42	
棄	tɕʰi	42	tɕʰ	i	棄tɕʰi42	
氣	tɕʰi	42	tɕʰ	i	氣tɕʰi42	
磬	tɕʰiaŋ	42	tɕʰ	iaŋ	磬tɕʰiaŋ42	
稱	tɕʰieŋ	42	tɕʰ	ieŋ	稱tɕʰieŋ42	
竅	tɕʰiɔ	42	tɕʰ	iɔ	竅tɕʰiɔ42	
臭	tɕʰiu	42	tɕʰ	iu	臭tɕʰiu42	
