漢字	拼音方案		IPA	注釋	説明：兩種拼音方案的聲調，都遵循以下對應規則，即：陰平1，陰上2，陰去3，陰入4，陽平5，陽上6，陽去7，陽入8									
飾	sek4	sêg4	sek˨											
殖	sek4	sêg4	sek˨											
植	sek4	sêg4	sek˨											
棘	kek4	gêg4	kek˨											
極	kek8	gêg8	kek˥˦											
憶	ek8	êg8	ek˥˦	文										
憶	ek4	êg4	ek˨	又文，記~力										
憶	i3	i3	i˨˩˨	又										
憶	inn3	in3	i ̃˨˩˨	又，~得										
憶	ik4	ig4	ik˨	白，~得										
億	ek8	êg8	ek˥˦											
抑	ak4	ag4	ak˨											
抑	a1	a1	a˧˧	俗										
弋	ek8	êg8	ek˥˦											
翼	sik8	sig8	ɕik˥˦											
翼	iah8	iah8	iaʔ˥˦	又										
翼	ek8	êg8	ek˥˦	文										
弘	hong5	hong5	hoŋ˥˥											
國	kok4	gog4	kok˨											
或	hok8	hog8	hok˥˦											
惑	hok8	hog8	hok˥˦											
域	hok8	hog8	hok˥˦											
烹	pheng1	pêng1	pʰeŋ˧˧											
彭	phenn5	pên5	pʰe ̃˥˥											
膨	phenn5	pên5	pʰe ̃˥˥											
盲	menn5	mên5	me ̃˥˥											
盲	meng5	mêng5	meŋ˥˥	又文										
盲	mang5	mang5	maŋ˥˥	文										
猛	menn2	mên2	me ̃˥˨											
孟	meng6	mêng6	meŋ˧˥											
打	phah4	pah4	pʰaʔ˨	俗，訓“拍”										
打	ta2	da2	ta˥˨											
冷	nenn2	nên2	ne ̃˥˨											
撐	thenn1	tên1	tʰe ̃˧˧											
澄	theng5	têng5	tʰeŋ˥˥											
鐺	tang1	dang1	taŋ˧˧											
鐺	tshang1	cang1	tsʰaŋ˧˧	又										
生	senn1	sên1	se ̃˧˧											
生	tshenn1	cên1	tsʰe ̃˧˧	又										
生	seng1	sêng1	seŋ˧˧	文										
牲	senn1	sên1	se ̃˧˧											
牲	seng1	sêng1	seŋ˧˧	文										
笙	seng1	sêng1	seŋ˧˧											
甥	seng1	sêng1	seŋ˧˧											
甥	sung1	sung1	suŋ˧˧	俗										
省	senn2	sên2	se ̃˥˨											
更	kenn1	gên1	ke ̃˧˧	白										
更	keng1	gêng1	keŋ˧˧											
更	keng3	gêng3	keŋ˨˩˨	又										
庚	kenn1	gên1	ke ̃˧˧											
羹	kenn1	gên1	ke ̃˧˧											
哽	kenn2	gên2	ke ̃˥˨											
坑	khenn1	kên1	kʰe ̃˧˧											
硬	ngenn6	ngên6	ŋe ̃˧˥											
亨	heng1	hêng1	heŋ˧˧											
行	kiann5	gian5	kia ̃˥˥											
行	henn5	hên5	he ̃˥˥	又白，时~										
行	heng5	hêng5	heŋ˥˥	文										
行	heng6	hêng6	heŋ˧˥	又，言~										
衡	huang5	huang5	huaŋ˥˥											
杏	heng6	hêng6	heŋ˧˥											
浜	pang1	bang1	paŋ˧˧											
迸	pong3	bong3	poŋ˨˩˨											
迸	peng6	bêng6	peŋ˧˥	文										
棚	penn5	bên5	pe ̃˥˥											
萌	meng5	mêng5	meŋ˥˥											
爭	tsenn1	zên1	tse ̃˧˧											
爭	tseng1	zêng1	tseŋ˧˧	文										
睜	tseng1	zêng1	tseŋ˧˧											
耕	kenn1	gên1	ke ̃˧˧											
耿	keng2	gêng2	keŋ˥˨											
莖	kenn3	gên3	ke ̃˨˩˨											
幸	heng6	hêng6	heŋ˧˥											
鶯	eng1	êng1	eŋ˧˧											
鸚	eng1	êng1	eŋ˧˧											
櫻	eng1	êng1	eŋ˧˧											
兵	piann1	bian1	pia ̃˧˧											
丙	piann2	bian2	pia ̃˥˨											
秉	piann3	bian3	pia ̃˨˩˨											
柄	penn3	bên3	pe ̃˨˩˨											
柄	peng2	bêng2	peŋ˥˨	文										
平	penn5	bên5	pe ̃˥˥											
平	phenn5	pên5	pʰe ̃˥˥	又，声调										
平	pheng5	pêng5	pʰeŋ˥˥	文										
評	pheng5	pêng5	pʰeŋ˥˥											
病	penn7	bên7	pe ̃˧˩											
明	menn5	mên5	me ̃˥˥	白，~年										
明	meng5	mêng5	meŋ˥˥											
鳴	meng5	mêng5	meŋ˥˥											
盟	meng5	mêng5	meŋ˥˥											
皿	meng2	mêng2	meŋ˥˨											
命	miann7	mian7	mia ̃˧˩											
命	meng6	mêng6	meŋ˧˥	文										
京	kiann1	gian1	kia ̃˧˧											
荊	keng1	gêng1	keŋ˧˧											
驚	kiann1	gian1	kia ̃˧˧											
驚	keng1	gêng1	keŋ˧˧	文，~蟄										
境	keng2	gêng2	keŋ˥˨											
景	keng2	gêng2	keŋ˥˨											
警	keng6	gêng6	keŋ˧˥											
敬	keng3	gêng3	keŋ˨˩˨											
竟	keng2	gêng2	keŋ˥˨											
鏡	kiann3	gian3	kia ̃˨˩˨											
卿	kheng1	kêng1	kʰeŋ˧˧											
慶	kheng3	kêng3	kʰeŋ˨˩˨											
擎	khia5	kia5	kʰia˥˥	白，~筆										
擎	kheng5	kêng5	kʰeŋ˥˥											
鯨	kheng5	kêng5	kʰeŋ˥˥											
競	keng6	gêng6	keŋ˧˥											
迎	iann5	ian5	ia ̃˥˥	白，~老爷										
迎	nging5	nging5	ŋiŋ˥˥											
迎	ngeng5	ngêng5	ŋeŋ˥˥	又										
英	eng1	êng1	eŋ˧˧											
影	iann2	ian2	ia ̃˥˨											
映	iann3	ian3	ia ̃˨˩˨											
映	iang3	iang3	iaŋ˨˩˨	又										
映	hiang3	hiang3	hiaŋ˨˩˨	又										
映	eng3	êng3	eŋ˨˩˨	文										
餅	piann2	bian2	pia ̃˥˨											
並	peng6	bêng6	peŋ˧˥											
聘	phiann3	pian3	pʰia ̃˨˩˨											
聘	pheng3	pêng3	pʰeŋ˨˩˨	文										
名	miann5	mian5	mia ̃˥˥	白										
名	meng5	mêng5	meŋ˥˥	文										
領	niann2	nian2	nia ̃˥˨											
嶺	niann2	nian2	nia ̃˥˨											
拎	leng1	lêng1	leŋ˧˧											
令	leng6	lêng6	leŋ˧˥											
精	tsiann1	zian1	tɕia ̃˧˧											
精	tseng1	zêng1	tseŋ˧˧	文										
晶	tsiann1	zian1	tɕia ̃˧˧											
旌	seng1	sêng1	seŋ˧˧											
睛	tsenn5	zên5	tse ̃˥˥											
井	tsenn2	zên2	tse ̃˥˨											
清	tsheng1	cêng1	tsʰeŋ˧˧											
請	tshiann2	cian2	tɕʰia ̃˥˨											
情	tsiann5	zian5	tɕia ̃˥˥	白，親~，心~										
情	tsheng5	cêng5	tsʰeŋ˥˥											
靜	tsenn6	zên6	tse ̃˧˥											
淨	tseng6	zêng6	tseŋ˧˥											
性	senn3	sên3	se ̃˨˩˨											
姓	senn3	sên3	se ̃˨˩˨											
貞	tseng1	zêng1	tseŋ˧˧											
蟶	tseng1	zêng1	tseŋ˧˧											
偵	tseng1	zêng1	tseŋ˧˧											
逞	theng2	têng2	tʰeŋ˥˨											
呈	tiann5	dian5	tia ̃˥˥											
呈	thiann5	tian5	tʰia ̃˥˥											
程	thiann5	tian5	tʰia ̃˥˥											
程	theng5	têng5	tʰeŋ˥˥	文，工~										
鄭	tenn7	dên7	te ̃˧˩											
正	tsiann1	zian1	tɕia ̃˧˧											
正	tsiann3	zian3	tɕia ̃˨˩˨											
征	tseng1	zêng1	tseŋ˧˧											
整	tsiann2	zian2	tɕia ̃˥˨											
政	tseng3	zêng3	tseŋ˨˩˨											
聲	siann1	sian1	ɕia ̃˧˧											
聖	siann3	sian3	ɕia ̃˨˩˨											
城	siann5	sian5	ɕia ̃˥˥											
成	siann5	sian5	ɕia ̃˥˥											
成	tsiann5	zian5	tɕia ̃˥˥	又，唔~人										
成	seng5	sêng5	seŋ˥˥	文										
誠	seng5	sêng5	seŋ˥˥											
盛	seng6	sêng6	seŋ˧˥											
盛	siann7	sian7	ɕia ̃˧˩	白										
頸	kenn3	gên3	ke ̃˨˩˨											
勁	kenn3	gên3	ke ̃˨˩˨											
勁	keng6	gêng6	keŋ˧˥	文										
輕	khing1	king1	kʰiŋ˧˧											
嬰	eng1	êng1	eŋ˧˧											
纓	eng2	êng2	eŋ˥˨											
盈	iong5	iong5	ioŋ˥˥											
盈	eng5	êng5	eŋ˥˥	又										
贏	iann5	ian5	ia ̃˥˥											
姘	pheng1	pêng1	pʰeŋ˧˧											
拼	piann3	bian3	pia ̃˨˩˨											
拼	pheng1	pêng1	pʰeŋ˧˧	又										
瓶	phing5	ping5	pʰiŋ˥˥											
屏	phing5	ping5	pʰiŋ˥˥											
並	peng6	bêng6	peŋ˧˥											
銘	meng5	mêng5	meŋ˥˥											
暝	menn5	mên5	me ̃˥˥	~昏										
冥	meng5	mêng5	meŋ˥˥											
丁	teng1	dêng1	teŋ˧˧											
釘	teng1	dêng1	teŋ˧˧											
頂	teng2	dêng2	teŋ˥˨											
鼎	tiann2	dian2	tia ̃˥˨											
釘	teng3	dêng3	teŋ˨˩˨											
訂	teng3	dêng3	teŋ˨˩˨											
聽	thiann1	tian1	tʰia ̃˧˧											
汀	theng1	têng1	tʰeŋ˧˧											
汀	teng1	dêng1	teŋ˧˧	又，汕頭鷗~										
廳	thiann1	tian1	tʰia ̃˧˧											
聽	theng3	têng3	tʰeŋ˨˩˨	文										
廷	theng5	têng5	tʰeŋ˥˥											
停	theng5	têng5	tʰeŋ˥˥											
亭	teng5	dêng5	teŋ˥˥											
庭	theng5	têng5	tʰeŋ˥˥											
蜓	theng5	têng5	tʰeŋ˥˥											
挺	theng2	têng2	tʰeŋ˥˨											
艇	theng2	têng2	tʰeŋ˥˨											
錠	tiann6	dian6	tia ̃˧˥											
錠	teng6	dêng6	teŋ˧˥	文										
定	tiann7	dian7	tia ̃˧˩											
定	teng6	dêng6	teŋ˧˥	文										
寧	leng5	lêng5	leŋ˥˥											
寧	neng5	nêng5	neŋ˥˥	又										
佞	leng6	lêng6	leŋ˧˥											
靈	leng5	lêng5	leŋ˥˥											
零	leng5	lêng5	leŋ˥˥											
鈴	leng1	lêng1	leŋ˧˧											
伶	leng5	lêng5	leŋ˥˥											
另	leng5	lêng5	leŋ˥˥											
青	tshenn1	cên1	tsʰe ̃˧˧											
蜻	tshenn1	cên1	tsʰe ̃˧˧											
星	tshenn1	cên1	tsʰe ̃˧˧											
腥	tshenn1	cên1	tsʰe ̃˧˧											
醒	tshenn2	cên2	tsʰe ̃˥˨											
經	kiann1	gian1	kia ̃˧˧	白，易~										
經	kenn1	gên1	ke ̃˧˧	又白										
經	keng1	gêng1	keŋ˧˧	文										
徑	kenn3	gên3	ke ̃˨˩˨											
磬	kheng3	kêng3	kʰeŋ˨˩˨											
馨	heng1	hêng1	heŋ˧˧											
刑	heng5	hêng5	heŋ˥˥											
型	heng5	hêng5	heŋ˥˥											
形	heng5	hêng5	heŋ˥˥											
百	peh4	bêh4	peʔ˨											
柏	peh4	bêh4	peʔ˨											
伯	peh4	bêh4	peʔ˨											
迫	pek4	bêg4	pek˨											
拍	phah4	pah4	pʰaʔ˨											
珀	phek4	pêg4	pʰek˨											
魄	phek4	pêg4	pʰek˨											
魄	thoh4	toh4	tʰoʔ˨	又										
白	peh8	bêh8	peʔ˥˦											
帛	peh8	bêh8	peʔ˥˦											
陌	mik8	mig8	mik˥˦											
陌	mek8	mêg8	mek˥˦	文										
拆	thiah4	tiah4	tʰiaʔ˨											
擇	toh8	doh8	toʔ˥˦											
澤	tsek8	zêg8	tsek˥˦											
宅	theh8	têh8	tʰeʔ˥˦											
窄	tsa3	za3	tsa˨˩˨											
格	keh4	gêh4	keʔ˨											
客	kheh4	kêh4	kʰeʔ˨											
客	khah4	kah4	kʰaʔ˨	又										
咳	ka1	ga1	ka˧˧											
額	hiah8	hiah8	hiaʔ˥˦											
赫	heh4	hêh4	heʔ˨											
麥	beh8	bhêh8	ᵐbeʔ˥˦											
脈	meh8	mêh8	meʔ˥˦											
摘	tiah4	diah4	tiaʔ˨											
責	tseh4	zêh4	tseʔ˨											
策	tsheh4	cêh4	tsʰeʔ˨											
冊	tsheh4	cêh4	tsʰeʔ˨											
柵	tsah8	zah8	tsaʔ˥˦											
柵	sang1	sang1	saŋ˧˧	又										
革	kek4	gêg4	kek˨											
隔	keh4	gêh4	keʔ˨											
核	huk8	hug8	huk˥˦	俗										
核	hek4	hêg4	hek˨	文										
厄	eh4	êh4	eʔ˨											
扼	eh4	êh4	eʔ˨											
軛	eh4	êh4	eʔ˨											
碧	phek4	pêg4	pʰek˨											
戟	kek4	gêg4	kek˨											
隙	khiah4	kiah4	kʰiaʔ˨											
劇	kiah8	giah8	kiaʔ˥˦											
屐	kiah8	giah8	kiaʔ˥˦											
逆	ngek8	ngêg8	ŋek˥˦											
璧	piah4	biah4	piaʔ˨											
僻	phiah8	piah8	pʰiaʔ˥˦											
辟	phek4	pêg4	pʰek˨											
積	tseh4	zêh4	tseʔ˨											
積	tsek4	zêg4	tsek˨	文，~惡										
跡	tsiah4	ziah4	tɕiaʔ˨											
脊	tsiah4	ziah4	tɕiaʔ˨											
籍	tsia6	zia6	tɕia˧˥											
昔	sek4	sêg4	sek˨											
惜	sioh4	sioh4	ɕioʔ˨											
席	tshioh8	cioh8	tɕʰioʔ˥˦											
席	siah8	siah8	ɕiaʔ˥˦	又，酒~										
夕	sek4	sêg4	sek˨											
擲	sek4	sêg4	sek˨											
只	tsiah4	ziah4	tɕiaʔ˨											
炙	tsia3	zia3	tɕʰia˨˩˨											
赤	tshiah4	ciah4	tɕʰiaʔ˨											
斥	tshek4	cêg4	tsʰek˨											
尺	tshioh4	cioh4	tɕʰioʔ˨											
射	iah4	iah4	iaʔ˨	通“斁”										
適	sek4	sêg4	sek˨											
釋	sek4	sêg4	sek˨											
石	tsioh8	zioh8	tɕioʔ˥˦											
石	sioh8	sioh8	ɕioʔ˥˦	又，~榴										
碩	sek4	sêg4	sek˨											
益	iah4	iah4	iaʔ˨											
亦	ia7	ia7	ia˧˩	訓“也”										
亦	ek8	êg8	ek˥˦											
譯	ek8	êg8	ek˥˦											
易	iah8	iah8	iaʔ˥˦	白，~經										
易	ek8	êg8	ek˥˦											
液	ek8	êg8	ek˥˦											
腋	ek8	êg8	ek˥˦											
壁	piah4	biah4	piaʔ˨											
霹	phek4	pêg4	pʰek˨											
劈	phek4	pêg4	pʰek˨											
劈	phoh4	poh4	pʰoʔ˨	又										
覓	mik8	mig8	mik˥˦											
滴	tih4	dih4	tiʔ˨											
嫡	tiah4	diah4	tiaʔ˨	白										
嫡	tek8	dêg8	tek˥˦											
的	tek8	dêg8	tek˥˦											
的	ti1	di1	ti˧˧	文										
踢	thak4	tag4	tʰak˨											
踢	nek4	nêg4	nek˨	俗										
踢	thek4	têg4	tʰek˨	文										
剔	thak4	tag4	tʰak˨											
剔	thek4	têg4	tʰek˨	文										
狄	tek8	dêg8	tek˥˦											
笛	tek8	dêg8	tek˥˦											
敵	tek8	dêg8	tek˥˦											
糴	tiah4	diah4	tiaʔ˨											
溺	nek8	nêg8	nek˥˦											
曆	leh8	lêh8	leʔ˥˦											
歷	leh8	lêh8	leʔ˥˦											
績	tseh4	zêh4	tseʔ˨											
戚	tshek4	cêg4	tsʰek˨											
寂	sok4	sog4	sok˨											
錫	siah4	siah4	ɕiaʔ˨											
析	sek4	sêg4	sek˨											
擊	khek4	kêg4	kʰek˨											
激	kek4	gêg4	kek˨											
喫	ngurk4/ngiak4	ngeg4/ngiag4	ŋɯk˨/ŋiak˨											
礦	khuang3	kuang3	kʰuaŋ˨˩˨											
橫	huenn5	huên5	hue ̃˥˥											
轟	hong1	hong1	hoŋ˧˧											
宏	hong5	hong5	hoŋ˥˥											
兄	hiann1	hian1	hia ̃˧˧											
榮	iong5	iong5	ioŋ˥˥											
永	iong2	iong2	ioŋ˥˨											
泳	iong3	iong3	ioŋ˨˩˨											
詠	iong3	iong3	ioŋ˨˩˨											
傾	khuang1	kuang1	kʰuaŋ˧˧											
傾	kheng1	kêng1	kʰeŋ˧˧	文										
頃	khuang2	kuang2	kʰuaŋ˥˨											
瓊	khuang5	kuang5	kʰuaŋ˥˥											
營	iann5	ian5	ia ̃˥˥											
塋	eng5	êng5	eŋ˥˥											
穎	theng2	têng2	tʰeŋ˥˨											
穎	khuang2	kuang2	kʰuaŋ˥˨	又										
螢	eng5	êng5	eŋ˥˥											
瑩	eng5	êng5	eŋ˥˥											
迥	kuang2	guang2	kuaŋ˥˨											
虢	khiak4	kiag4	kʰiak˨											
獲	uak8	uag8	uak˥˦											
劃	ueh8	uêh8	ueʔ˥˦											
役	hiah8	hiah8	hiaʔ˥˦	白										
疫	mok8	mog8	mok˥˦	俗										
疫	ek8	êg8	ek˥˦											
篷	phang5	pang5	pʰaŋ˥˥											
篷	phong5	pong5	pʰoŋ˥˥											
蓬	phong5	pong5	pʰoŋ˥˥											
蒙	mou5	mou5	mou˥˥											
檬	mou5	mou5	mou˥˥											
懵	mong2	mong2	moŋ˥˨											
東	tang1	dang1	taŋ˧˧											
東	tong1	dong1	toŋ˧˧	文										
董	tang2	dang2	taŋ˥˨	白，姓氏										
董	tong2	dong2	toŋ˥˨											
懂	tong2	dong2	toŋ˥˨											
棟	tong3	dong3	toŋ˨˩˨											
凍	tang3	dang3	taŋ˨˩˨	白，結~										
凍	tong3	dong3	toŋ˨˩˨											
通	thang1	tang1	tʰaŋ˧˧	白										
通	thang3	tang3	tʰaŋ˨˩˨	又										
通	thong1	tong1	tʰoŋ˧˧											
桶	thang2	tang2	tʰaŋ˥˨											
捅	thng2	teng2	tʰŋ˥˨	白										
捅	thong2	tong2	tʰoŋ˥˨											
痛	thiann3	tian3	tʰia ̃˨˩˨											
痛	thong3	tong3	tʰoŋ˨˩˨											
同	tang5	dang5	taŋ˥˥											
同	thong5	tong5	tʰoŋ˥˥											
銅	tang5	dang5	taŋ˥˥											
桐	thong5	tong5	tʰoŋ˥˥											
筒	tang5	dang5	taŋ˥˥											
筒	tang6	dang6	taŋ˧˥	俗										
童	thong5	tong5	tʰoŋ˥˥											
瞳	thong5	tong5	tʰoŋ˥˥											
動	tang6	dang6	taŋ˧˥											
動	thang6	tang6	tʰaŋ˧˥	又										
動	tong6	dong6	toŋ˧˥	文										
洞	tang7	dang7	taŋ˧˩											
洞	thong5	tong5	tʰoŋ˥˥	又文，~庭湖										
洞	tong7	dong7	toŋ˧˩	文										
籠	lang5	lang5	laŋ˥˥											
籠	long5	long5	loŋ˥˥	文										
籠	long2	long2	loŋ˥˨	又，~統										
聾	lang7	lang7	laŋ˧˩											
攏	long2	long2	loŋ˥˨											
攏	nong2	nong2	noŋ˥˨	又										
弄	long6	long6	loŋ˧˥											
弄	nong6	nong6	noŋ˧˥	又										
棕	tsang1	zang1	tsaŋ˧˧											
鬃	tsang1	zang1	tsaŋ˧˧											
總	tsong2	zong2	tsoŋ˥˨											
粽	tsang3	zang3	tsaŋ˨˩˨											
聰	tshong1	cong1	tsʰoŋ˧˧											
匆	tshong1	cong1	tsʰoŋ˧˧											
蔥	tshong1	cong1	tsʰoŋ˧˧											
囪	tshong1	cong1	tsʰoŋ˧˧											
叢	tsang5	zang5	tsaŋ˥˥											
送	sang3	sang3	saŋ˨˩˨											
公	kong1	gong1	koŋ˧˧											
工	kang1	gang1	kaŋ˧˧											
工	khang1	kang1	kʰaŋ˧˧	俗，~課										
功	kong1	gong1	koŋ˧˧											
攻	kong1	gong1	koŋ˧˧											
貢	kong3	gong3	koŋ˨˩˨											
空	khang1	kang1	kʰaŋ˧˧											
空	khong1	kong1	kʰoŋ˧˧	文										
孔	khong2	kong2	kʰoŋ˥˨											
控	khong3	kong3	kʰoŋ˨˩˨											
烘	hong1	hong1	hoŋ˧˧											
烘	hong5	hong5	hoŋ˥˥	又										
哄	hong1	hong1	hoŋ˧˧											
哄	hong2	hong2	hoŋ˥˨	又										
哄	hong3	hong3	hoŋ˨˩˨	又										
紅	ang5	ang5	aŋ˥˥											
紅	kang1	gang1	kaŋ˧˧	又，女~										
紅	hong5	hong5	hoŋ˥˥	文										
洪	ang5	ang5	aŋ˥˥											
洪	hong5	hong5	hoŋ˥˥	文										
鴻	hong5	hong5	hoŋ˥˥											
虹	kheng6	kêng6	kʰeŋ˧˥	俗										
虹	hong5	hong5	hoŋ˥˥											
汞	kong3	gong3	koŋ˨˩˨											
閧	hong3	hong3	hoŋ˨˩˨											
翁	ang1	ang1	aŋ˧˧	白，丈夫										
翁	eng1	êng1	eŋ˧˧	又白，姓氏										
翁	ong1	ong1	oŋ˧˧											
甕	ang3	ang3	aŋ˨˩˨											
冬	tang1	dang1	taŋ˧˧											
統	thong2	tong2	tʰoŋ˥˨											
農	long5	long5	loŋ˥˥											
農	nong5	nong5	noŋ˥˥	又										
膿	lang5	lang5	laŋ˥˥											
膿	long5	long5	loŋ˥˥	文										
宗	tsong1	zong1	tsoŋ˧˧											
鬆	sang1	sang1	saŋ˧˧											
鬆	song1	song1	soŋ˧˧	文										
宋	song3	song3	soŋ˨˩˨											
風	huang1	huang1	huaŋ˧˧											
風	hong1	hong1	hoŋ˧˧	文										
楓	pang1	bang1	pang˧˧	白，潮州~溪										
楓	hong1	hong1	hoŋ˧˧											
瘋	huang1	huang1	huaŋ˧˧											
諷	hong3	hong3	hoŋ˨˩˨											
豐	hong1	hong1	hoŋ˧˧											
馮	pang5	bang5	paŋ˥˥											
鳳	hong6	hong6	hoŋ˧˥											
夢	mang7	mang7	maŋ˧˩											
隆	long5	long5	loŋ˥˥											
嵩	song1	song1	soŋ˧˧											
中	tang1	dang1	taŋ˧˧											
中	tong1	dong1	toŋ˧˧	文										
忠	tong1	dong1	toŋ˧˧											
中	teng3	dêng3	teŋ˨˩˨											
中	tong3	dong3	toŋ˨˩˨	文										
蟲	thang5	tang5	tʰaŋ˥˥											
仲	tong6	dong6	toŋ˧˥											
崇	tshong5	cong5	tsʰoŋ˥˥											
終	tsong1	zong1	tsoŋ˧˧											
眾	tseng3	zêng3	tseŋ˨˩˨											
充	tshong1	cong1	tsʰoŋ˧˧											
銃	tsheng3	cêng3	tsʰeŋ˨˩˨											
絨	dzong5	rong5	dzoŋ˥˥											
戎	dzong5	rong5	dzoŋ˥˥											
弓	keng1	gêng1	keŋ˧˧											
躬	kiong1	giong1	kioŋ˧˧											
宮	keng1	gêng1	keŋ˧˧											
穹	kiong1	giong1	kioŋ˧˧	俗										
穹	khiong5	kiong5	kʰioŋ˥˥											
窮	khiau1	kiao1	kʰiau˧˧	訓										
窮	khiong5	kiong5	kʰioŋ˥˥											
熊	him5	him5	him˥˥											
雄	hiong5	hiong5	hioŋ˥˥											
融	iong5	iong5	ioŋ˥˥											
封	huang1	huang1	huaŋ˧˧	白										
封	hong1	hong1	hoŋ˧˧											
峰	hong1	hong1	hoŋ˧˧											
蜂	phang1	pang1	pʰaŋ˧˧											
蜂	hong1	hong1	hoŋ˧˧	文										
鋒	hong1	hong1	hoŋ˧˧											
捧	phong2	pong2	pʰoŋ˥˨											
逢	phong5	pong5	pʰoŋ˥˥	白										
逢	hong5	hong5	hoŋ˥˥											
縫	phong5	pong5	pʰoŋ˥˥	白										
縫	hong5	hong5	hoŋ˥˥	文										
奉	hong6	hong6	hoŋ˧˥											
俸	hong6	hong6	hoŋ˧˥											
縫	phang7	pang7	pʰaŋ˧˩											
濃	long5	long5	loŋ˥˥											
龍	leng5	lêng5	leŋ˥˥											
隴	leng2	lêng2	leŋ˥˨											
壟	long2	long2	loŋ˥˨											
蹤	tsong1	zong1	tsoŋ˧˧											
縱	tsong3	zong3	tsoŋ˨˩˨											
從	tshong5	cong5	tsʰoŋ˥˥											
慫	song2	song2	soŋ˥˨											
松	song5	song5	soŋ˥˥											
誦	song6	song6	soŋ˧˥											
頌	song6	song6	soŋ˧˥											
訟	song6	song6	soŋ˧˥											
塚	thong2	tong2	tʰoŋ˥˨											
寵	tshong2	cong2	tsʰoŋ˥˨											
重	teng5	dêng5	teŋ˥˥											
重	tang6	dang6	taŋ˧˥											
重	tong5	dong5	toŋ˥˥	文，~慶										
重	tong6	dong6	toŋ˧˥	又文										
鐘	tseng1	zêng1	tseŋ˧˧											
盅	tseng1	zêng1	tseŋ˧˧											
種	tseng2	zêng2	tseŋ˥˨											
腫	tseng2	zêng2	tseŋ˥˨											
種	tseng3	zêng3	tseŋ˨˩˨											
沖	tshong1	cong1	tsʰoŋ˧˧											
舂	tseng1	zêng1	tseŋ˧˧											
茸	dzong5	rong5	dzoŋ˥˥											
冗	dziong2	riong2	dʑioŋ˥˨											
恭	kiong1	giong1	kioŋ˧˧											
供	keng1	gêng1	keŋ˧˧											
拱	kiong2	giong2	kioŋ˥˨											
鞏	khiong2	kiong2	kʰioŋ˥˨											
恐	khiong2	kiong2	kʰioŋ˥˨											
共	kang7	gang7	kaŋ˧˩											
胸	heng1	hêng1	heŋ˧˧											
凶	hiong1	hiong1	hioŋ˧˧											
雍	iong1	iong1	ioŋ˧˧											
擁	ong6	ong6	oŋ˧˥	俗										
擁	iong3	iong3	ioŋ˨˩˨											
擁	iong1	iong1	ioŋ˧˧	又										
容	iong5	iong5	ioŋ˥˥											
熔	iong5	iong5	ioŋ˥˥											
溶	ionn5	ion5	io ̃˥˥	白，潮湿状（存疑）										
溶	iong5	iong5	ioŋ˥˥											
庸	iong1	iong1	ioŋ˧˧											
甬	iong2	iong2	ioŋ˥˨											
勇	iong2	iong2	ioŋ˥˨											
湧	tshong1	cong1	tsʰoŋ˧˧	又										
湧	eng2	êng2	eŋ˥˨											
湧	iong2	iong2	ioŋ˥˨	文										
用	eng7	êng7	eŋ˧˩											
蔔	pok4	bog4	pok˨											
蔔	pok8	bog8	pok˥˦											
撲	phok4	pog4	pʰok˨											
僕	phok4	pog4	pʰok˨											
僕	pok8	bog8	pok˥˦											
曝	phak8	pag8	pʰak˥˦											
曝	pau6	bao6	pau˧˥	又，~光										
瀑	phak8	pag8	pʰak˥˦											
木	bak8	bhag8	ᵐbak˥˦											
沐	mok8	mog8	mok˥˦											
禿	thuk4	tug4	tʰuk˨											
禿	thek4	têg4	tʰek˨											
禿	thok4	tog4	tʰok˨											
獨	tok8	dog8	tok˥˦											
讀	thak8	tag8	tʰak˥˦											
讀	tau7	dao7	tau˧˩											
牘	tok8	dog8	tok˥˦											
鹿	tek8	dêg8	tek˥˦											
漉	lok4	log4	lok˨											
祿	lok8	log8	lok˥˦											
族	tsok8	zog8	tsok˥˦											
速	sok4	sog4	sok˨											
穀	kok4	gog4	kok˨											
哭	khau3	kao3	kʰau˨˩˨	俗										
哭	khok4	kog4	kʰok˨											
斛	hok8	hog8	hok˥˦											
屋	ok4	og4	ok˨											
篤	tok4	dog4	tok˨											
督	tok4	dog4	tok˨											
毒	tak8	dag8	tak˥˦											
酷	khok4	kog4	kʰok˨											
沃	ak4	ag4	ak˨											
沃	ok4	og4	ok˨	文										
沃	o6	o6	o˧˥	又										
沃	o3	o3	o˨˩˨	又，~爾瑪										
福	hok4	hog4	hok˨											
幅	pak4	bag4	pak˨											
蝠	hok4	hog4	hok˨											
複	hok4	hog4	hok˨											
複	hok8	hog8	hok˥˦	又										
腹	pak4	bag4	pak˨											
覆	hok8	hog8	hok˥˦											
服	hok8	hog8	hok˥˦											
伏	hok8	hog8	hok˥˦											
袱	hok8	hog8	hok˥˦											
目	mak8	mag8	mak˥˦											
目	mok8	mog8	mok˥˦											
穆	mok8	mog8	mok˥˦											
牧	mok8	mog8	mok˥˦											
六	lak8	lag8	lak˥˦											
陸	lek8	lêg8	lek˥˦											
陸	lok8	log8	lok˥˦	文，海~豐										
戮	lok8	log8	lok˥˦											
肅	sok4	sog4	sok˨											
夙	sok4	sog4	sok˨											
宿	suah4	suah4	suaʔ˨											
宿	sok4	sog4	sok˨	文，~命										
竹	tek4	dêg4	tek˨											
築	tok4	dog4	tok˨											
畜	thiok4	tiog4	tʰiok˨											
