繁體	简体	吳拼	備註
魶	魶	nɐʔ¹²	
妠	妠	nɐʔ¹²	
垃	垃	lɐʔ¹²	文讀
拉	拉	lɐʔ¹²	
啦	啦	lɐʔ¹²	
辣	辣	lɐʔ¹²	
辢	辣	lɐʔ¹²	
蠟	蜡	lɐʔ¹²	
蝋	蜡	lɐʔ¹²	
臘	腊	lɐʔ¹²	
臈	腊	lɐʔ¹²	
剌	剌	lɐʔ¹²	不剌
喇	喇	lɐʔ¹²	
瘌	瘌	lɐʔ¹²	
蝲	蝲	lɐʔ¹²	
劣	劣	lɐʔ¹²	白讀
獵	猎	lɐʔ¹²	
猟	猎	lɐʔ¹²	
鑞	镴	lɐʔ¹²	
𨭛	𨭛	lɐʔ¹²	同「鑞」
邋	邋	lɐʔ¹²	
擸	擸	lɐʔ¹²	
爉	爉	lɐʔ¹²	
揧	揧	lɐʔ¹²	
楋	楋	lɐʔ¹²	
鬎	鬎	lɐʔ¹²	
玏	玏	lɐʔ¹²	
阞	阞	lɐʔ¹²	
磖	磖	lɐʔ¹²	
菈	菈	lɐʔ¹²	
砳	砳	lɐʔ¹²	
𦪴	𦪴	lɐʔ¹²	𦪴子
攔	拦	lɐʔ¹²	白讀
搚	搚	lɐʔ¹²	
勒	勒	lɐʔ¹²	
了	了	lɐʔ¹²	
嘞	嘞	lɐʔ¹²	
鰳	鳓	lɐʔ¹²	
肋	肋	lɐʔ¹²	
仂	仂	lɐʔ¹²	
扐	扐	lɐʔ¹²	
艻	艻	lɐʔ¹²	
竻	竻	lɐʔ¹²	
氻	氻	lɐʔ¹²	
泐	泐	lɐʔ¹²	
叻	叻	lɐʔ¹²	
捋	捋	lɐʔ¹²	
埒	埒	lɐʔ¹²	
𩛝	𩛝	lɐʔ¹²	
䮑	䮑	lɐʔ¹²	
蛶	蛶	lɐʔ¹²	
䟹	䟹	lɐʔ¹²	
硉	硉	lɐʔ¹²	
啦	啦	ʔlɐʔ⁵	
扎	扎	tsɐʔ⁵	
紮	扎	tsɐʔ⁵	
紥	扎	tsɐʔ⁵	
𡇠	𡇠	tsɐʔ⁵	
札	札	tsɐʔ⁵	
剳	札	tsɐʔ⁵	
劄	札	tsɐʔ⁵	
箚	札	tsɐʔ⁵	
𧉹	𧉹	tsɐʔ⁵	䗫𧉹
摘	摘	tsɐʔ⁵	
謫	谪	tsɐʔ⁵	
讁	谪	tsɐʔ⁵	
𪐏	𪐏	tsɐʔ⁵	
窄	窄	tsɐʔ⁵	
匝	匝	tsɐʔ⁵	
帀	匝	tsɐʔ⁵	
咂	咂	tsɐʔ⁵	
砸	砸	tsɐʔ⁵	
鉔	𫓬	tsɐʔ⁵	
責	责	tsɐʔ⁵	
嘖	啧	tsɐʔ⁵	
幘	帻	tsɐʔ⁵	
磧	碛	tsɐʔ⁵	
簀	箦	tsɐʔ⁵	
賾	赜	tsɐʔ⁵	
拶	拶	tsɐʔ⁵	
隻	只	tsɐʔ⁵	量词
眨	眨	tsɐʔ⁵	
𠰏	𠰏	tsɐʔ⁵	
茁	茁	tsɐʔ⁵	
舴	舴	tsɐʔ⁵	
哳	哳	tsɐʔ⁵	
沞	沞	tsɐʔ⁵	
迊	迊	tsɐʔ⁵	
魳	魳	tsɐʔ⁵	
謮	謮	tsɐʔ⁵	
偛	偛	tsɐʔ⁵	
蚻	蚻	tsɐʔ⁵	
䰖	䰖	tsɐʔ⁵	
笮	笮	tsɐʔ⁵	
諎	諎	tsɐʔ⁵	
迮	迮	tsɐʔ⁵	
嫧	嫧	tsɐʔ⁵	
乇	乇	tsɐʔ⁵	
馲	馲	tsɐʔ⁵	
眣	眣	tsɐʔ⁵	
棏	棏	tsɐʔ⁵	
矺	矺	tsɐʔ⁵	
則	则	tsɐʔ⁵	
側	侧	tsɐʔ⁵	
鍘	铡	tsɐʔ⁵	又音
𢯩	𢯩	tsɐʔ⁵	
稄	稄	tsɐʔ⁵	
濈	濈	tsɐʔ⁵	
蕺	蕺	tsɐʔ⁵	
擳	擳	tsɐʔ⁵	
瀄	瀄	tsɐʔ⁵	
繓	𦈛	tsɐʔ⁵	
稡	稡	tsɐʔ⁵	
杔	杔	tsɐʔ⁵	
虴	虴	tsɐʔ⁵	
厇	厇	tsɐʔ⁵	
夨	夨	tsɐʔ⁵	
仄	仄	tsɐʔ⁵	
昃	昃	tsɐʔ⁵	
卒	卒	tsɐʔ⁵	
漬	渍	tsɐʔ⁵	僅限於「溼漬漬」
噆	噆	tsɐʔ⁵	
萴	荝	tsɐʔ⁵	
霵	霵	tsɐʔ⁵	
楖	楖	tsɐʔ⁵	
叉	叉	tsʰɐʔ⁵	僅限於「叉燒」一詞
尺	尺	tsʰɐʔ⁵	
呎	呎	tsʰɐʔ⁵	
冊	册	tsʰɐʔ⁵	
册	册	tsʰɐʔ⁵	
笧	笧	tsʰɐʔ⁵	
赤	赤	tsʰɐʔ⁵	赤豆
哧	哧	tsʰɐʔ⁵	
漆	漆	tsʰɐʔ⁵	漆黑
斥	斥	tsʰɐʔ⁵	
㿭	㿭	tsʰɐʔ⁵	皴㿭
拆	拆	tsʰɐʔ⁵	
坼	坼	tsʰɐʔ⁵	
察	察	tsʰɐʔ⁵	
詧	察	tsʰɐʔ⁵	
擦	擦	tsʰɐʔ⁵	
檫	檫	tsʰɐʔ⁵	
䃰	䃰	tsʰɐʔ⁵	
嚓	嚓	tsʰɐʔ⁵	
礤	礤	tsʰɐʔ⁵	
臿	臿	tsʰɐʔ⁵	
插	插	tsʰɐʔ⁵	
揷	插	tsʰɐʔ⁵	
挿	插	tsʰɐʔ⁵	
𨔨	𨔨	tsʰɐʔ⁵	形容走路輕快的樣子
歃	歃	tsʰɐʔ⁵	
喢	喢	tsʰɐʔ⁵	
鍤	锸	tsʰɐʔ⁵	
𡍪	𡍪	tsʰɐʔ⁵	
嫧	嫧	tsʰɐʔ⁵	
拺	拺	tsʰɐʔ⁵	
蕞	蕞	tsʰɐʔ⁵	
珿	珿	tsʰɐʔ⁵	珿齊
促	促	tsʰɐʔ⁵	又音
囃	𠱞	tsʰɐʔ⁵	
憡	憡	tsʰɐʔ⁵	
皟	𤾀	tsʰɐʔ⁵	
疀	疀	tsʰɐʔ⁵	
鑔	镲	tsʰɐʔ⁵	
測	测	tsʰɐʔ⁵	
側	侧	tsʰɐʔ⁵	側面
惻	恻	tsʰɐʔ⁵	
𡍫	𡍫	tsʰɐʔ⁵	
撮	撮	tsʰɐʔ⁵	
猝	猝	tsʰɐʔ⁵	
策	策	tsʰɐʔ⁵	
鏼	鏼	tsʰɐʔ⁵	
畟	畟	tsʰɐʔ⁵	
墄	墄	tsʰɐʔ⁵	
遪	遪	tsʰɐʔ⁵	
襊	襊	tsʰɐʔ⁵	
鸅	鸅	dzɐʔ¹²	
宅	宅	dzɐʔ¹²	
䵵	䵵	dzɐʔ¹²	
㔍	㔍	dzɐʔ¹²	
蠌	蠌	dzɐʔ¹²	
囐	囐	dzɐʔ¹²	
翟	翟	dzɐʔ¹²	姓
濯	濯	dzɐʔ¹²	在清水裏搓洗
𦑱	𦑱	dzɐʔ¹²	
捽	捽	dzɐʔ¹²	用力拉；用力使折斷
㳐	㳐	dzɐʔ¹²	
檡	檡	dzɐʔ¹²	
襗	𫋷	dzɐʔ¹²	
㩵	擜	dzɐʔ¹²	
囋	囋	dzɐʔ¹²	
巀	巀	dzɐʔ¹²	
岝	岝	dzɐʔ¹²	
耫	耫	dzɐʔ¹²	
葃	葃	dzɐʔ¹²	
鰿	鰿	dzɐʔ¹²	
澤	泽	dzɐʔ¹²	
沢	泽	dzɐʔ¹²	
擇	择	dzɐʔ¹²	
雜	杂	dzɐʔ¹²	文讀
雑	杂	dzɐʔ¹²	文讀
襍	杂	dzɐʔ¹²	文讀
枠	枠	dzɐʔ¹²	日語漢字，音同「雜」
崱	崱	dzɐʔ¹²	
溭	溭	dzɐʔ¹²	
崪	崪	dzɐʔ¹²	
椊	椊	dzɐʔ¹²	
崒	崒	dzɐʔ¹²	
踤	踤	dzɐʔ¹²	
萴	荝	dzɐʔ¹²	
霵	霵	dzɐʔ¹²	
柮	柮	dzɐʔ¹²	
殺	杀	sɐʔ⁵	
剎	刹	sɐʔ⁵	
刹	刹	sɐʔ⁵	
脎	脎	sɐʔ⁵	化學用字
摋	𢫬	sɐʔ⁵	
鎩	铩	sɐʔ⁵	
薩	萨	sɐʔ⁵	
煞	煞	sɐʔ⁵	
柵	栅	sɐʔ⁵	
栅	栅	sɐʔ⁵	
霎	霎	sɐʔ⁵	
撒	撒	sɐʔ⁵	
𫬒	𫬒	sɐʔ⁵	
𥈊	𥈊	sɐʔ⁵	「眨」本字當作「𥈊」
眨	眨	sɐʔ⁵	「眨」本字當作「𥈊」
睫	睫	sɐʔ⁵	
萐	萐	sɐʔ⁵	
躠	躠	sɐʔ⁵	
帹	帹	sɐʔ⁵	
翣	翣	sɐʔ⁵	
擌	擌	sɐʔ⁵	
栜	栜	sɐʔ⁵	
拺	拺	sɐʔ⁵	
摵	摵	sɐʔ⁵	
溹	溹	sɐʔ⁵	
帴	帴	sɐʔ⁵	
榝	榝	sɐʔ⁵	
蔱	蔱	sɐʔ⁵	
澀	涩	sɐʔ⁵	
渋	涩	sɐʔ⁵	
濇	涩	sɐʔ⁵	
澁	涩	sɐʔ⁵	
嗇	啬	sɐʔ⁵	
穡	穑	sɐʔ⁵	
𩍙	𩍙	sɐʔ⁵	
薔	蔷	sɐʔ⁵	
帥	帅	sɐʔ⁵	
色	色	sɐʔ⁵	
銫	铯	sɐʔ⁵	化學元素
塞	塞	sɐʔ⁵	
噻	噻	sɐʔ⁵	化學用字
率	率	sɐʔ⁵	
蟀	蟀	sɐʔ⁵	
摔	摔	sɐʔ⁵	
𥡢	𥡢	sɐʔ⁵	
瑟	瑟	sɐʔ⁵	
虱	虱	sɐʔ⁵	
蝨	虱	sɐʔ⁵	
窣	窣	sɐʔ⁵	
琗	琗	sɐʔ⁵	
颯	飒	sɐʔ⁵	
卅	卅	sɐʔ⁵	
釋	释	sɐʔ⁵	雪釋掉
釈	释	sɐʔ⁵	雪釋掉
濕	湿	sɐʔ⁵	衣裳濕濕其
溼	湿	sɐʔ⁵	衣裳濕濕其
圾	圾	sɐʔ⁵	文讀
趿	趿	sɐʔ⁵	
馺	馺	sɐʔ⁵	
懎	𢠁	sɐʔ⁵	
繬	𫄱	sɐʔ⁵	
轖	轖	sɐʔ⁵	
歰	歰	sɐʔ⁵	
雭	雭	sɐʔ⁵	
璱	璱	sɐʔ⁵	
飋	𫗋	sɐʔ⁵	
鯴	鲺	sɐʔ⁵	
咰	咰	sɐʔ⁵	
碎	碎	sɐʔ⁵	又音 僅限於「碎食」
砕	碎	sɐʔ⁵	又音 僅限於「碎食」
靸	靸	sɐʔ⁵	
鈒	钑	sɐʔ⁵	
霅	霅	sɐʔ⁵	
翜	翜	sɐʔ⁵	
箑	箑	sɐʔ⁵	
石	石	zɐʔ¹²	
乭	乭	zɐʔ¹²	
閘	闸	zɐʔ¹²	
牐	闸	zɐʔ¹²	
煠	煠	zɐʔ¹²	烹飪方式，將食物放在水中煮
炸	炸	zɐʔ¹²	烹飪方式，將食物放在油中煮
𧾁	𧾁	zɐʔ¹²	
𧼰	𧼰	zɐʔ¹²	𧼰時
鍘	铡	zɐʔ¹²	
䥷	铡	zɐʔ¹²	
賊	贼	zɐʔ¹²	
鰂	鲗	zɐʔ¹²	
鱡	鱡	zɐʔ¹²	
𨆎	𨆎	zɐʔ¹²	
蠈	蠈	zɐʔ¹²	
雜	杂	zɐʔ¹²	白讀
雑	杂	zɐʔ¹²	白讀
襍	杂	zɐʔ¹²	白讀
磼	磼	zɐʔ¹²	
雥	雥	zɐʔ¹²	
韴	韴	zɐʔ¹²	
夾	夹	kɐʔ⁵	
裌	夹	kɐʔ⁵	
袷	夹	kɐʔ⁵	
頰	颊	kɐʔ⁵	
鬲	鬲	kɐʔ⁵	
隔	隔	kɐʔ⁵	
𥴩	𥴩	kɐʔ⁵	
膈	膈	kɐʔ⁵	
槅	槅	kɐʔ⁵	槅子
嗝	嗝	kɐʔ⁵	
塥	塥	kɐʔ⁵	塥泥
鎘	镉	kɐʔ⁵	化學元素
翮	翮	kɐʔ⁵	
䛿	䛿	kɐʔ⁵	
㾸	㾸	kɐʔ⁵	㾸𤶁
甲	甲	kɐʔ⁵	白讀
胛	胛	kɐʔ⁵	
格	格	kɐʔ⁵	
袼	袼	kɐʔ⁵	
𪄎	𪄎	kɐʔ⁵	
鵊	𫛥	kɐʔ⁵	
圿	圿	kɐʔ⁵	
忦	忦	kɐʔ⁵	
鞂	鞂	kɐʔ⁵	
鴶	鴶	kɐʔ⁵	
介	介	kɐʔ⁵	促化
溢	溢	kɐʔ⁵	溢出
礊	礊	kɐʔ⁵	
挌	挌	kɐʔ⁵	
鵅	鵅	kɐʔ⁵	
擖	擖	kɐʔ⁵	
猰	猰	kɐʔ⁵	
諽	諽	kɐʔ⁵	
革	革	kɐʔ⁵	
緙	缂	kɐʔ⁵	
𢯹	𢯹	kɐʔ⁵	
愅	愅	kɐʔ⁵	
㗆	㗆	kɐʔ⁵	
割	割	kɐʔ⁵	
合	合	kɐʔ⁵	僅限於「合算」
咯	咯	kɐʔ⁵	咯咯笑
蛤	蛤	kɐʔ⁵	
䀫	䀫	kɐʔ⁵	因困倦或生眼病感覺不適而眨動眼睛
骼	骼	kɐʔ⁵	
鴿	鸽	kɐʔ⁵	
胳	胳	kɐʔ⁵	
硌	硌	kɐʔ⁵	
葛	葛	kɐʔ⁵	
轕	轕	kɐʔ⁵	
噶	噶	kɐʔ⁵	
蓋	盖	kɐʔ⁵	姓
疙	疙	kɐʔ⁵	
仡	仡	kɐʔ⁵	
虼	虼	kɐʔ⁵	
吃	吃	kɐʔ⁵	僅限於「吃舌頭」
輵	輵	kɐʔ⁵	
茖	茖	kɐʔ⁵	
蛒	蛒	kɐʔ⁵	
觡	觡	kɐʔ⁵	
搹	搹	kɐʔ⁵	
裓	裓	kɐʔ⁵	
鮯	𫚗	kɐʔ⁵	
獦	獦	kɐʔ⁵	
孂	孂	kɐʔ⁵	
佮	佮	kɐʔ⁵	
匌	匌	kɐʔ⁵	
鞈	鞈	kɐʔ⁵	
韐	韐	kɐʔ⁵	
客	客	kʰɐʔ⁵	
喀	喀	kʰɐʔ⁵	
揢	揢	kʰɐʔ⁵	量詞，拇指和食指合成的圈兒的大小
碦	碦	kʰɐʔ⁵	
磕	磕	kʰɐʔ⁵	
瞌	瞌	kʰɐʔ⁵	
搕	搕	kʰɐʔ⁵	
溘	溘	kʰɐʔ⁵	
嗑	嗑	kʰɐʔ⁵	
榼	榼	kʰɐʔ⁵	
掐	掐	kʰɐʔ⁵	
甲	甲	kʰɐʔ⁵	僅限於「指甲」
胛	胛	kʰɐʔ⁵	僅限於「挑肩胛」
曱	曱	kʰɐʔ⁵	
骹	骹	kʰɐʔ⁵	
磍	磍	kʰɐʔ⁵	
趏	趏	kʰɐʔ⁵	
礊	礊	kʰɐʔ⁵	
罊	罊	kʰɐʔ⁵	
諽	諽	kʰɐʔ⁵	
克	克	kʰɐʔ⁵	
剋	克	kʰɐʔ⁵	剋落
尅	克	kʰɐʔ⁵	剋落
勀	勀	kʰɐʔ⁵	
勊	勊	kʰɐʔ⁵	
氪	氪	kʰɐʔ⁵	化學元素
娔	娔	kʰɐʔ⁵	
刻	刻	kʰɐʔ⁵	
咳	咳	kʰɐʔ⁵	
渴	渴	kʰɐʔ⁵	
渇	渴	kʰɐʔ⁵	
嵑	嵑	kʰɐʔ⁵	
峇	峇	kʰɐʔ⁵	
𦊪	𦊪	kʰɐʔ⁵	
可	可	kʰɐʔ⁵	可汗
匌	匌	kʰɐʔ⁵	
歁	歁	kʰɐʔ⁵	
軋	轧	ɡɐʔ¹²	
釓	钆	ɡɐʔ¹²	化學元素
搿	搿	ɡɐʔ¹²	
䦪	䦪	ɡɐʔ¹²	
𪆰	𪆰	ɡɐʔ¹²	
扤	扤	ŋɐʔ¹²	又音 僅限於「扤頭」等
額	额	ŋɐʔ¹²	
頟	额	ŋɐʔ¹²	
峉	峉	ŋɐʔ¹²	
枿	枿	ŋɐʔ¹²	
歺	歺	ŋɐʔ¹²	
聐	聐	ŋɐʔ¹²	
詻	詻	ŋɐʔ¹²	
虉	虉	ŋɐʔ¹²	
鳽	𫛚	ŋɐʔ¹²	
𥑺	𥑺	ŋɐʔ¹²	
砐	砐	ŋɐʔ¹²	
礏	礏	ŋɐʔ¹²	
礘	礘	ŋɐʔ¹²	
齾	𫜰	ŋɐʔ¹²	
儑	儑	ŋɐʔ¹²	
㩵	擜	ŋɐʔ¹²	
屵	屵	ŋɐʔ¹²	
嶭	嶭	ŋɐʔ¹²	
𣎴	𣎴	ŋɐʔ¹²	
魥	𩽹	ŋɐʔ¹²	
扤	扤	ʔŋɐʔ⁵	搖動；晃動
𦨉	𦨉	ʔŋɐʔ⁵	（船、車）擺動；晃動
赫	赫	hɐʔ⁵	
爀	爀	hɐʔ⁵	
嚇	吓	hɐʔ⁵	
哈	哈	hɐʔ⁵	
鉿	铪	hɐʔ⁵	化學元素
瞎	瞎	hɐʔ⁵	
敮	敮	hɐʔ⁵	
譀	譀	hɐʔ⁵	
黑	黑	hɐʔ⁵	
黒	黑	hɐʔ⁵	
潶	潶	hɐʔ⁵	
嘿	嘿	hɐʔ⁵	
𨭆	𬭶	hɐʔ⁵	化學元素
喝	喝	hɐʔ⁵	
欱	喝	hɐʔ⁵	
呷	呷	hɐʔ⁵	
郝	郝	hɐʔ⁵	
猲	猲	hɐʔ⁵	
覈	核	ɦɐʔ¹²	
劾	劾	ɦɐʔ¹²	
狹	狭	ɦɐʔ¹²	
陿	狭	ɦɐʔ¹²	
硤	硖	ɦɐʔ¹²	
垎	垎	ɦɐʔ¹²	
楁	楁	ɦɐʔ¹²	
炠	炠	ɦɐʔ¹²	
翈	翈	ɦɐʔ¹²	
縖	縖	ɦɐʔ¹²	
舝	舝	ɦɐʔ¹²	
鎋	鎋	ɦɐʔ¹²	
鶷	鶷	ɦɐʔ¹²	
滆	滆	ɦɐʔ¹²	
珨	珨	ɦɐʔ¹²	
祫	祫	ɦɐʔ¹²	
匣	匣	ɦɐʔ¹²	
舺	舺	ɦɐʔ¹²	
黠	黠	ɦɐʔ¹²	
霅	霅	ɦɐʔ¹²	
砎	砎	ɦɐʔ¹²	
核	核	ɦɐʔ¹²	
合	合	ɦɐʔ¹²	
郃	郃	ɦɐʔ¹²	
盒	盒	ɦɐʔ¹²	
頜	颌	ɦɐʔ¹²	
餄	饸	ɦɐʔ¹²	
𬌗	𬌗	ɦɐʔ¹²	
轄	辖	ɦɐʔ¹²	
曷	曷	ɦɐʔ¹²	
褐	褐	ɦɐʔ¹²	
盍	盍	ɦɐʔ¹²	
盇	盍	ɦɐʔ¹²	
闔	阖	ɦɐʔ¹²	
嗑	嗑	ɦɐʔ¹²	
𧛾	𧛾	ɦɐʔ¹²	
熆	熆	ɦɐʔ¹²	
篕	篕	ɦɐʔ¹²	
毼	毼	ɦɐʔ¹²	
鶡	鹖	ɦɐʔ¹²	
榙	榙	ɦɐʔ¹²	
耠	耠	ɦɐʔ¹²	
詥	詥	ɦɐʔ¹²	
麧	麧	ɦɐʔ¹²	
鞨	鞨	ɦɐʔ¹²	
骱	骱	ɦɐʔ¹²	
淈	淈	ɦɐʔ¹²	
齕	龁	ɦɐʔ¹²	
壓	压	ɐʔ⁵	
圧	压	ɐʔ⁵	
鴨	鸭	ɐʔ⁵	
𩿼	鸭	ɐʔ⁵	
𪀌	鸭	ɐʔ⁵	
押	押	ɐʔ⁵	
閼	阏	ɐʔ⁵	
阿	阿	ɐʔ⁵	
啊	啊	ɐʔ⁵	促化
庘	庘	ɐʔ⁵	
劜	劜	ɐʔ⁵	
呝	呝	ɐʔ⁵	
蚅	蚅	ɐʔ⁵	
豟	豟	ɐʔ⁵	
貖	貖	ɐʔ⁵	
軶	軶	ɐʔ⁵	
圔	圔	ɐʔ⁵	
圠	圠	ɐʔ⁵	
嫼	嫼	ɐʔ⁵	
窫	窫	ɐʔ⁵	
盦	盦	ɐʔ⁵	
阸	阸	ɐʔ⁵	
厄	厄	ɐʔ⁵	
戹	厄	ɐʔ⁵	
阨	厄	ɐʔ⁵	
苊	苊	ɐʔ⁵	化學用字
呃	呃	ɐʔ⁵	
扼	扼	ɐʔ⁵	
搤	扼	ɐʔ⁵	
軛	轭	ɐʔ⁵	
枙	枙	ɐʔ⁵	
砈	砈	ɐʔ⁵	化學元素，又稱「砹」
藹	蔼	ɐʔ⁵	
靄	霭	ɐʔ⁵	
謁	谒	ɐʔ⁵	
暍	暍	ɐʔ⁵	
遏	遏	ɐʔ⁵	
餲	餲	ɐʔ⁵	餲𦤣
頞	頞	ɐʔ⁵	
廅	廅	ɐʔ⁵	
鰪	鰪	ɐʔ⁵	
咹	咹	ɐʔ⁵	
堨	堨	ɐʔ⁵	
齃	齃	ɐʔ⁵	
餩	餩	ɐʔ⁵	
㔩	㔩	ɐʔ⁵	
姶	姶	ɐʔ⁵	
鞥	鞥	ɐʔ⁵	
揠	揠	ɐʔ⁵	
佮	佮	ɐʔ⁵	
罨	罨	ɐʔ⁵	
罯	罯	ɐʔ⁵	
貼	贴	tʰiɐʔ⁵	
帖	帖	tʰiɐʔ⁵	
怗	怗	tʰiɐʔ⁵	
萜	萜	tʰiɐʔ⁵	化學用字
䩞	䩞	tʰiɐʔ⁵	
呫	呫	tʰiɐʔ⁵	
跕	跕	tʰiɐʔ⁵	
鉆	钻	tʰiɐʔ⁵	
蝶	蝶	diɐʔ¹²	
蜨	蝶	diɐʔ¹²	
碟	碟	diɐʔ¹²	
楪	楪	diɐʔ¹²	同「碟」
牒	牒	diɐʔ¹²	
諜	谍	diɐʔ¹²	
喋	喋	diɐʔ¹²	
啑	喋	diɐʔ¹²	
惵	惵	diɐʔ¹²	
堞	堞	diɐʔ¹²	
渫	渫	diɐʔ¹²	
㻡	㻡	diɐʔ¹²	
蹀	蹀	diɐʔ¹²	
牃	牃	diɐʔ¹²	
艓	艓	diɐʔ¹²	
褋	褋	diɐʔ¹²	
褺	褺	diɐʔ¹²	
叠	叠	diɐʔ¹²	
曡	叠	diɐʔ¹²	
疊	叠	diɐʔ¹²	
畳	叠	diɐʔ¹²	
揲	揲	diɐʔ¹²	
掠	掠	liɐʔ¹²	
略	略	liɐʔ¹²	
畧	略	liɐʔ¹²	
撂	撂	liɐʔ¹²	
獵	猎	liɐʔ¹²	
猟	猎	liɐʔ¹²	
鬣	鬣	liɐʔ¹²	
鱲	𫚭	liɐʔ¹²	
躐	躐	liɐʔ¹²	
儠	儠	liɐʔ¹²	
巤	巤	liɐʔ¹²	
犣	犣	liɐʔ¹²	
鬛	鬛	liɐʔ¹²	
劣	劣	liɐʔ¹²	
擽	㧰	liɐʔ¹²	
詻	詻	liɐʔ¹²	
獦	獦	liɐʔ¹²	
雀	雀	tɕiɐʔ⁵	
爵	爵	tɕiɐʔ⁵	
爝	爝	tɕiɐʔ⁵	
婥	婥	tɕiɐʔ⁵	
焯	焯	tɕiɐʔ⁵	
禚	禚	tɕiɐʔ⁵	
謶	謶	tɕiɐʔ⁵	
妁	妁	tɕiɐʔ⁵	
趵	趵	tɕiɐʔ⁵	
酌	酌	tɕiɐʔ⁵	
圴	圴	tɕiɐʔ⁵	
彴	彴	tɕiɐʔ⁵	
著	着	tɕiɐʔ⁵	同「着」
着	着	tɕiɐʔ⁵	
擆	擆	tɕiɐʔ⁵	
櫡	櫡	tɕiɐʔ⁵	
鐯	䦃	tɕiɐʔ⁵	
辵	辵	tɕiɐʔ⁵	
辶	辶	tɕiɐʔ⁵	
碏	碏	tɕiɐʔ⁵	
犳	犳	tɕiɐʔ⁵	
脚	脚	tɕiɐʔ⁵	
腳	脚	tɕiɐʔ⁵	
甲	甲	tɕiɐʔ⁵	
鉀	钾	tɕiɐʔ⁵	化學元素
玾	玾	tɕiɐʔ⁵	
𥑐	𥑐	tɕiɐʔ⁵	
岬	岬	tɕiɐʔ⁵	
戛	戛	tɕiɐʔ⁵	
戞	戛	tɕiɐʔ⁵	
筴	筴	tɕiɐʔ⁵	
莢	荚	tɕiɐʔ⁵	
峽	峡	tɕiɐʔ⁵	
硤	硖	tɕiɐʔ⁵	
鋏	铗	tɕiɐʔ⁵	
浹	浃	tɕiɐʔ⁵	
郟	郏	tɕiɐʔ⁵	
蛺	蛱	tɕiɐʔ⁵	
餄	饸	tɕiɐʔ⁵	
鵊	𫛥	tɕiɐʔ⁵	
梜	梜	tɕiɐʔ⁵	
鞈	鞈	tɕiɐʔ⁵	
韐	韐	tɕiɐʔ⁵	
雀	雀	tɕʰiɐʔ⁵	
鵲	鹊	tɕʰiɐʔ⁵	
綽	绰	tɕʰiɐʔ⁵	綽號
繛	繛	tɕʰiɐʔ⁵	
磭	磭	tɕʰiɐʔ⁵	
逴	逴	tɕʰiɐʔ⁵	
卻	却	tɕʰiɐʔ⁵	
却	却	tɕʰiɐʔ⁵	
洽	洽	tɕʰiɐʔ⁵	
恰	恰	tɕʰiɐʔ⁵	
愜	惬	tɕʰiɐʔ⁵	
篋	箧	tɕʰiɐʔ⁵	
匧	匧	tɕʰiɐʔ⁵	
悏	悏	tɕʰiɐʔ⁵	
帢	帢	tɕʰiɐʔ⁵	
硈	硈	tɕʰiɐʔ⁵	
葜	葜	tɕʰiɐʔ⁵	
著	着	dʑiɐʔ¹²	同「着」
着	着	dʑiɐʔ¹²	火着
皭	皭	dʑiɐʔ¹²	
𢜭	𢜭	dʑiɐʔ¹²	𢜭力
臄	臄	dʑiɐʔ¹²	
醵	醵	dʑiɐʔ¹²	
捏	捏	ȵiɐʔ¹²	
揑	捏	ȵiɐʔ¹²	
虐	虐	ȵiɐʔ¹²	
瘧	疟	ȵiɐʔ¹²	
疟	疟	ȵiɐʔ¹²	
涅	涅	ȵiɐʔ¹²	
圼	圼	ȵiɐʔ¹²	
篞	篞	ȵiɐʔ¹²	
箬	箬	ȵiɐʔ¹²	蘆箬
鰙	鰙	ȵiɐʔ¹²	
逽	逽	ȵiɐʔ¹²	
篛	篛	ȵiɐʔ¹²	
蒻	蒻	ȵiɐʔ¹²	
搦	搦	ȵiɐʔ¹²	
捻	捻	ȵiɐʔ¹²	
敜	敜	ȵiɐʔ¹²	
惗	惗	ȵiɐʔ¹²	
踗	踗	ȵiɐʔ¹²	
錜	𫓻	ȵiɐʔ¹²	
鑷	镊	ȵiɐʔ¹²	
埝	埝	ȵiɐʔ¹²	
慹	慹	ȵiɐʔ¹²	
暬	暬	ȵiɐʔ¹²	
籋	𥬞	ȵiɐʔ¹²	
菍	菍	ȵiɐʔ¹²	
鑈	鑈	ȵiɐʔ¹²	
磭	磭	ȵiɐʔ¹²	
蹃	蹃	ȵiɐʔ¹²	
削	削	ɕiɐʔ⁵	
獡	獡	ɕiɐʔ⁵	
謔	谑	ɕiɐʔ⁵	
嚼	嚼	ʑiɐʔ¹²	
若	若	ʑiɐʔ¹²	
楉	楉	ʑiɐʔ¹²	
鄀	鄀	ʑiɐʔ¹²	
弱	弱	ʑiɐʔ¹²	
蒻	蒻	ʑiɐʔ¹²	
叒	叒	ʑiɐʔ¹²	
芍	芍	ʑiɐʔ¹²	
仢	仢	ʑiɐʔ¹²	
葯	药	ɦiɐʔ¹²	
藥	药	ɦiɐʔ¹²	
薬	药	ɦiɐʔ¹²	
礿	礿	ɦiɐʔ¹²	
纅	纅	ɦiɐʔ¹²	
龠	龠	ɦiɐʔ¹²	
瀹	瀹	ɦiɐʔ¹²	
籥	籥	ɦiɐʔ¹²	
鑰	钥	ɦiɐʔ¹²	
禴	禴	ɦiɐʔ¹²	
