fanti	jianti	pinyin2	pinyin	ipa	beizhu
沫	沫	muiq	muiq8	muiʔ²	
抹	抹	muiq	muiq8	muiʔ²	~黑。
沒	没	muiq	muiq8	muiʔ²	
闊	阔	fuiq	fuiq7	fuiʔ⁵	
割	割	guiq	guiq7	kuiʔ⁵	
葛	葛	guiq	guiq7	kuiʔ⁵	
渴	渴	huiq	huiq7	huiʔ⁵	
喝	喝	huiq	huiq7	huiʔ⁵	
活	活	wuiq	wuiq8	wuiʔ²	
笠	笠	laauq	laauq7	lauʔ⁵	
粒	粒	laauq	laauq7	lauʔ⁵	
立	立	laauq	laauq8	lauʔ²	
執	执	zaauq	zaauq7	tsauʔ⁵	
汁	汁	zaauq	zaauq7	tsauʔ⁵	
集	集	zaauq	zaauq8	tsauʔ²	
習	习	zaauq	zaauq8	tsauʔ²	
襲	袭	zaauq	zaauq8	tsauʔ²	
緝	缉	caauq	caauq7	tsʰauʔ⁵	
濕	湿	saauq	saauq7	sauʔ⁵	
十	十	saauq	saauq8	sauʔ²	
急	急	gaauq	gaauq7	kauʔ⁵	
級	级	kaauq	kaauq7	kʰauʔ⁵	
給	给	kaauq	kaauq7	kʰauʔ⁵	
吸	吸	kaauq	kaauq7	kʰauʔ⁵	
及	及	kaauq	kaauq8	kʰauʔ²	
泣	泣	jaauq	jaauq7	jauʔ⁵	
邑	邑	jaauq	jaauq7	jauʔ⁵	
入	入	jaauq	jaauq8	jauʔ²	
卜	卜	bouq	bouq7	pouʔ⁵	
僕	仆	bouq	bouq8	pouʔ²	
仆	仆	pouq	pouq7	pʰouʔ⁵	~倒。
目	目	mouq	mouq8	mouʔ²	
木	木	mouq	mouq8	mouʔ²	
穆	穆	mouq	mouq8	mouʔ²	
牧	牧	mouq	mouq8	mouʔ²	
福	福	fouq	fouq7	fouʔ⁵	
幅	幅	fouq	fouq7	fouʔ⁵	
蝠	蝠	fouq	fouq7	fouʔ⁵	
複	复	fouq	fouq7	fouʔ⁵	
腹	腹	fouq	fouq7	fouʔ⁵	
復	复	fouq	fouq8	fouʔ²	
覆	覆	fouq	fouq8	fouʔ²	
服	服	fouq	fouq8	fouʔ²	
伏	伏	fouq	fouq8	fouʔ²	
篤	笃	douq	douq7	touʔ⁵	
督	督	douq	douq7	touʔ⁵	
厾	厾	douq	douq7	touʔ⁵	戳。
獨	独	douq	douq8	touʔ²	
讀	读	douq	douq8	touʔ²	
牘	牍	douq	douq8	touʔ²	
犢	犊	douq	douq8	touʔ²	
毒	毒	douq	douq8	touʔ²	
禿	秃	touq	touq7	tʰouʔ⁵	
祿	禄	louq	louq8	louʔ²	
六	六	louq	louq8	louʔ²	
陸	陆	louq	louq8	louʔ²	
綠	绿	louq	louq8	louʔ²	
錄	录	louq	louq8	louʔ²	
竹	竹	zouq	zouq7	tsouʔ⁵	
築	筑	zouq	zouq7	tsouʔ⁵	
祝	祝	zouq	zouq7	tsouʔ⁵	
粥	粥	zouq	zouq7	tsouʔ⁵	
足	足	zouq	zouq7	tsouʔ⁵	
燭	烛	zouq	zouq7	tsouʔ⁵	
囑	嘱	zouq	zouq7	tsouʔ⁵	
續	续	zouq	zouq8	tsouʔ²	
濁	浊	zouq	zouq8	tsouʔ²	
濁	浊	zouq	zouq8	tsouʔ²	
族	族	zouq	zouq8	tsouʔ²	
簇	簇	zouq	zouq8	tsouʔ²	
逐	逐	zouq	zouq8	tsouʔ²	
軸	轴	zouq	zouq8	tsouʔ²	
俗	俗	zouq	zouq8	tsouʔ²	
速	速	couq	couq7	tsʰouʔ⁵	
畜	畜	couq	couq7	tsʰouʔ⁵	
蓄	蓄	couq	couq7	tsʰouʔ⁵	
促	促	couq	couq7	tsʰouʔ⁵	
觸	触	couq	couq7	tsʰouʔ⁵	
束	束	couq	couq7	tsʰouʔ⁵	
宿	宿	souq	souq7	souʔ⁵	
肅	肃	souq	souq7	souʔ⁵	
縮	缩	souq	souq7	souʔ⁵	
叔	叔	souq	souq7	souʔ⁵	
粟	粟	souq	souq7	souʔ⁵	
熟	熟	souq	souq8	souʔ²	
淑	淑	souq	souq8	souʔ²	
贖	赎	souq	souq8	souʔ²	
蜀	蜀	souq	souq8	souʔ²	
屬	属	souq	souq8	souʔ²	
穀	谷	gouq	gouq7	kouʔ⁵	
谷	谷	gouq	gouq7	kouʔ⁵	
菊	菊	gouq	gouq7	kouʔ⁵	
局	局	gouq	gouq8	kouʔ²	
焗	焗	gouq	gouq8	kouʔ²	
曲	曲	kouq	kouq7	kʰouʔ⁵	
哭	哭	houq	houq7	houʔ⁵	
沃	沃	jouq	jouq7	jouʔ⁵	
郁	郁	jouq	jouq7	jouʔ⁵	
肉	肉	jouq	jouq8	jouʔ²	
育	育	jouq	jouq8	jouʔ²	
辱	辱	jouq	jouq8	jouʔ²	
玉	玉	jouq	jouq8	jouʔ²	
獄	狱	jouq	jouq8	jouʔ²	
欲	欲	jouq	jouq8	jouʔ²	
浴	浴	jouq	jouq8	jouʔ²	
屋	屋	ouq	ouq7	ouʔ⁵	
