简体	繁體	声	韵	调	备注	其他的话	音標
略	略	l	iɔ	阳入			liɔ˧˥
掠	掠	l	iɔ	阳入			liɔ˧˥
着	著	ʦ	iɔ	阴入	2		ʦiɔ˦˨˧
绰	綽	ʦʰ	iɔ	阴入			ʦʰiɔ˦˨˧
浞	浞	ʦʰ	iɔ	阴入			ʦʰiɔ˦˨˧
稍	稍	s	iɔ	阴平			siɔ˧˧˦
悄	悄	s	iɔ	阴平	2		siɔ˧˧˦
俏	俏	s	iɔ	阴平		方言志中为ʦʰiə	siɔ˧˧˦
萧	蕭	s	iɔ	阴平			siɔ˧˧˦
箫	簫	s	iɔ	阴平			siɔ˧˧˦
嗓	嗓	s	iɔ	阴平	雄鸭～：公鸭嗓	方言志中韵母为ɔ̃	siɔ˧˧˦
削	削	s	iɔ	阴入			siɔ˦˨˧
□	□	s	iɔ	阴入	～嘴：接吻		siɔ˦˨˧
嚼	嚼	z	iɔ	阳入			ziɔ˧˥
爵	爵	z	iɔ	阳入		方言志中声母为ʦ	ziɔ˧˥
勺	勺	z	iɔ	阳入			ziɔ˧˥
若	若	z	iɔ	阳入			ziɔ˧˥
叫	叫	ʨ	iɔ	阴平	2		ʨiɔ˧˧˦
恭	恭	ʨ	iɔ	阴平		方言志中韵母为iɔ̃	ʨiɔ˧˧˦
供	供	ʨ	iɔ	阴平			ʨiɔ˧˧˦
供	供	ʨ	iɔ	阴去	～桌	方言志中韵母为iɔ̃	ʨiɔ˥˥˦
脚	腳	ʨ	iɔ	阴入			ʨiɔ˦˨˧
筐	筐	ʨʰ	iɔ	阴平	1	方言志中韵母为iɔ̃	ʨʰiɔ˧˧˦
眶	眶	ʨʰ	iɔ	阴平			ʨʰiɔ˧˧˦
恐	恐	ʨʰ	iɔ	阴上	1，～怕		ʨʰiɔ˥˧
窍	竅	ʨʰ	iɔ	阴去		方言志中韵母为iə	ʨʰiɔ˥˥˦
曲	曲	ʨʰ	iɔ	阴入			ʨʰiɔ˦˨˧
却	卻	ʨʰ	iɔ	阴入			ʨʰiɔ˦˨˧
狂	狂	ʥ	iɔ	阳平		方言志中韵母为iɔ̃	ʥiɔ˨˧˩
供	供	ʥ	iɔ	阳去	～养	方言志中为ʨiɔ̃，阴入	ʥiɔ˨˩˧
共	共	ʥ	iɔ	阳去	1	方言志中韵母为iɔ̃	ʥiɔ˨˩˧
局	局	ʥ	iɔ	阳入			ʥiɔ˧˥
胸	胸	ɕ	iɔ	阴平		方言志中韵母为iɔ̃	ɕiɔ˧˧˦
凶	凶	ɕ	iɔ	阴平		方言志中韵母为iɔ̃	ɕiɔ˧˧˦
凶	兇	ɕ	iɔ	阴平			ɕiɔ˧˧˦
况	況	ɕ	iɔ	阴去		方言志中韵母为iɔ̃	ɕiɔ˥˥˦
浓	濃	ȵ	iɔ	阳平	1	方言志中韵母为iɔ̃	ȵiɔ˨˧˩
鸟	鳥	ȵ	iɔ	阳上	2		ȵiɔ˧˩
弱	弱	ȵ	iɔ	阳入			ȵiɔ˧˥
虐	虐	ȵ	iɔ	阳入			ȵiɔ˧˥
疟	瘧	ȵ	iɔ	阳入			ȵiɔ˧˥
箬	箬	ȵ	iɔ	阳入			ȵiɔ˧˥
捼	捼	ȵ	iɔ	阳入	搓揉		ȵiɔ˧˥
□	□	ȵ	iɔ	阳入	回过头、走回头路		ȵiɔ˧˥
搦	搦	ȵ	iɔ	阳入			ȵiɔ˧˥
王	王		iɔ	阳平		方言志中为jɔ̃	iɔ˨˧˩
咬	咬		iɔ	阴上	2		iɔ˥˧
枉	枉		iɔ	阴上		方言志中为iɔ̃	iɔ˥˧
往	往		iɔ	阴上		方言志中为iɔ̃	iɔ˥˧
用	用		iɔ	阳去		方言志中为jɔ̃	iɔ˨˩˧
约	約		iɔ	阴入			iɔ˦˨˧
□	□		iɔ	阴入	给		iɔ˦˨˧
药	藥		iɔ	阳入		方言志中为jɔ	iɔ˧˥
跃	躍		iɔ	阳入			iɔ˧˥
欲	欲		iɔ	阳入		方言志中为jɔ	iɔ˧˥
浴	浴		iɔ	阳入		方言志中为jɔ	iɔ˧˥
乐	樂		iɔ	阳入	2，音～	方言志中为lɔ	iɔ˧˥
兜	兜	ʔd	ium	阴平			ʔdium˧˧˦
丢	丟	ʔd	ium	阴平			ʔdium˧˧˦
斗	鬥	ʔd	ium	阴上			ʔdium˥˧
抖	抖	ʔd	ium	阴上			ʔdium˥˧
斗	鬥	ʔd	ium	阴去	～争		ʔdium˥˥˦
偷	偷	tʰ	ium	阴平			tʰium˧˧˦
透	透	tʰ	ium	阴去			tʰium˥˥˦
头	頭	d	ium	阳平			dium˨˧˩
投	投	d	ium	阳平			dium˨˧˩
豆	豆	d	ium	阳去			dium˨˩˧
痘	痘	d	ium	阳去			dium˨˩˧
搂	摟	l	ium	阴平	挖		lium˧˧˦
楼	樓	l	ium	阳平			lium˨˧˩
流	流	l	ium	阳平			lium˨˧˩
刘	劉	l	ium	阳平			lium˨˧˩
留	留	l	ium	阳平			lium˨˧˩
榴	榴	l	ium	阳平			lium˨˧˩
硫	硫	l	ium	阳平			lium˨˧˩
琉	琉	l	ium	阳平			lium˨˧˩
篓	簍	l	ium	阳上			lium˧˩
柳	柳	l	ium	阳上			lium˧˩
缕	縷	l	ium	阳上	丝～		lium˧˩
搂	摟	l	ium	阳上	拨拉		lium˧˩
陋	陋	l	ium	阳去		方言志中为阳上	lium˨˩˧
漏	漏	l	ium	阳去			lium˨˩˧
溜	溜	l	ium	阳去			lium˨˩˧
邹	鄒	ʦ	ium	阴平			ʦium˧˧˦
周	周	ʦ	ium	阴平			ʦium˧˧˦
舟	舟	ʦ	ium	阴平			ʦium˧˧˦
州	州	ʦ	ium	阴平			ʦium˧˧˦
洲	洲	ʦ	ium	阴平			ʦium˧˧˦
酒	酒	ʦ	ium	阴上			ʦium˥˧
帚	帚	ʦ	ium	阴上			ʦium˥˧
走	走	ʦ	ium	阴上			ʦium˥˧
昼	晝	ʦ	ium	阴去			ʦium˥˥˦
绉	縐	ʦ	ium	阴去			ʦium˥˥˦
咒	咒	ʦ	ium	阴去			ʦium˥˥˦
奏	奏	ʦ	ium	阴去			ʦium˥˥˦
秋	秋	ʦʰ	ium	阴平			ʦʰium˧˧˦
鞦	鞦	ʦʰ	ium	阴平			ʦʰium˧˧˦
抽	抽	ʦʰ	ium	阴平			ʦʰium˧˧˦
丑	醜	ʦʰ	ium	阴上			ʦʰium˥˧
臭	臭	ʦʰ	ium	阴去		方言志中声母为ʦ，阴去	ʦʰium˥˥˦
凑	湊	ʦʰ	ium	阴去		方言志中为阳上	ʦʰium˥˥˦
绸	綢	ʣ	ium	阳平		方言志中声母为z	ʣium˨˧˩
稠	稠	ʣ	ium	阳平			ʣium˨˧˩
筹	籌	ʣ	ium	阳平			ʣium˨˧˩
酬	酬	ʣ	ium	阳平			ʣium˨˧˩
皱	皺	ʣ	ium	阳平			ʣium˨˧˩
纣	紂	ʣ	ium	阳上			ʣium˧˩
袖	袖	ʣ	ium	阳去			ʣium˨˩˧
宙	宙	ʣ	ium	阳去			ʣium˨˩˧
修	修	s	ium	阴平			sium˧˧˦
羞	羞	s	ium	阴平		方言志中声母为ɕ	sium˧˧˦
搜	搜	s	ium	阴平			sium˧˧˦
收	收	s	ium	阴平			sium˧˧˦
手	手	s	ium	阴上			sium˥˧
首	首	s	ium	阴上			sium˥˧
守	守	s	ium	阴上			sium˥˧
秀	秀	s	ium	阴去			sium˥˥˦
繍	繍	s	ium	阴去			sium˥˥˦
宿	宿	s	ium	阴去	星～		sium˥˥˦
锈	鏽	s	ium	阴去			sium˥˥˦
瘦	瘦	s	ium	阴去			sium˥˥˦
兽	獸	s	ium	阴去		方言志中为阴上	sium˥˥˦
叟	叟	s	ium	阴去			sium˥˥˦
绣	繡	s	ium	阴去	卖～花担：货郎		sium˥˥˦
囚	囚	z	ium	阳平		方言志中韵母为ʥ	zium˨˧˩
愁	愁	z	ium	阳平			zium˨˧˩
柔	柔	z	ium	阳平			zium˨˧˩
揉	揉	z	ium	阳平			zium˨˧˩
受	受	z	ium	阳上			zium˧˩
授	授	z	ium	阳上			zium˧˩
寿	壽	z	ium	阳去			zium˨˩˧
就	就	z	ium	阳去			zium˨˩˧
鸠	鳩	ʨ	ium	阴平			ʨium˧˧˦
阄	鬮	ʨ	ium	阴平			ʨium˧˧˦
□	□	ʨ	ium	阴平	尾巴龙～：尾骨、屁～：椿象		ʨium˧˧˦
九	九	ʨ	ium	阴上			ʨium˥˧
久	久	ʨ	ium	阴上			ʨium˥˧
韭	韭	ʨ	ium	阴上			ʨium˥˧
救	救	ʨ	ium	阴去			ʨium˥˥˦
究	究	ʨ	ium	阴去		方言志中为阴平	ʨium˥˥˦
灸	灸	ʨ	ium	阴去			ʨium˥˥˦
丘	丘	ʨʰ	ium	阴平			ʨʰium˧˧˦
求	求	ʥ	ium	阳平			ʥium˨˧˩
救	救	ʥ	ium	阳平		方言志中声母为ʨ，阴去	ʥium˨˧˩
仇	仇	ʥ	ium	阳平		方言志中声母为ʣ	ʥium˨˧˩
臼	臼	ʥ	ium	阳上			ʥium˧˩
舅	舅	ʥ	ium	阳上			ʥium˧˩
咎	咎	ʥ	ium	阳上			ʥium˧˩
旧	舊	ʥ	ium	阳去			ʥium˨˩˧
瘊	瘊	ɕ	ium	阴平	老鼠～：瘊子		ɕium˧˧˦
休	休	ɕ	ium	阴平			ɕium˧˧˦
貅	貅	ɕ	ium	阴平	貌～：刺猬		ɕium˧˧˦
朽	朽	ɕ	ium	阴去			ɕium˥˥˦
扭	扭	ȵ	ium	阴平	1		ȵium˧˧˦
牛	牛	ȵ	ium	阳平			ȵium˨˧˩
纽	紐	ȵ	ium	阳上			ȵium˧˩
扭	扭	ȵ	ium	阳上	2		ȵium˧˩
藕	藕	ȵ	ium	阳上	2		ȵium˧˩
忧	憂		ium	阴平			ium˧˧˦
优	優		ium	阴平			ium˧˧˦
幽	幽		ium	阴平			ium˧˧˦
周	周		ium	阴平	一～年：一周岁		ium˧˧˦
尤	尤		ium	阳平		方言志中为ju	ium˨˧˩
邮	郵		ium	阳平		方言志中为ju	ium˨˧˩
由	由		ium	阳平		方言志中为ju	ium˨˧˩
油	油		ium	阳平		方言志中为ju	ium˨˧˩
游	遊		ium	阳平		方言志中为ju	ium˨˧˩
犹	猶		ium	阳平		方言志中为ju	ium˨˧˩
悠	悠		ium	阳平		方言志中为阴平	ium˨˧˩
有	有		ium	阴上			ium˥˧
友	友		ium	阴上		方言志中为ju，阳上	ium˥˧
右	右		ium	阴上		方言志中为ju，阳上	ium˥˧
酉	酉		ium	阳上			ium˧˩
幼	幼		ium	阴去		方言志中为ju	ium˥˥˦
又	又		ium	阳去		方言志中为ju	ium˨˩˧
佑	佑		ium	阳去		方言志中为ju	ium˨˩˧
柚	柚		ium	阳去		方言志中为ju	ium˨˩˧
鼬	鼬		ium	阳去			ium˨˩˧
釉	釉		ium	阳去		方言志中为ju	ium˨˩˧
诱	誘		ium	阳去		方言志中为ju	ium˨˩˧
般	般	ʔb	ɛ	阴平			ʔbɛ˧˧˦
奔	奔	ʔb	ɛ	阴平			ʔbɛ˧˧˦
簸	簸	ʔb	ɛ	阴平			ʔbɛ˧˧˦
本	本	ʔb	ɛ	阴上			ʔbɛ˥˧
半	半	ʔb	ɛ	阴去			ʔbɛ˥˥˦
粪	糞	ʔb	ɛ	阴去	～缸：粪池		ʔbɛ˥˥˦
北	北	ʔb	ɛ	阴入			ʔbɛ˦˨˧
拔	拔	ʔb	ɛ	阴入			ʔbɛ˦˨˧
潘	潘	pʰ	ɛ	阴平			pʰɛ˧˧˦
判	判	pʰ	ɛ	阴去			pʰɛ˥˥˦
泼	潑	pʰ	ɛ	阴入			pʰɛ˦˨˧
盘	盤	b	ɛ	阳平			bɛ˨˧˩
搬	搬	b	ɛ	阳平		方言志中声母为p	bɛ˨˧˩
盆	盆	b	ɛ	阳平			bɛ˨˧˩
朋	朋	b	ɛ	阳平		方言志中韵母为oŋ	bɛ˨˧˩
伴	伴	b	ɛ	阳上			bɛ˧˩
拌	拌	b	ɛ	阳上			bɛ˧˩
绊	絆	b	ɛ	阳上			bɛ˧˩
叛	叛	b	ɛ	阳上		方言志中为阳去	bɛ˧˩
钹	鈸	b	ɛ	阳入			bɛ˧˥
勃	勃	b	ɛ	阳入			bɛ˧˥
饽	餑	b	ɛ	阳入	面～：撒在木板上，以免擀好的面块粘着的面粉		bɛ˧˥
瞒	瞞	m	ɛ	阳平			mɛ˨˧˩
馒	饅	m	ɛ	阳平			mɛ˨˧˩
鞔	鞔	m	ɛ	阳平	把几层旧布糊在一起		mɛ˨˧˩
满	滿	m	ɛ	阳上			mɛ˧˩
蚂	螞	m	ɛ	阳上	～蟥		mɛ˧˩
末	末	m	ɛ	阳入			mɛ˧˥
沫	沫	m	ɛ	阳入			mɛ˧˥
抹	抹	m	ɛ	阳入			mɛ˧˥
没	沒	m	ɛ	阳入			mɛ˧˥
墨	墨	m	ɛ	阳入			mɛ˧˥
默	默	m	ɛ	阳入			mɛ˧˥
茉	茉	m	ɛ	阳入			mɛ˧˥
□	□	v	ɛ	阳平	语气词		vɛ˨˧˩
端	端	ʔd	ɛ	阴平			ʔdɛ˧˧˦
敦	敦	ʔd	ɛ	阴平			ʔdɛ˧˧˦
短	短	ʔd	ɛ	阴上			ʔdɛ˥˧
顿	頓	ʔd	ɛ	阴去			ʔdɛ˥˥˦
□	□	ʔd	ɛ	阴去	说定、约定		ʔdɛ˥˥˦
答	答	ʔd	ɛ	阴入			ʔdɛ˦˨˧
掇	掇	ʔd	ɛ	阴入			ʔdɛ˦˨˧
裰	裰	ʔd	ɛ	阴入			ʔdɛ˦˨˧
得	得	ʔd	ɛ	阴入			ʔdɛ˦˨˧
德	德	ʔd	ɛ	阴入			ʔdɛ˦˨˧
端	端	ʔd	ɛ	阴入		方言志中为阴平	ʔdɛ˦˨˧
坛	壇	ʔd	ɛ	阴入	酒～		ʔdɛ˦˨˧
贫	貧	tʰ	ɛ	阴平		方言志中为bien，阳平	tʰɛ˧˧˦
吞	吞	tʰ	ɛ	阴平			tʰɛ˧˧˦
探	探	tʰ	ɛ	阴去			tʰɛ˥˥˦
脱	脫	tʰ	ɛ	阴入	2		tʰɛ˦˨˧
潭	潭	d	ɛ	阳平			dɛ˨˧˩
谭	譚	d	ɛ	阳平			dɛ˨˧˩
团	團	d	ɛ	阳平			dɛ˨˧˩
团	糰	d	ɛ	阳平			dɛ˨˧˩
壜	壜	d	ɛ	阳平	～子		dɛ˨˧˩
豚	豚	d	ɛ	阳平	河～		dɛ˨˧˩
臀	臀	d	ɛ	阳平	kʰu⁵³⁻⁴ ～：屁股		dɛ˨˧˩
断	斷	d	ɛ	阳上	2		dɛ˧˩
□	□	d	ɛ	阳上	手～i³¹：两手交叉		dɛ˧˩
段	段	d	ɛ	阳去			dɛ˨˩˧
缎	緞	d	ɛ	阳去			dɛ˨˩˧
椴	椴	d	ɛ	阳去			dɛ˨˩˧
锻	鍛	d	ɛ	阳去			dɛ˨˩˧
钝	鈍	d	ɛ	阳去			dɛ˨˩˧
沓	遝	d	ɛ	阳入			dɛ˧˥
夺	奪	d	ɛ	阳入		方言志中韵母为əɯ	dɛ˧˥
突	突	d	ɛ	阳入			dɛ˧˥
特	特	d	ɛ	阳入			dɛ˧˥
着	著	d	ɛ	阳入	～火		dɛ˧˥
南	南	n	ɛ	阳平			nɛ˨˧˩
男	男	n	ɛ	阳平			nɛ˨˧˩
嫩	嫩	n	ɛ	阳去			nɛ˨˩˧
纳	納	n	ɛ	阳入			nɛ˧˥
鸾	鸞	l	ɛ	阳平			lɛ˨˧˩
栾	欒	l	ɛ	阳平	香～：香橼		lɛ˨˧˩
卵	卵	l	ɛ	阳上	～子：睾丸		lɛ˧˩
乱	亂	l	ɛ	阳去			lɛ˨˩˧
论	論	l	ɛ	阳去			lɛ˨˩˧
乱	亂	l	ɛ	阳去	～梦：做梦		lɛ˨˩˧
粒	粒	l	ɛ	阳入			lɛ˧˥
垃	垃	l	ɛ	阳入	～sɛ⁴²³：垃圾		lɛ˧˥
尊	尊	ʦ	ɛ	阴平			ʦɛ˧˧˦
遵	遵	ʦ	ɛ	阴平			ʦɛ˧˧˦
罇	罇	ʦ	ɛ	阴平	火～：泥土做的取暖工具		ʦɛ˧˧˦
钻	鑽	ʦ	ɛ	阴去			ʦɛ˥˥˦
则	則	ʦ	ɛ	阴入			ʦɛ˦˨˧
簪	簪	ʦ	ɛ	阴入			ʦɛ˦˨˧
铡	鍘	ʦ	ɛ	阴入	2		ʦɛ˦˨˧
参	參	ʦʰ	ɛ	阴平			ʦʰɛ˧˧˦
惨	慘	ʦʰ	ɛ	阴平		方言志中为阴上	ʦʰɛ˧˧˦
汆	汆	ʦʰ	ɛ	阴平			ʦʰɛ˧˧˦
村	村	ʦʰ	ɛ	阴平			ʦʰɛ˧˧˦
忖	忖	ʦʰ	ɛ	阴上			ʦʰɛ˥˧
窜	竄	ʦʰ	ɛ	阴去		方言志中韵母为yɛ	ʦʰɛ˥˥˦
寸	寸	ʦʰ	ɛ	阴去			ʦʰɛ˥˥˦
侧	側	ʦʰ	ɛ	阴入			ʦʰɛ˦˨˧
测	測	ʦʰ	ɛ	阴入			ʦʰɛ˦˨˧
铡	鍘	ʦʰ	ɛ	阴入	1		ʦʰɛ˦˨˧
孙	孫	s	ɛ	阴平			sɛ˧˧˦
酸	酸	s	ɛ	阴平			sɛ˧˧˦
损	損	s	ɛ	阴上			sɛ˥˧
算	算	s	ɛ	阴去			sɛ˥˥˦
蒜	蒜	s	ɛ	阴去			sɛ˥˥˦
逊	遜	s	ɛ	阴去			sɛ˥˥˦
撒	撒	s	ɛ	阴入	～菜籽	原为“撤”字	sɛ˦˨˧
圾	圾	s	ɛ	阴入	lɛ³⁵⁻⁵³～：垃圾		sɛ˦˨˧
蚕	蠶	z	ɛ	阳平			zɛ˨˧˩
存	存	z	ɛ	阳平			zɛ˨˧˩
杂	雜	z	ɛ	阳入			zɛ˧˥
贼	賊	z	ɛ	阳入			zɛ˧˥
甘	甘	k	ɛ	阴平			kɛ˧˧˦
柑	柑	k	ɛ	阴平			kɛ˧˧˦
泔	泔	k	ɛ	阴平			kɛ˧˧˦
竿	竿	k	ɛ	阴平			kɛ˧˧˦
跟	跟	k	ɛ	阴平	2		kɛ˧˧˦
根	根	k	ɛ	阴平			kɛ˧˧˦
感	感	k	ɛ	阴上			kɛ˥˧
敢	敢	k	ɛ	阴上			kɛ˥˧
干	幹	k	ɛ	阴去	2～部		kɛ˥˥˦
干	幹	k	ɛ	阴去	若～：什么		kɛ˥˥˦
鸽	鴿	k	ɛ	阴入			kɛ˦˨˧
合	合	k	ɛ	阴入	～算		kɛ˦˨˧
堪	堪	kʰ	ɛ	阴平			kʰɛ˧˧˦
垦	墾	kʰ	ɛ	阴上			kʰɛ˥˧
恳	懇	kʰ	ɛ	阴上			kʰɛ˥˧
看	看	kʰ	ɛ	阴去			kʰɛ˥˥˦
墈	墈	kʰ	ɛ	阴去	田地后壁		kʰɛ˥˥˦
坎	坎	kʰ	ɛ	阴去	田岸、河岸		kʰɛ˥˥˦
勘	勘	kʰ	ɛ	阴入		方言志中为阴平	kʰɛ˦˨˧
刻	刻	kʰ	ɛ	阴入	动词		kʰɛ˦˨˧
磕	磕	kʰ	ɛ	阴入			kʰɛ˦˨˧
咳	咳	kʰ	ɛ	阴入	～嗽	方言志中为xa	kʰɛ˦˨˧
克	克	kʰ	ɛ	阴入			kʰɛ˦˨˧
近	近	ɡ	ɛ	阳上	1		ɡɛ˧˩
健	健	ɡ	ɛ	阳去	1		ɡɛ˨˩˧
嗝	嗝	ɡ	ɛ	阳入	打～		ɡɛ˧˥
吃	吃	ɡ	ɛ	阳入	～舌：口吃		ɡɛ˧˥
□	□	ɡ	ɛ	阳入	肚子～i³¹：挺肚子		ɡɛ˧˥
咬	咬	ŋ	ɛ	阳去	1		ŋɛ˨˩˧
憨	憨	x	ɛ	阴平		方言志中为阴上	xɛ˧˧˦
酣	酣	x	ɛ	阴平			xɛ˧˧˦
鼾	鼾	x	ɛ	阴平			xɛ˧˧˦
罕	罕	x	ɛ	阴上		方言志中为阴去	xɛ˥˧
熯	熯	x	ɛ	阴去	蒸已熟的食物		xɛ˥˥˦
喝	喝	x	ɛ	阴入	～采		xɛ˦˨˧
黑	黑	x	ɛ	阴入			xɛ˦˨˧
庵	庵		ɛ	阴平		方言志中为uɛ	ɛ˧˧˦
恩	恩		ɛ	阴平			ɛ˧˧˦
安	安		ɛ	阴平	2		ɛ˧˧˦
函	函		ɛ	阳去			ɛ˨˩˧
韩	韓		ɛ	阳去	2	方言志中声母为ɣ，阳平	ɛ˨˩˧
暗	暗		ɛ	阴去			ɛ˥˥˦
恨	恨		ɛ	阳去		方言志中声母为ɣ，阳上	ɛ˨˩˧
合	合		ɛ	阴入		方言志中声母为ɣ	ɛ˦˨˧
鞭	鞭	ʔb	ie	阴平			ʔbie˧˧˦
编	編	ʔb	ie	阴平			ʔbie˧˧˦
边	邊	ʔb	ie	阴平			ʔbie˧˧˦
扁	扁	ʔb	ie	阴上			ʔbie˥˧
匾	匾	ʔb	ie	阴上			ʔbie˥˧
蝙	蝙	ʔb	ie	阴上			ʔbie˥˧
变	變	ʔb	ie	阴去			ʔbie˥˥˦
贬	貶	ʔb	ie	阴去			ʔbie˥˥˦
遍	遍	ʔb	ie	阴去			ʔbie˥˥˦
鳖	鱉	ʔb	ie	阴入			ʔbie˦˨˧
篇	篇	pʰ	ie	阴平			pʰie˧˧˦
偏	偏	pʰ	ie	阴平			pʰie˧˧˦
骗	騙	pʰ	ie	阴去			pʰie˥˥˦
撇	撇	pʰ	ie	阴入			pʰie˦˨˧
劈	劈	pʰ	ie	阴入			pʰie˦˨˧
蹩	蹩	pʰ	ie	阴入			pʰie˦˨˧
辨	辨	b	ie	阳上			bie˧˩
辫	辮	b	ie	阳上			bie˧˩
辩	辯	b	ie	阳上			bie˧˩
缏	緶	b	ie	阳上	缲~		bie˧˩
□	□	b	ie	阳上	uɑ³⁵⁻⁵³~：蜥蜴		bie˧˩
便	便	b	ie	阳去	方~、~宜		bie˨˩˧
别	別	b	ie	阳入	~		bie˧˥
绵	綿	m	ie	阳平			mie˨˧˩
棉	棉	m	ie	阳平			mie˨˧˩
眠	眠	m	ie	阳平			mie˨˧˩
免	免	m	ie	阳上			mie˧˩
勉	勉	m	ie	阳上			mie˧˩
缅	緬	m	ie	阳上			mie˧˩
砚	硯	m	ie	阳上			mie˧˩
娩	娩	m	ie	阳上			mie˧˩
面	面	m	ie	阳去			mie˨˩˧
灭	滅	m	ie	阳入			mie˧˥
篾	篾	m	ie	阳入			mie˧˥
搣	搣	m	ie	阳入	捻		mie˧˥
钿	鈿	d	ie	阳平			die˨˧˩
弟	弟	d	ie	阳上			die˧˩
便	便	d	ie	阳去	2		die˨˩˧
廉	廉	l	ie	阳平			lie˨˧˩
镰	鐮	l	ie	阳平			lie˨˧˩
帘	簾	l	ie	阳平			lie˨˧˩
连	連	l	ie	阳平			lie˨˧˩
怜	憐	l	ie	阳平			lie˨˧˩
联	聯	l	ie	阳平			lie˨˧˩
鲢	鰱	l	ie	阳平	1		lie˨˧˩
莲	蓮	l	ie	阳平	1		lie˨˧˩
敛	斂	l	ie	阳上			lie˧˩
脸	臉	l	ie	阳上			lie˧˩
殓	殮	l	ie	阳上			lie˧˩
恋	戀	l	ie	阳上			lie˧˩
趔	趔	l	ie	阳入			lie˧˥
尖	尖	ʦ	ie	阴平			ʦie˧˧˦
剪	剪	ʦ	ie	阴平			ʦie˧˧˦
毡	氈	ʦ	ie	阴平			ʦie˧˧˦
占	佔	ʦ	ie	阴去			ʦie˥˥˦
占	占	ʦ	ie	阴去	～卜		ʦie˥˥˦
瞻	瞻	ʦ	ie	阴去			ʦie˥˥˦
饯	餞	ʦ	ie	阴去	~行		ʦie˥˥˦
箭	箭	ʦ	ie	阴去			ʦie˥˥˦
战	戰	ʦ	ie	阴去			ʦie˥˥˦
颤	顫	ʦ	ie	阴去			ʦie˥˥˦
荐	薦	ʦ	ie	阴去			ʦie˥˥˦
摺	摺	ʦ	ie	阴去	存~		ʦie˥˥˦
浙	浙	ʦ	ie	阴入			ʦie˦˨˧
接	接	ʦ	ie	阴入			ʦie˦˨˧
哲	哲	ʦ	ie	阴入			ʦie˦˨˧
折	折	ʦ	ie	阴入	~断、弄~了		ʦie˦˨˧
签	簽	ʦʰ	ie	阴平			ʦʰie˧˧˦
迁	遷	ʦʰ	ie	阴平			ʦʰie˧˧˦
歼	殲	ʦʰ	ie	阴平			ʦʰie˧˧˦
伸	伸	ʦʰ	ie	阴平	手~出去：伸手		ʦʰie˧˧˦
浅	淺	ʦʰ	ie	阴上			ʦʰie˥˧
妾	妾	ʦʰ	ie	阴入			ʦʰie˦˨˧
彻	徹	ʦʰ	ie	阴入			ʦʰie˦˨˧
撤	撤	ʦʰ	ie	阴入			ʦʰie˦˨˧
辙	轍	ʦʰ	ie	阴入			ʦʰie˦˨˧
□	□	ʦʰ	ie	阴入	舀米粒等粒状东西。		ʦʰie˦˨˧
钱	錢	ʣ	ie	阳平			ʣie˨˧˩
舌	舌	ʣ	ie	阳入			ʣie˧˥
□	□	ʣ	ie	阳入	把米粒等粒状东西舀来移到别处。		ʣie˧˥
仙	仙	s	ie	阴平			sie˧˧˦
鲜	鮮	s	ie	阴平			sie˧˧˦
先	先	s	ie	阴平			sie˧˧˦
籼	秈	s	ie	阴平			sie˧˧˦
癣	癬	s	ie	阴上			sie˥˧
线	線	s	ie	阴去			sie˥˥˦
些	些	s	ie	阴去			sie˥˥˦
闪	閃	s	ie	阴去			sie˥˥˦
搧	搧	s	ie	阴去			sie˥˥˦
扇	扇	s	ie	阴去			sie˥˥˦
摄	攝	s	ie	阳入			sie˧˥
薛	薛	s	ie	阳入			sie˧˥
设	設	s	ie	阳入			sie˧˥
泄	泄	s	ie	阳入			sie˧˥
屑	屑	s	ie	阳入			sie˧˥
潜	潛	z	ie	阳平			zie˨˧˩
然	然	z	ie	阳平			zie˨˧˩
燃	燃	z	ie	阳平			zie˨˧˩
捻	撚	z	ie	阳平			zie˨˧˩
涉	涉	z	ie	阳平			zie˨˧˩
善	善	z	ie	阳上			zie˧˩
膳	膳	z	ie	阳上			zie˧˩
渐	漸	z	ie	阳去			zie˨˩˧
贱	賤	z	ie	阳去			zie˨˩˧
羡	羨	z	ie	阳去			zie˨˩˧
禅	禪	z	ie	阳去			zie˨˩˧
践	踐	z	ie	阳去			zie˨˩˧
热	熱	z	ie	阳入	2		zie˧˥
捷	捷	z	ie	阳入			zie˧˥
蚀	蝕	z	ie	阳入	~本		zie˧˥
掮	掮	ʨ	ie	阴平			ʨie˧˧˦
肩	肩	ʨ	ie	阴平			ʨie˧˧˦
坚	堅	ʨ	ie	阴平			ʨie˧˧˦
兼	兼	ʨ	ie	阴平			ʨie˧˧˦
虔	虔	ʨ	ie	阴平			ʨie˧˧˦
检	檢	ʨ	ie	阴上			ʨie˥˧
笕	筧	ʨ	ie	阴上			ʨie˥˧
□	□	ʨ	ie	阴上	木板等不平、扭曲		ʨie˥˧
见	見	ʨ	ie	阴去			ʨie˥˥˦
剑	劍	ʨ	ie	阴去			ʨie˥˥˦
建	建	ʨ	ie	阴去			ʨie˥˥˦
茧	繭	ʨ	ie	阴去			ʨie˥˥˦
趼	趼	ʨ	ie	阴去			ʨie˥˥˦
结	結	ʨ	ie	阴入			ʨie˦˨˧
洁	潔	ʨ	ie	阴入			ʨie˦˨˧
劫	劫	ʨ	ie	阴入			ʨie˦˨˧
羯	羯	ʨ	ie	阴入	阉割。		ʨie˦˨˧
